Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04677,0.00000000,0.00000000,57.68795,11.98123,14:54:50.838438,0.04674,0.00000,0.00105,-0.07679,0.01191,0.00919,0.00247,-0.00061,0.08455,1.01034,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.05835,0.00000000,0.00000000,57.68795,11.98123,14:54:50.849225,0.00481,0.00000,0.00221,-0.07378,0.00778,0.02492,-0.00715,-0.00134,0.07082,0.98948,0.05460,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.06727,0.00000000,0.00000000,57.68795,11.98123,14:54:50.858131,0.00333,0.00000,0.00289,-0.07339,0.01023,0.02309,-0.00898,-0.00171,0.06155,0.98161,0.06357,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.07746,0.00000000,0.00000000,57.68795,11.98123,14:54:50.868318,0.00312,0.00000,0.00366,-0.07299,0.00992,0.02584,-0.00807,0.00604,0.06667,0.97161,0.07376,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.08784,0.00000000,0.00000000,57.68795,11.98123,14:54:50.878691,0.00294,0.00000,0.00442,-0.07265,0.00977,0.02386,-0.00532,0.02287,0.06625,0.96398,0.08416,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.09853,0.00000000,0.00000000,57.68795,11.98123,14:54:50.889386,0.00322,0.00000,0.00514,-0.07231,0.00900,0.01927,-0.00501,0.03617,0.06460,0.95880,0.09474,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.10860,0.00000000,0.00000000,57.68795,11.98123,14:54:50.899705,0.00291,0.00000,0.00591,-0.07203,0.00473,0.01759,-0.00456,0.03672,0.07271,0.97185,0.10493,0.00000,0.00000,0.00000,0.00000,0.00000,0.01489,-0.87174,-1.96444,A,145450.70
0.13141,0.00000000,0.00000000,57.68795,11.98123,14:54:50.922276,0.01526,0.00000,0.00675,-0.07178,0.00824,0.01866,-0.00761,0.01568,0.07692,1.00223,0.11561,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.14529,0.00000000,0.00000000,57.68795,11.98123,14:54:50.936154,0.00428,0.00000,0.00729,-0.07146,0.00397,0.02416,-0.01204,0.04910,0.05807,1.01608,0.14140,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.15457,0.00000000,0.00000000,57.68795,11.98123,14:54:50.945425,0.00317,0.00000,0.00767,-0.07146,-0.00001,0.01591,-0.01418,0.06710,0.05374,0.99881,0.15089,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.16493,0.00000000,0.00000000,57.68795,11.98123,14:54:50.955800,0.00312,0.00000,0.00822,-0.07146,-0.00245,0.00950,-0.01372,0.05069,0.06594,0.98155,0.16102,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.17533,0.00000000,0.00000000,57.68795,11.98123,14:54:50.966181,0.00313,0.00000,0.00891,-0.07146,-0.00260,0.00828,-0.01357,0.01360,0.07521,0.97167,0.17164,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.18572,0.00000000,0.00000000,57.68795,11.98123,14:54:50.976572,0.00313,0.00000,0.00952,-0.07146,-0.00489,0.01149,-0.01662,0.00549,0.07229,0.97722,0.18202,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.19709,0.00000000,0.00000000,57.68795,11.98123,14:54:50.987980,0.00392,0.00000,0.01015,-0.07146,-0.00489,0.01393,-0.01341,0.04538,0.07369,0.96715,0.19314,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.20670,0.00000000,0.00000000,57.68795,11.98123,14:54:50.997549,0.00313,0.00000,0.01081,-0.07146,-0.00611,0.00813,-0.01754,0.08021,0.07747,0.97704,0.20302,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.21707,0.00000000,0.00000000,57.68795,11.98123,14:54:51.007942,0.00312,0.00000,0.01127,-0.07146,-0.00795,-0.00287,-0.01250,0.05716,0.06698,0.98430,0.21318,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.22749,0.00000000,0.00000000,57.68795,11.98123,14:54:51.018338,0.00314,0.00000,0.01163,-0.07146,-0.01375,-0.00486,-0.01143,0.02532,0.06539,0.99345,0.22381,0.00000,0.00000,0.00000,0.00000,0.00000,0.13027,-0.89156,-1.96444,A,145450.80
0.24968,0.00000000,0.00000000,57.68795,11.98123,14:54:51.040537,0.01493,0.00000,0.01196,-0.07146,-0.01589,-0.00654,-0.01189,0.02525,0.06466,0.98057,0.23418,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.26353,0.00000000,0.00000000,57.68795,11.98123,14:54:51.054393,0.00483,0.00000,0.01193,-0.07146,-0.02383,-0.00944,-0.01708,0.04282,0.07003,0.98722,0.25982,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.27315,0.00000000,0.00000000,57.68795,11.98123,14:54:51.064018,0.00405,0.00000,0.01249,-0.07146,-0.02261,-0.00684,-0.01754,0.02050,0.08491,0.99991,0.26925,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.28265,0.00000000,0.00000000,57.68795,11.98123,14:54:51.073509,0.00315,0.00000,0.01293,-0.07146,-0.02734,-0.00058,-0.01586,-0.00756,0.08180,1.01620,0.27897,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.29303,0.00000000,0.00000000,57.68795,11.98123,14:54:51.083899,0.00314,0.00000,0.01348,-0.07146,-0.02413,0.00431,-0.01570,-0.00134,0.08784,1.01254,0.28912,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.30355,0.00000000,0.00000000,57.68795,11.98123,14:54:51.094408,0.00321,0.00000,0.01376,-0.07146,-0.02551,0.00889,-0.01555,0.03477,0.07039,0.98942,0.29987,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.31386,0.00000000,0.00000000,57.68795,11.98123,14:54:51.104712,0.00312,0.00000,0.01384,-0.07146,-0.02841,0.00110,-0.01463,0.06808,0.05710,0.95739,0.31017,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.32510,0.00000000,0.00000000,57.68795,11.98123,14:54:51.115967,0.00398,0.00000,0.01378,-0.07146,-0.03482,-0.00623,-0.01433,0.05765,0.05405,0.96301,0.32120,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.33468,0.00000000,0.00000000,57.68795,11.98123,14:54:51.125530,0.00316,0.00000,0.01397,-0.07146,-0.04124,-0.02165,-0.01815,0.01397,0.07320,0.99131,0.33099,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.34506,0.00000000,0.00000000,57.68795,11.98123,14:54:51.135922,0.00315,0.00000,0.01432,-0.07146,-0.04078,-0.01753,-0.01418,-0.02355,0.08912,1.03883,0.34114,0.00000,0.00000,0.00000,0.00000,0.00000,0.24836,-0.89156,-1.94591,A,145450.90
0.37815,0.00000000,0.00000000,57.68795,11.98123,14:54:51.169014,0.02584,0.00000,0.01452,-0.07146,-0.04139,-0.00837,-0.02013,0.00195,0.08241,1.06274,0.35175,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.38814,0.00000000,0.00000000,57.68795,11.98123,14:54:51.178994,0.00306,0.00000,0.01347,-0.07146,-0.05010,-0.01035,-0.02685,0.00159,0.07058,0.95947,0.38445,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.39860,0.00000000,0.00000000,57.68795,11.98123,14:54:51.189451,0.00312,0.00000,0.01338,-0.07146,-0.05193,-0.00470,-0.02135,-0.04215,0.06033,0.93897,0.39492,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.40901,0.00000000,0.00000000,57.68795,11.98123,14:54:51.199883,0.00314,0.00000,0.01337,-0.07146,-0.05575,-0.00043,-0.01723,-0.02910,0.06771,0.95331,0.40510,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.41939,0.00000000,0.00000000,57.68795,11.98123,14:54:51.210247,0.00313,0.00000,0.01325,-0.07146,-0.05162,0.01149,-0.01601,0.00701,0.06216,0.99101,0.41570,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.43011,0.00000000,0.00000000,57.68795,11.98123,14:54:51.220978,0.00346,0.00000,0.01313,-0.07146,-0.05162,0.00874,-0.01357,0.03953,0.06307,1.01242,0.42639,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.44004,0.00000000,0.00000000,57.68795,11.98123,14:54:51.230892,0.00293,0.00000,0.01310,-0.07146,-0.04842,0.00843,-0.01418,0.03398,0.06490,1.01864,0.43637,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.45143,0.00000000,0.00000000,57.68795,11.98123,14:54:51.242289,0.00392,0.00000,0.01306,-0.07146,-0.04918,0.00431,-0.01189,0.01635,0.06893,1.00790,0.44774,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.46117,0.00000000,0.00000000,57.68795,11.98123,14:54:51.252027,0.00314,0.00000,0.01302,-0.07146,-0.04445,0.00309,-0.01295,0.00476,0.05966,1.00363,0.45728,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.47155,0.00000000,0.00000000,57.68795,11.98123,14:54:51.262401,0.00312,0.00000,0.01272,-0.07146,-0.04979,-0.00180,-0.01265,-0.00323,0.04904,1.01156,0.46787,0.00000,0.00000,0.00000,0.00000,0.00000,0.37701,-0.92127,-1.89031,A,145451.10
0.49464,0.00000000,0.00000000,57.68795,11.98122,14:54:51.285499,0.01581,0.00000,0.01276,-0.07146,-0.04826,0.00156,-0.01509,0.03050,0.06985,1.00375,0.47823,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.50993,0.00000000,0.00000000,57.68795,11.98122,14:54:51.300790,0.00570,0.00000,0.01214,-0.07146,-0.04506,0.00431,-0.01738,-0.02544,0.07351,0.97667,0.50620,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.51775,0.00000000,0.00000000,57.68795,11.98122,14:54:51.308616,0.00313,0.00000,0.01222,-0.07146,-0.04093,0.01347,-0.01891,-0.05893,0.05899,0.98570,0.51405,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.52804,0.00000000,0.00000000,57.68795,11.98122,14:54:51.318888,0.00293,0.00000,0.01196,-0.07146,-0.03910,0.02294,-0.01998,-0.03483,0.04154,0.98094,0.52436,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.53870,0.00000000,0.00000000,57.68795,11.98122,14:54:51.329556,0.00319,0.00000,0.01147,-0.07146,-0.04185,0.02447,-0.02120,0.02080,0.03007,1.01010,0.53503,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.54912,0.00000000,0.00000000,57.68795,11.98122,14:54:51.339985,0.00321,0.00000,0.01133,-0.07146,-0.03849,0.02599,-0.01433,0.04496,0.04972,1.02443,0.54514,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.55945,0.00000000,0.00000000,57.68795,11.98122,14:54:51.350308,0.00316,0.00000,0.01146,-0.07146,-0.03864,0.01912,-0.01097,0.04898,0.07033,1.02986,0.55576,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.56995,0.00000000,0.00000000,57.68795,11.98122,14:54:51.360814,0.00325,0.00000,0.01177,-0.07144,-0.03880,0.01607,-0.01112,0.01055,0.08070,1.01339,0.56612,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.58007,0.00000000,0.00000000,57.68795,11.98122,14:54:51.370920,0.00295,0.00000,0.01194,-0.07132,-0.03635,0.01439,-0.00975,0.01507,0.06759,0.98247,0.57638,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
0.59060,0.00000000,0.00000000,57.68795,11.98122,14:54:51.381463,0.00309,0.00000,0.01207,-0.07112,-0.02963,0.01072,-0.01005,0.01214,0.05935,0.96026,0.58694,0.00000,0.00000,0.00000,0.00000,0.00000,0.49350,-0.97080,-1.85325,A,145451.20
