Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.05138,57.68798292,11.98126492,57.68798583,11.98126250,11:35:22.415497,0.05138,0.05132,0.00000,0.00094,0.07362,-0.00453,-0.00560,0.02105,0.03544,1.00138,0.00001,0.00000,0.00000,-0.01971,0.14364,-0.32432,0.01759,1.43639,-3.24319,A,113522.30
0.06100,57.68798029,11.98126709,57.68798583,11.98126250,11:35:22.424914,0.06100,0.00460,0.00000,0.00525,0.07057,-0.00392,-0.01248,0.01629,0.05057,1.00211,0.05587,0.00000,0.00020,-0.01995,0.27291,-0.61621,0.01759,1.43639,-3.24319,A,113522.30
0.07298,57.68797793,11.98126905,57.68798583,11.98126250,11:35:22.436903,0.07298,0.00576,0.00000,0.00636,0.06843,-0.00148,-0.01324,0.01330,0.04959,1.00821,0.06720,0.00000,0.00040,-0.01988,0.38926,-0.87890,0.01759,1.43639,-3.24319,A,113522.30
0.08198,57.68797580,11.98127081,57.68798583,11.98126250,11:35:22.445904,0.08198,0.00437,0.00000,0.00738,0.07087,-0.00011,-0.01522,0.02330,0.05069,1.00363,0.07697,0.00000,0.00060,-0.01980,0.49398,-1.11533,0.01759,1.43639,-3.24319,A,113522.30
0.09249,57.68797389,11.98127240,57.68798583,11.98126250,11:35:22.456408,0.09249,0.00441,0.00000,0.00851,0.07072,-0.00163,-0.01156,0.03385,0.05466,0.99839,0.08745,0.00000,0.00079,-0.01971,0.58822,-1.32812,0.01759,1.43639,-3.24319,A,113522.30
0.10294,57.68797217,11.98127382,57.68798583,11.98126250,11:35:22.466855,0.10294,0.00446,0.00000,0.00961,0.06797,-0.00591,-0.01293,0.03209,0.05496,0.99149,0.09813,0.00000,0.00099,-0.01961,0.67303,-1.51962,0.01759,1.43639,-3.24319,A,113522.30
0.11331,57.68797062,11.98127511,57.68798583,11.98126250,11:35:22.477230,0.11331,0.00443,0.00000,0.01059,0.06660,-0.00560,-0.01125,0.02098,0.05118,0.98857,0.10821,0.00000,0.00119,-0.01953,0.74937,-1.69198,0.01759,1.43639,-3.24319,A,113522.30
0.13514,57.68796924,11.98127628,57.68798600,11.98126267,11:35:22.499065,0.13514,0.01588,0.00000,0.01168,0.06797,-0.00255,-0.01492,0.02001,0.05655,0.98966,0.11884,0.00000,0.00138,-0.01947,0.81906,-1.84525,0.13247,1.44630,-3.22465,A,113522.40
0.15069,57.68796800,11.98127734,57.68798600,11.98126267,11:35:22.514625,0.15069,0.00582,0.00000,0.01366,0.06583,-0.00912,-0.01584,0.04593,0.05215,0.98057,0.14463,0.00000,0.00158,-0.01975,0.88179,-1.98319,0.13247,1.44630,-3.22465,A,113522.40
0.15961,57.68796688,11.98127829,57.68798600,11.98126267,11:35:22.523754,0.15961,0.00434,0.00000,0.01464,0.06095,-0.00942,-0.01461,0.00555,0.05941,0.99503,0.15481,0.00000,0.00177,-0.01981,0.93824,-2.10733,0.13247,1.44630,-3.22465,A,113522.40
