Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.04476,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.276807,0.04472,0.00000,-0.00061,0.03255,-0.00739,-0.00036,-0.00460,0.01074,-0.01513,1.02822,0.00001,0.00000,-0.00966,0.00000,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.05549,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.287530,0.00595,0.00000,-0.00186,0.02887,-0.01671,0.00178,0.00090,-0.02812,-0.00885,0.99436,0.04911,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.06522,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.297276,0.00527,0.00000,-0.00283,0.02836,-0.01625,0.01094,0.00090,0.00464,-0.03361,1.01473,0.06095,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.07501,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.307046,0.00370,0.00000,-0.00367,0.02791,-0.02007,0.00850,-0.00017,0.04331,-0.02495,1.02315,0.07131,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.08483,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.316859,0.00313,0.00000,-0.00454,0.02745,-0.02282,0.00086,-0.00109,0.05215,-0.02586,1.00894,0.08117,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.09518,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.327218,0.00309,0.00000,-0.00546,0.02703,-0.02893,-0.00907,0.00075,0.04197,-0.02440,0.97728,0.09151,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.10534,57.68783717,11.98137350,57.68783717,11.98137350,15:54:04.337363,0.00295,0.00000,-0.00641,0.02660,-0.03106,-0.01869,-0.00185,0.00921,-0.02611,0.96221,0.10168,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.01530,0.00000,0.00000,0.00000,0.00000,A,155404.10
0.14335,57.68783717,11.98137350,57.68783800,11.98137217,15:54:04.375976,0.03056,0.00000,-0.00718,0.02626,-0.03168,-0.01273,-0.00414,-0.03514,-0.01458,0.98064,0.11233,0.00000,-0.00950,-0.00093,0.00000,0.00000,0.13860,-0.07925,0.09266,2.27833,2.27833,A,155404.30
0.16247,57.68783721,11.98137343,57.68783800,11.98137217,15:54:04.394513,0.00714,0.00000,-0.00920,0.02610,-0.03672,-0.00647,0.00334,0.01568,-0.01397,0.99839,0.15656,0.00000,0.33251,0.34026,-0.00396,0.00463,0.13860,-0.07925,0.09266,2.27833,2.27833,A,155404.30
0.16888,57.68783721,11.98137343,57.68783800,11.98137217,15:54:04.400911,0.00316,0.00000,-0.00967,0.02610,-0.03672,-0.00952,0.00273,-0.02696,0.00134,1.02187,0.16521,0.00000,0.33251,0.34026,-0.00396,0.00463,0.13860,-0.07925,0.09266,2.27833,2.27833,A,155404.30
