Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,status,NMEA timestamp
0.04394,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.547644,0.04389,0.00000,-0.00061,0.06436,-0.00441,-0.00070,0.00145,-0.02062,-0.01635,0.99351,0.00001,0.00000,-0.01913,0.00000,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.06185,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.565526,0.00789,0.00000,-0.00145,0.06263,-0.00441,-0.00300,-0.00007,-0.02501,-0.01995,0.99863,0.05569,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.06722,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.571087,0.00303,0.00000,-0.00207,0.06229,-0.00747,-0.00238,0.00237,-0.02538,-0.01769,0.99735,0.06383,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.07776,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.581433,0.00317,0.00000,-0.00273,0.06187,-0.01403,-0.00055,0.00099,-0.02001,-0.01476,1.00089,0.07438,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.08818,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.591859,0.00319,0.00000,-0.00331,0.06145,-0.00915,0.00036,-0.00023,-0.01128,-0.01458,1.00546,0.08457,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.09856,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.602227,0.00317,0.00000,-0.00395,0.06096,-0.00655,0.00495,0.00038,-0.00390,-0.02080,1.00180,0.09517,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.10896,57.68782667,11.98137533,57.68782667,11.98137533,14:32:58.612635,0.00318,0.00000,-0.00473,0.06048,-0.00808,0.00357,-0.00343,-0.00116,-0.02904,0.99729,0.10557,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.01586,0.00000,0.00000,-1.57362,A,143258.40
0.13085,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.634530,0.01484,0.00000,-0.00547,0.06006,-0.01235,0.00342,0.00008,-0.01043,-0.02452,0.99595,0.11563,0.00000,-0.25509,-0.23648,0.00000,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.14445,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.648149,0.00636,0.00000,-0.00618,0.05915,-0.01006,-0.00284,0.00038,-0.01732,-0.01641,0.99930,0.13878,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.15135,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.655246,0.00302,0.00000,-0.00678,0.05878,-0.00793,0.00006,-0.00206,-0.01763,-0.02080,1.00308,0.14796,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.16205,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.665744,0.00332,0.00000,-0.00741,0.05836,-0.00334,0.00098,0.00084,-0.01592,-0.02562,1.01431,0.15865,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.17232,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.676018,0.00319,0.00000,-0.00806,0.05788,-0.00197,0.00678,-0.00038,-0.01434,-0.02922,1.01669,0.16890,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.18270,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.686396,0.00300,0.00000,-0.00869,0.05737,-0.00533,0.00479,0.00283,-0.01299,-0.02550,1.00833,0.17932,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.19330,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.696982,0.00319,0.00000,-0.00921,0.05692,-0.00487,0.00403,0.00191,-0.00555,-0.01848,0.99595,0.18991,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.20336,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.707258,0.00303,0.00000,-0.00959,0.05652,0.00078,0.00495,0.00099,-0.00909,-0.01385,0.98064,0.19997,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.21396,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.717647,0.00322,0.00000,-0.01002,0.05618,-0.00136,0.00235,0.00313,-0.01946,-0.01586,0.97874,0.21057,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
0.22449,57.68782667,11.98137533,57.68782667,11.98137517,14:32:58.728187,0.00335,0.00000,-0.01046,0.05590,-0.00411,-0.00132,0.00099,-0.02342,-0.01519,0.98442,0.22107,0.00000,-0.45593,-0.43836,-0.00050,0.00000,0.12956,-0.00991,0.00000,-1.57645,A,143258.50
