Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.04817,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.481883,0.04812,0.00000,-0.00121,0.06275,-0.03347,0.00292,0.00643,-0.02214,-0.03800,1.01748,0.00001,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.06522,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.498698,0.00729,0.00000,-0.00465,0.06275,-0.04416,0.00078,0.00826,-0.03660,-0.03819,0.99558,0.05915,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.07149,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.504949,0.00316,0.00000,-0.00604,0.06275,-0.04019,0.00490,0.00582,-0.01812,-0.05313,1.00345,0.06804,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.08175,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.515222,0.00303,0.00000,-0.00761,0.06275,-0.04049,0.00078,0.00780,0.02245,-0.06234,1.00003,0.07831,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.09196,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.525429,0.00299,0.00000,-0.00910,0.06275,-0.04584,-0.00136,0.00643,0.01708,-0.05539,0.99759,0.08852,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.10252,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.535978,0.00315,0.00000,-0.01052,0.06275,-0.03973,0.00032,0.00322,-0.01354,-0.05496,1.00040,0.09909,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.11291,57.68785950,11.98138700,57.68785950,11.98138700,16:05:49.546385,0.00315,0.00000,-0.01191,0.06275,-0.04187,0.00368,0.00124,-0.02989,-0.05478,1.00497,0.10927,0.00000,-0.01865,0.00000,0.00000,0.00000,0.01529,0.00000,0.00000,0.00000,0.00000,A,160549.30
0.15129,57.68785950,11.98138700,57.68785983,11.98138600,16:05:49.585151,0.03113,0.00000,-0.01346,0.06275,-0.04126,0.00368,-0.00167,-0.00628,-0.06533,0.99869,0.11994,0.00000,-0.01865,0.00000,0.00000,0.00000,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.17087,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.604344,0.00690,0.00000,-0.01596,0.06275,-0.02751,0.00185,0.01101,-0.01958,-0.07765,1.00388,0.16520,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.17753,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.610994,0.00317,0.00000,-0.01743,0.06275,-0.02950,0.00383,0.01468,-0.00689,-0.07546,0.99723,0.17407,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.18786,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.621322,0.00296,0.00000,-0.01861,0.06275,-0.03133,0.00017,0.01040,0.00549,-0.05417,0.99967,0.18442,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.19845,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.631908,0.00316,0.00000,-0.01974,0.06275,-0.03775,0.00215,0.00628,0.01647,-0.04612,0.99991,0.19502,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.20884,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.642330,0.00316,0.00000,-0.02068,0.06275,-0.02522,0.00154,-0.00167,0.00049,-0.04557,1.00900,0.20519,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.21924,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.652705,0.00316,0.00000,-0.02200,0.06269,-0.02874,0.00047,-0.00319,-0.01629,-0.06765,1.00327,0.21580,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.22956,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.663032,0.00317,0.00000,-0.02344,0.06261,-0.02858,0.00460,-0.00823,-0.02098,-0.07753,0.99735,0.22610,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.23999,57.68785952,11.98138695,57.68785983,11.98138600,16:05:49.673453,0.00300,0.00000,-0.02463,0.06246,-0.02965,0.00276,-0.01174,-0.00189,-0.06112,0.99369,0.23655,0.00000,0.36895,0.38760,-0.00297,0.00185,0.14619,-0.05944,0.03706,2.58400,2.58400,A,160549.50
0.26807,57.68785952,11.98138695,57.68786033,11.98138567,16:05:49.701570,0.02069,0.00000,-0.02577,0.06229,-0.03148,0.00170,-0.00457,0.00689,-0.05697,0.98649,0.24711,0.00000,0.36895,0.38760,-0.00297,0.00185,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.28276,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.716236,0.00692,0.00000,-0.02712,0.06187,-0.01484,-0.00518,0.01177,-0.01549,-0.06557,1.00089,0.27708,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.28942,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.722887,0.00318,0.00000,-0.02827,0.06173,-0.00751,-0.00289,0.00902,-0.00183,-0.07906,1.00217,0.28596,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.29976,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.733224,0.00297,0.00000,-0.02936,0.06150,-0.01438,-0.00426,0.00994,-0.00122,-0.06966,0.99534,0.29632,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.31033,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.743799,0.00316,0.00000,-0.03037,0.06130,-0.01270,-0.00961,0.00780,0.00073,-0.06606,0.98789,0.30690,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.32113,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.754607,0.00356,0.00000,-0.03114,0.06113,-0.01270,-0.00915,0.00307,-0.00945,-0.05167,0.99674,0.31745,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.33114,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.764608,0.00317,0.00000,-0.03205,0.06099,-0.01407,-0.00838,0.00276,-0.02007,-0.06137,0.99216,0.32770,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
0.34247,57.68785956,11.98138689,57.68786033,11.98138567,16:05:49.775933,0.00314,0.00000,-0.03311,0.06091,-0.00888,-0.00594,-0.00228,0.00024,-0.07338,0.97923,0.33904,0.00000,0.59782,0.61621,-0.00679,0.00639,0.26363,-0.07925,0.09266,1.91312,1.91312,A,160549.60
