Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04346,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.912745,0.04341,0.00000,-0.00180,-0.00334,-0.04417,0.00299,-0.02853,-0.03202,-0.07064,1.00680,0.00001,0.00000,0.00099,0.00000,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.05690,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.926178,0.00860,0.00000,-0.00439,-0.00334,-0.03669,0.01016,-0.01708,-0.01299,-0.03459,1.03383,0.04966,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.06146,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.930702,0.00298,0.00000,-0.00579,-0.00334,-0.03562,0.00803,-0.01464,0.02233,-0.05923,1.02791,0.05788,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.07204,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.941293,0.00317,0.00000,-0.00732,-0.00334,-0.03531,-0.00007,-0.01983,0.04795,-0.06326,1.01162,0.06845,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.08244,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.951704,0.00317,0.00000,-0.00930,-0.00334,-0.03516,-0.00251,-0.01861,0.05130,-0.09357,0.98167,0.07865,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.09301,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.962268,0.00334,0.00000,-0.01081,-0.00334,-0.03669,-0.00358,-0.02502,-0.01086,-0.06173,0.98454,0.08942,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.10347,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.972731,0.00319,0.00000,-0.01219,-0.00334,-0.03058,0.01032,-0.02105,-0.04313,-0.05941,0.97691,0.09988,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.11377,57.68781450,11.98134283,57.68781450,11.98134283,09:27:02.983239,0.00326,0.00000,-0.01358,-0.00334,-0.02813,0.01688,-0.02731,-0.00939,-0.06411,0.98698,0.11018,0.00000,0.13322,0.13223,0.00000,0.00000,0.01573,0.00000,0.00000,A,092702.80
0.13683,57.68781450,11.98134283,57.68781517,11.98134217,09:27:03.006094,0.01592,0.00000,-0.01500,-0.00334,-0.02096,0.01276,-0.02349,0.05880,-0.07198,0.97887,0.12048,0.00000,0.13322,0.13223,0.00000,0.00000,0.13555,-0.03962,0.07413,A,092702.90
0.15295,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.022219,0.00728,0.00000,-0.01622,-0.00334,-0.01011,-0.02084,-0.02288,-0.00866,-0.05984,1.02919,0.14552,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.16055,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.029885,0.00441,0.00000,-0.01743,-0.00334,-0.00248,-0.00877,-0.02136,-0.04526,-0.07875,1.05518,0.15560,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.16937,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.038625,0.00298,0.00000,-0.01889,-0.00334,0.00195,0.00344,-0.02151,0.00372,-0.09711,1.02163,0.16579,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.17993,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.049191,0.00315,0.00000,-0.02063,-0.00334,0.00210,0.00421,-0.02349,0.08076,-0.10925,0.94294,0.17635,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.19035,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.059614,0.00317,0.00000,-0.02149,-0.00334,0.00226,-0.01030,-0.01968,0.02965,-0.05484,0.93415,0.18655,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.20145,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.070717,0.00311,0.00000,-0.02217,-0.00334,0.01142,-0.01137,-0.02273,-0.04788,-0.05337,0.98308,0.19787,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.21215,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.081426,0.00340,0.00000,-0.02289,-0.00334,0.02409,-0.00037,-0.02319,-0.04758,-0.06716,1.01839,0.20834,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.22232,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.091586,0.00317,0.00000,-0.02421,-0.00334,0.02303,0.00833,-0.02670,0.05606,-0.10565,1.00101,0.21852,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.23279,57.68781453,11.98134280,57.68781517,11.98134217,09:27:03.102050,0.00337,0.00000,-0.02559,-0.00334,0.02180,-0.00144,-0.03312,0.07558,-0.11114,0.99955,0.22921,0.00000,0.25677,0.25578,-0.00198,0.00371,0.13555,-0.03962,0.07413,A,092702.90
0.25563,57.68781453,11.98134280,57.68781550,11.98134133,09:27:03.124899,0.01582,0.00000,-0.02646,-0.00334,0.02211,-0.00816,-0.03021,0.00018,-0.07814,1.01187,0.23938,0.00000,0.25677,0.25578,-0.00198,0.00371,0.25437,-0.08916,0.11119,A,092703.00
0.26920,57.68781458,11.98134273,57.68781550,11.98134133,09:27:03.138473,0.00758,0.00000,-0.02691,-0.00334,0.03601,0.00879,-0.02976,-0.00177,-0.09028,0.99851,0.26254,0.00000,0.37253,0.37154,-0.00634,0.00908,0.25437,-0.08916,0.11119,A,092703.00
0.27518,57.68781458,11.98134273,57.68781550,11.98134133,09:27:03.144438,0.00315,0.00000,-0.02761,-0.00334,0.03616,0.00803,-0.02838,0.04666,-0.07198,0.97393,0.27159,0.00000,0.37253,0.37154,-0.00634,0.00908,0.25437,-0.08916,0.11119,A,092703.00
0.28534,57.68781458,11.98134273,57.68781550,11.98134133,09:27:03.154598,0.00296,0.00000,-0.02844,-0.00334,0.03891,-0.00373,-0.02533,0.08735,-0.08534,0.96484,0.28177,0.00000,0.37253,0.37154,-0.00634,0.00908,0.25437,-0.08916,0.11119,A,092703.00
