Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.21422,57.68782836,11.98137366,57.68782883,11.98137350,11:04:29.720824,0.00323,0.00000,-0.01001,-0.04543,0.00664,-0.00309,-0.00870,0.02007,-0.04233,1.00028,0.21086,0.00000,0.27556,0.26207,-0.00050,0.00278,0.12959,-0.00991,0.05560,1.74712,1.74712,A,110429.50
0.22662,57.68782836,11.98137366,57.68782883,11.98137350,11:04:29.733224,0.00396,0.00000,-0.01080,-0.04543,0.00740,-0.01210,-0.00824,0.02971,-0.04642,0.96661,0.22325,0.00000,0.27556,0.26207,-0.00050,0.00278,0.12959,-0.00991,0.05560,1.74712,1.74712,A,110429.50
0.25268,57.68782836,11.98137366,57.68782933,11.98137317,11:04:29.759300,0.01959,0.00000,-0.01147,-0.04543,0.00740,-0.01332,-0.00549,0.01427,-0.03788,0.96959,0.23302,0.00000,0.27556,0.26207,-0.00050,0.00278,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.26830,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.774915,0.00773,0.00000,-0.01178,-0.04543,0.01473,0.00638,-0.00885,-0.02318,-0.04044,1.01382,0.26263,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.27417,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.780763,0.00319,0.00000,-0.01224,-0.04543,0.01183,0.00760,-0.00916,0.02562,-0.02794,1.01351,0.27080,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.28453,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.791126,0.00315,0.00000,-0.01272,-0.04543,0.01336,0.00257,-0.01328,0.05106,-0.03288,1.00955,0.28116,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.29479,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.801387,0.00298,0.00000,-0.01311,-0.04543,0.01214,-0.01408,-0.01252,0.00872,-0.02568,1.00900,0.29143,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.30537,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.811965,0.00316,0.00000,-0.01304,-0.04543,0.04833,-0.01179,-0.01572,-0.07076,-0.02190,1.03139,0.30200,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.31579,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.822399,0.00318,0.00000,-0.01342,-0.04543,0.01870,-0.00263,-0.01466,-0.05685,-0.02983,1.01297,0.31222,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.32621,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.832805,0.00320,0.00000,-0.01382,-0.04543,0.01321,0.00409,-0.01527,-0.00268,-0.02788,0.98704,0.32284,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.33659,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.843188,0.00319,0.00000,-0.01425,-0.04543,0.02451,0.00333,-0.01359,0.03660,-0.03758,0.97014,0.33321,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.34681,57.68782841,11.98137363,57.68782933,11.98137317,11:04:29.853402,0.00300,0.00000,-0.01467,-0.04543,0.01550,-0.00828,-0.01527,0.02812,-0.03062,0.97185,0.34344,0.00000,0.52322,0.50973,-0.00196,0.00820,0.24812,-0.02972,0.11119,1.91312,1.91312,A,110429.60
0.38380,57.68782841,11.98137363,57.68783033,11.98137267,11:04:29.890431,0.02959,0.00000,-0.01480,-0.04543,0.02176,-0.01347,-0.00946,-0.02782,-0.01739,0.99692,0.35402,0.00000,0.52322,0.50973,-0.00196,0.00820,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.39645,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.903056,0.00610,0.00000,-0.01447,-0.04543,0.02481,-0.01210,-0.01771,0.03349,-0.03026,0.97191,0.39075,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.40395,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.910550,0.00321,0.00000,-0.01441,-0.04543,0.02817,-0.01378,-0.01405,0.01110,-0.00695,0.97319,0.40036,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.41433,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.920921,0.00318,0.00000,-0.01466,-0.04543,0.03092,-0.01530,-0.01328,-0.01775,-0.03087,0.97850,0.41097,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.42464,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.931238,0.00309,0.00000,-0.01487,-0.04543,0.03199,-0.01622,-0.01649,-0.06344,-0.02934,1.00131,0.42126,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.43481,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.941411,0.00299,0.00000,-0.01496,-0.04543,0.03917,-0.00797,-0.01572,-0.06112,-0.02660,1.02340,0.43145,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.44548,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.952073,0.00325,0.00000,-0.01489,-0.04543,0.03428,0.00134,-0.01496,0.00104,-0.01421,1.02761,0.44212,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.45580,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.962408,0.00319,0.00000,-0.01496,-0.04543,0.04024,-0.00079,-0.00733,0.01757,-0.02507,1.01839,0.45222,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.46618,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.972778,0.00317,0.00000,-0.01495,-0.04543,0.03932,-0.00385,-0.00916,-0.01043,-0.02147,1.03291,0.46282,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.47656,57.68782850,11.98137359,57.68783033,11.98137267,11:04:29.983161,0.00316,0.00000,-0.01501,-0.04543,0.03978,-0.00324,-0.00610,-0.06423,-0.02599,1.03645,0.47319,0.00000,0.72155,0.70806,-0.00483,0.01891,0.37991,-0.05944,0.22239,1.83196,1.83196,A,110429.80
0.50092,57.68782850,11.98137359,57.68783117,11.98137200,11:04:30.007529,0.01710,0.00000,-0.01490,-0.04543,0.04069,0.00990,-0.00748,-0.07076,-0.01434,1.03310,0.48344,0.00000,0.72155,0.70806,-0.00483,0.01891,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.51195,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.018562,0.00577,0.00000,-0.01395,-0.04543,0.04894,0.00547,-0.00503,0.03038,-0.00421,0.96703,0.50635,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.52022,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.026819,0.00364,0.00000,-0.01410,-0.04543,0.04772,-0.00629,-0.00671,-0.01244,-0.03306,0.97618,0.51618,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.53094,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.037540,0.00396,0.00000,-0.01392,-0.04543,0.04436,0.00394,-0.00748,-0.06789,-0.01391,0.97698,0.52756,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.54053,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.047121,0.00315,0.00000,-0.01401,-0.04543,0.04604,0.01234,-0.00778,-0.06161,-0.02739,0.99143,0.53716,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.55079,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.057387,0.00298,0.00000,-0.01438,-0.04543,0.04482,0.01310,-0.00152,-0.01110,-0.04697,0.98271,0.54744,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.56136,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.067954,0.00315,0.00000,-0.01408,-0.04531,0.04237,0.00852,-0.00259,0.00982,-0.00275,0.97740,0.55801,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.57203,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.078637,0.00342,0.00000,-0.01358,-0.04511,0.04085,0.00348,0.00153,0.03794,0.01281,0.98686,0.56819,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.58234,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.088946,0.00334,0.00000,-0.01363,-0.04477,0.04054,-0.00645,0.00230,-0.00213,-0.02434,0.99399,0.57898,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.59256,57.68782864,11.98137351,57.68783117,11.98137200,11:04:30.099160,0.00316,0.00000,-0.01416,-0.04438,0.03733,-0.00721,-0.00565,-0.02788,-0.05197,0.98466,0.58918,0.00000,0.91158,0.89809,-0.00954,0.03372,0.49817,-0.09906,0.31505,1.97489,1.97489,A,110429.90
0.61740,57.68782864,11.98137351,57.68783183,11.98137200,11:04:30.124003,0.01758,0.00000,-0.01423,-0.04393,0.03443,0.00195,-0.00702,-0.02849,-0.02043,0.97472,0.59943,0.00000,0.91158,0.89809,-0.00954,0.03372,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.63211,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.138771,0.00981,0.00000,-0.01374,-0.04302,0.02542,-0.01286,-0.00901,-0.00537,-0.00366,1.00827,0.62510,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.63639,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.142979,0.00319,0.00000,-0.01348,-0.04262,0.02893,-0.00919,-0.00748,-0.01318,0.01006,1.02340,0.63300,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.64809,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.154739,0.00436,0.00000,-0.01350,-0.04231,0.02710,-0.00843,-0.00626,-0.02269,-0.01287,1.01724,0.64336,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.65863,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.165234,0.00386,0.00000,-0.01363,-0.04209,0.02038,-0.00690,-0.00335,-0.03764,-0.01665,1.01211,0.65520,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.67014,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.176750,0.00466,0.00000,-0.01363,-0.04203,0.01962,0.00165,-0.00030,-0.06448,-0.00836,1.04609,0.66676,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.67993,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.186549,0.00408,0.00000,-0.01350,-0.04203,0.01672,0.00516,-0.00152,0.01677,0.00622,1.01376,0.67631,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.68944,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.196035,0.00319,0.00000,-0.01352,-0.04203,0.01336,0.00302,-0.00488,0.00390,-0.00250,1.00931,0.68608,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.69987,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.206468,0.00321,0.00000,-0.01357,-0.04203,0.00954,-0.00599,-0.00167,0.00885,-0.00256,0.98015,0.69627,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.71030,57.68782880,11.98137343,57.68783183,11.98137200,11:04:30.216903,0.00336,0.00000,-0.01386,-0.04203,0.00664,-0.00492,-0.00473,-0.05899,-0.01647,0.99820,0.70694,0.00000,1.01238,0.99960,-0.01402,0.05149,0.61456,-0.09906,0.38918,1.57080,1.57080,A,110430.00
0.73690,57.68782880,11.98137343,57.68783233,11.98137117,11:04:30.243510,0.01955,0.00000,-0.01411,-0.04203,0.00267,0.00165,-0.00595,-0.06387,-0.01098,1.00052,0.71712,0.00000,1.01238,0.99960,-0.01402,0.05149,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.74705,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.253646,0.00526,0.00000,-0.01455,-0.04203,-0.00772,0.00837,-0.00610,0.00421,-0.00970,0.98484,0.74171,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.75505,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.261648,0.00303,0.00000,-0.01500,-0.04203,-0.01230,0.00440,-0.00458,-0.01830,-0.01537,0.99723,0.75169,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.76559,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.272190,0.00317,0.00000,-0.01533,-0.04203,-0.01825,0.00547,-0.00290,-0.06838,-0.00354,1.02138,0.76223,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.77599,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.282591,0.00318,0.00000,-0.01570,-0.04203,-0.01398,0.01432,-0.00045,-0.00226,-0.00933,0.98491,0.77241,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.78638,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.292979,0.00317,0.00000,-0.01615,-0.04203,-0.01596,0.01081,-0.00565,0.02782,-0.01305,0.96532,0.78303,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.79753,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.304129,0.00362,0.00000,-0.01681,-0.04203,-0.02482,0.00165,-0.00137,0.01189,-0.02092,0.97606,0.79417,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.80713,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.313938,0.00300,0.00000,-0.01723,-0.04203,-0.02711,-0.00858,-0.00122,-0.04233,-0.00616,0.99961,0.80377,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.81773,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.324330,0.00319,0.00000,-0.01742,-0.04203,-0.02742,0.00241,-0.00137,-0.05771,0.01049,1.04273,0.81436,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.82866,57.68782897,11.98137332,57.68783233,11.98137117,11:04:30.335265,0.00373,0.00000,-0.01782,-0.04203,-0.02604,0.00898,-0.00610,0.00073,-0.00445,1.02675,0.82527,0.00000,1.20717,1.19469,-0.02075,0.07115,0.73355,-0.14859,0.44478,2.29855,2.29855,A,110430.10
0.88280,57.68782897,11.98137332,57.68783383,11.98137067,11:04:30.389459,0.04714,0.00000,-0.01855,-0.04203,-0.03230,0.00241,-0.00534,0.03117,-0.01903,0.98405,0.83755,0.00000,1.20717,1.19469,-0.02075,0.07115,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.90169,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.408298,0.00741,0.00000,-0.02130,-0.04203,-0.04055,-0.00797,0.00138,0.01421,-0.02538,0.99308,0.89603,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.90787,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.414463,0.00319,0.00000,-0.02191,-0.04203,-0.04315,-0.00782,-0.00687,-0.01494,-0.01739,1.01547,0.90429,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.91825,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.424848,0.00317,0.00000,-0.02236,-0.04203,-0.03902,-0.00064,-0.00488,-0.08314,-0.00390,1.06177,0.91489,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.92861,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.435209,0.00314,0.00000,-0.02304,-0.04203,-0.03429,0.00944,-0.00824,-0.00104,-0.02367,0.99241,0.92526,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.93880,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.445402,0.00298,0.00000,-0.02401,-0.04203,-0.03734,-0.00186,-0.00733,0.04990,-0.03819,0.92683,0.93544,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.94937,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.455968,0.00315,0.00000,-0.02480,-0.04203,-0.03460,-0.01622,-0.00198,0.01909,-0.02959,0.91768,0.94600,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.95994,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.466539,0.00332,0.00000,-0.02542,-0.04200,-0.02665,-0.01775,-0.00946,-0.03257,-0.02574,0.96935,0.95635,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.97029,57.68782922,11.98137319,57.68783383,11.98137067,11:04:30.476894,0.00316,0.00000,-0.02598,-0.04197,-0.02513,-0.00660,-0.00519,-0.07058,-0.02483,1.02584,0.96693,0.00000,1.29004,1.27756,-0.02863,0.09818,0.87842,-0.17831,0.61157,1.74712,1.74712,A,110430.30
0.99617,57.68782922,11.98137319,57.68783433,11.98137033,11:04:30.502780,0.01858,0.00000,-0.02688,-0.04189,-0.02009,0.00440,-0.00580,0.01275,-0.05295,1.02602,0.97725,0.00000,1.29004,1.27756,-0.02863,0.09818,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.00682,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.513424,0.00524,0.00000,-0.02780,-0.04138,-0.01841,-0.00828,0.00107,0.02239,-0.03880,1.02913,1.00148,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.01482,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.521407,0.00299,0.00000,-0.02797,-0.04110,-0.02146,-0.00645,0.00092,-0.07393,-0.00488,1.05859,1.01145,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.02538,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.531969,0.00315,0.00000,-0.02826,-0.04087,-0.01505,0.00760,0.00092,-0.08247,-0.01653,1.04670,1.02202,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.03578,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.542379,0.00316,0.00000,-0.02886,-0.04076,-0.01444,0.01219,-0.00458,-0.03898,-0.03886,1.03499,1.03221,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.04761,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.554232,0.00459,0.00000,-0.02948,-0.04073,-0.01551,0.01494,-0.00717,0.04423,-0.03562,0.97222,1.04399,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.05661,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.563211,0.00335,0.00000,-0.02997,-0.04073,-0.01169,0.00379,-0.00412,0.03324,-0.03318,0.95782,1.05321,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.06995,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.576577,0.00493,0.00000,-0.03022,-0.04073,-0.01413,0.00379,-0.00839,-0.04301,-0.01354,0.95434,1.06552,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.08109,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.587724,0.00439,0.00000,-0.03059,-0.04073,-0.01123,0.00348,-0.00580,-0.04026,-0.02324,0.94141,1.07727,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
1.09240,57.68782947,11.98137304,57.68783433,11.98137033,11:04:30.599004,0.00340,0.00000,-0.03128,-0.04073,-0.01184,0.00486,-0.00931,-0.00665,-0.04423,0.94879,1.08900,0.00000,1.38534,1.37306,-0.03710,0.12663,0.99236,-0.19812,0.66717,1.91312,1.91312,A,110430.40
