Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04671,0.00000000,0.00000000,57.68877,11.98034,14:57:09.576970,0.04667,0.00000,-0.00164,0.04234,-0.00587,0.03484,-0.00014,0.04972,-0.07832,0.92677,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.05542,0.00000000,0.00000000,57.68877,11.98034,14:57:09.585601,0.00375,0.00000,-0.00427,0.04061,-0.02710,-0.03190,-0.01465,0.06503,-0.06106,0.95014,0.05161,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.06495,0.00000000,0.00000000,57.68877,11.98034,14:57:09.595138,0.00306,0.00000,-0.00575,0.04022,-0.02695,-0.03190,-0.01236,0.03129,-0.06576,1.01004,0.06118,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.07556,0.00000000,0.00000000,57.68877,11.98034,14:57:09.605738,0.00326,0.00000,-0.00731,0.03982,-0.02573,-0.01418,-0.01297,0.01403,-0.07558,1.06994,0.07180,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.08600,0.00000000,0.00000000,57.68877,11.98034,14:57:09.616187,0.00316,0.00000,-0.00843,0.03954,-0.03000,0.00109,-0.00793,0.01183,-0.04465,1.08885,0.08202,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.09651,0.00000000,0.00000000,57.68877,11.98034,14:57:09.626687,0.00327,0.00000,-0.00957,0.03914,-0.03382,0.01056,-0.00732,-0.01403,-0.04483,1.12447,0.09274,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.10676,0.00000000,0.00000000,57.68877,11.98034,14:57:09.636937,0.00312,0.00000,-0.01043,0.03866,-0.02954,0.01224,-0.00610,0.00769,-0.02824,1.09885,0.10299,0.00000,0.00000,0.00000,0.00000,0.00000,0.01584,-0.20803,2.77987,A,145709.40
0.14077,0.00000000,0.00000000,57.68877,11.98034,14:57:09.670960,0.02691,0.00000,-0.01142,0.03793,-0.02985,0.01392,-0.01053,0.07643,-0.03721,1.04511,0.11304,0.00000,0.00000,0.00000,0.00000,0.00000,0.13963,-0.21793,2.94667,A,145709.60
0.15019,0.00000000,0.00000000,57.68877,11.98034,14:57:09.680373,0.00325,0.00000,-0.01357,0.03495,-0.03367,0.00582,-0.01923,-0.01031,-0.05624,0.93483,0.14639,0.00000,0.00000,0.00000,0.00000,0.00000,0.13963,-0.21793,2.94667,A,145709.60
0.16127,0.00000000,0.00000000,57.68877,11.98034,14:57:09.691679,0.00394,0.00000,-0.01536,0.03419,-0.03168,0.00842,-0.01709,0.00335,-0.08449,0.94599,0.15749,0.00000,0.00000,0.00000,0.00000,0.00000,0.13963,-0.21793,2.94667,A,145709.60
