Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.06088,0.00000000,0.00000000,57.68798,11.98126,14:52:09.196818,0.06084,0.00000,0.00006,0.01520,-0.05797,-0.00079,-0.01448,-0.00055,0.06240,0.99168,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.07160,0.00000000,0.00000000,57.68798,11.98126,14:52:09.207890,0.00340,0.00000,-0.00247,0.01262,-0.04819,0.00150,-0.01249,-0.02287,0.06936,1.02486,0.06794,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.08174,0.00000000,0.00000000,57.68798,11.98126,14:52:09.217563,0.00314,0.00000,-0.00216,0.01214,-0.03750,0.00196,-0.01921,-0.00567,0.06606,1.02480,0.07811,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.09232,0.00000000,0.00000000,57.68798,11.98126,14:52:09.228159,0.00316,0.00000,-0.00217,0.01169,-0.04041,-0.00552,-0.01662,0.02098,0.04563,0.99204,0.08848,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.10284,0.00000000,0.00000000,57.68798,11.98126,14:52:09.238673,0.00339,0.00000,-0.00209,0.01132,-0.04193,-0.00659,-0.01707,0.00897,0.05191,0.97155,0.09920,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.11308,0.00000000,0.00000000,57.68798,11.98126,14:52:09.248910,0.00324,0.00000,-0.00176,0.01104,-0.04331,-0.01026,-0.01112,-0.05618,0.07027,0.99692,0.10944,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.12325,0.00000000,0.00000000,57.68798,11.98126,14:52:09.259075,0.00310,0.00000,-0.00127,0.01081,-0.03292,0.00532,-0.01417,-0.07723,0.07466,1.01101,0.11962,0.00000,0.00000,0.00000,0.00000,0.00000,0.02831,-0.15850,-0.29652,A,145209.10
0.14651,0.00000000,0.00000000,57.68798,11.98126,14:52:09.282340,0.01596,0.00000,-0.00079,0.01067,-0.03445,0.01525,-0.01341,-0.02623,0.07558,1.00034,0.13002,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
0.16119,0.00000000,0.00000000,57.68798,11.98126,14:52:09.297025,0.00488,0.00000,-0.00096,0.01056,-0.02483,0.00578,-0.01371,-0.03355,0.05508,1.02889,0.15754,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
0.17026,0.00000000,0.00000000,57.68798,11.98126,14:52:09.306086,0.00355,0.00000,-0.00057,0.01056,-0.02208,0.00776,-0.01478,-0.06893,0.06173,1.04670,0.16631,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
0.18053,0.00000000,0.00000000,57.68798,11.98126,14:52:09.316379,0.00342,0.00000,-0.00034,0.01056,-0.02269,0.01983,-0.01692,-0.04026,0.05228,1.03340,0.17638,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
0.19089,0.00000000,0.00000000,57.68798,11.98126,14:52:09.326713,0.00339,0.00000,-0.00007,0.01056,-0.01887,0.01692,-0.01646,0.03196,0.05319,1.01577,0.18725,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
0.20096,0.00000000,0.00000000,57.68798,11.98126,14:52:09.336794,0.00307,0.00000,0.00033,0.01056,-0.02315,-0.00232,-0.01356,0.04929,0.06277,0.99704,0.19733,0.00000,0.00000,0.00000,0.00000,0.00000,0.14539,-0.20803,-0.27799,A,145209.20
