Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04776,57.68798310,11.98128878,57.68798433,11.98128467,11:32:23.982192,0.04776,0.04770,0.00000,-0.00013,-0.04303,0.00240,-0.00183,-0.02538,0.04020,0.99204,0.00001,0.00000,0.00000,0.01450,0.24468,-0.13714,0.01374,2.44682,-1.37140,A,113223.80
0.06330,57.68798199,11.98129249,57.68798433,11.98128467,11:32:23.997651,0.06330,0.00701,0.00000,-0.00112,-0.02470,0.00576,-0.00519,-0.02257,0.04959,1.00131,0.05822,0.00000,-0.00015,0.01436,0.46490,-0.26057,0.01374,2.44682,-1.37140,A,113223.80
0.07146,57.68798099,11.98129582,57.68798433,11.98128467,11:32:24.005797,0.07146,0.00477,0.00000,-0.00103,-0.02103,0.00652,-0.00748,-0.02092,0.03654,0.99595,0.06618,0.00000,-0.00029,0.01421,0.66309,-0.37165,0.01374,2.44682,-1.37140,A,113223.80
0.08167,57.68798009,11.98129882,57.68798433,11.98128467,11:32:24.016010,0.08167,0.00459,0.00000,-0.00110,-0.02424,0.00362,-0.00503,-0.01952,0.03196,0.99290,0.07675,0.00000,-0.00043,0.01407,0.84146,-0.47163,0.01374,2.44682,-1.37140,A,113223.80
0.09182,57.68797928,11.98130152,57.68798433,11.98128467,11:32:24.026154,0.09182,0.00434,0.00000,-0.00110,-0.02455,0.00209,-0.00656,-0.01958,0.03666,0.98924,0.08716,0.00000,-0.00057,0.01393,1.00200,-0.56160,0.01374,2.44682,-1.37140,A,113223.80
0.10211,57.68797855,11.98130396,57.68798433,11.98128467,11:32:24.036445,0.10211,0.00441,0.00000,-0.00097,-0.01997,0.00408,-0.00839,-0.02147,0.04124,0.98954,0.09720,0.00000,-0.00071,0.01379,1.14648,-0.64258,0.01374,2.44682,-1.37140,A,113223.80
0.11243,57.68797790,11.98130614,57.68798433,11.98128467,11:32:24.046766,0.11243,0.00434,0.00000,-0.00081,-0.02119,0.00820,-0.01175,-0.02257,0.04490,0.99143,0.10778,0.00000,-0.00085,0.01365,1.27651,-0.71547,0.01374,2.44682,-1.37140,A,113223.80
0.14413,57.68797728,11.98130810,57.68798400,11.98128450,11:32:24.078464,0.14413,0.02564,0.00000,-0.00049,-0.01630,0.00835,-0.01466,-0.01995,0.05228,0.99369,0.11798,0.00000,-0.00099,0.01352,1.39255,-0.78477,0.14146,2.43692,-1.40847,A,113224.00
0.15719,57.68797671,11.98130985,57.68798400,11.98128450,11:32:24.091780,0.15719,0.00612,0.00000,-0.00078,-0.01599,0.00560,-0.01145,-0.00732,0.03776,1.00003,0.15247,0.00000,-0.00112,0.01338,1.49699,-0.84714,0.14146,2.43692,-1.40847,A,113224.00
0.16604,57.68797621,11.98131143,57.68798400,11.98128450,11:32:24.100382,0.16604,0.00443,0.00000,-0.00060,-0.01172,0.00163,-0.01252,-0.00683,0.03892,1.00186,0.16113,0.00000,-0.00125,0.01325,1.59098,-0.90327,0.14146,2.43692,-1.40847,A,113224.00
