Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04255,57.68800950,11.98127850,57.68801,11.98128,17:04:34.758653,0.04251,0.00000,-0.00120,0.03263,-0.06397,0.01143,-0.00550,0.00671,-0.01739,1.02315,0.00001,0.00000,0.88527,0.89496,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.05442,57.68801050,11.98128000,57.68801,11.98128,17:04:34.770488,0.00613,0.00000,-0.00508,0.03487,-0.06580,0.01433,0.00045,0.00232,-0.02989,0.96020,0.04806,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.06220,57.68801050,11.98128000,57.68801,11.98128,17:04:34.778275,0.00334,0.00000,-0.00631,0.03552,-0.05939,0.00563,-0.00077,0.01135,-0.02367,0.95111,0.05864,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.07206,57.68801050,11.98128000,57.68801,11.98128,17:04:34.788112,0.00296,0.00000,-0.00752,0.03623,-0.06213,0.00685,-0.00046,0.03032,-0.02434,0.94666,0.06851,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.08262,57.68801050,11.98128000,57.68801,11.98128,17:04:34.798677,0.00312,0.00000,-0.00892,0.03702,-0.06213,0.00151,-0.00199,0.03209,-0.03538,0.96301,0.07907,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.09304,57.68801050,11.98128000,57.68801,11.98128,17:04:34.809103,0.00314,0.00000,-0.01021,0.03778,-0.05358,-0.00033,-0.00092,-0.00043,-0.03825,1.00388,0.08926,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.10356,57.68801050,11.98128000,57.68801,11.98128,17:04:34.819620,0.00327,0.00000,-0.01160,0.03858,-0.05404,0.00624,-0.00169,0.00024,-0.04502,1.02651,0.10001,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.11380,57.68801050,11.98128000,57.68801,11.98128,17:04:34.829862,0.00312,0.00000,-0.01291,0.03931,-0.05954,0.00960,-0.00352,-0.01391,-0.04038,1.05975,0.11024,0.00000,0.88527,0.89563,0.08916,0.11119,0.01461,0.08916,0.11119,A,170434.60
0.13589,57.68801050,11.98128000,57.68801,11.98128,17:04:34.851958,0.01489,0.00000,-0.01402,0.04002,-0.05496,0.01235,-0.00001,0.04136,-0.02959,1.02090,0.12041,0.00000,0.88527,0.89563,0.08916,0.11119,0.13462,0.09906,0.16679,A,170434.70
0.15078,57.68801053,11.98128001,57.68801,11.98128,17:04:34.866864,0.00779,0.00000,-0.01558,0.04138,-0.04137,0.00762,-0.00031,0.02068,-0.03172,0.97258,0.14400,0.00000,0.92019,0.93248,0.08965,0.11397,0.13462,0.09906,0.16679,A,170434.70
