Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,FilteredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.05744,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.048798,0.05739,0.00000,1.50000,-0.00021,-0.01840,-0.00730,-0.00173,-0.02099,0.01665,0.02159,0.99290,0.00001,0.00000,0.01070,0.00000,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.07118,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.062539,0.00772,0.00000,0.00000,-0.00136,-0.01857,-0.01555,-0.00524,-0.01885,0.01379,0.02037,0.97899,0.06499,0.00000,0.01071,-0.00008,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.07923,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.070590,0.00537,0.00000,0.00000,-0.00151,-0.01859,-0.01754,-0.00096,-0.01381,-0.00232,0.02879,0.98118,0.07334,0.00000,0.01073,-0.00009,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.08947,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.080828,0.00504,0.00000,0.00000,-0.00165,-0.01859,-0.01631,0.00179,-0.01854,-0.00653,0.03099,0.98789,0.08389,0.00000,0.01074,-0.00007,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.09999,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.091342,0.00515,0.00000,0.00000,-0.00191,-0.01859,-0.01662,0.00392,-0.01488,0.00409,0.02361,0.99131,0.09412,0.00000,0.01075,-0.00006,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.11164,57.68785767,11.98134517,57.68785767,11.98134517,10:24:04.103007,0.00620,0.00000,0.00000,-0.00235,-0.01859,-0.02197,0.00316,-0.02038,0.01080,0.01610,0.98930,0.10568,0.00000,0.01076,-0.00005,0.00000,0.00000,0.01476,0.00000,0.00000,0.00000,0.00000,A,102403.90
0.16054,57.68785767,11.98134517,57.68785800,11.98134533,10:24:04.152293,0.04471,0.00000,1.50000,-0.00279,-0.01859,-0.02410,0.00408,-0.01793,0.00799,0.01440,0.98186,0.11510,0.00000,0.01077,-0.00004,0.00000,0.00000,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
0.17574,57.68785768,11.98134518,57.68785800,11.98134533,10:24:04.167116,0.00758,0.00000,0.00000,-0.00412,-0.01859,-0.02059,0.00637,-0.02251,0.01946,0.01379,1.02883,0.16979,0.00000,0.20722,0.19641,0.00050,0.00185,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
0.18387,57.68785770,11.98134518,57.68785800,11.98134533,10:24:04.175230,0.00516,0.00000,0.00000,-0.00450,-0.01859,-0.02426,0.00469,-0.02221,0.01934,0.01519,1.02071,0.17799,0.00000,0.37420,0.36339,0.00097,0.00361,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
0.19416,57.68785771,11.98134519,57.68785800,11.98134533,10:24:04.185519,0.00505,0.00000,0.00000,-0.00478,-0.01859,-0.02594,0.00545,-0.02206,0.00708,0.02580,0.99991,0.18859,0.00000,0.51614,0.50533,0.00141,0.00529,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
0.20466,57.68785773,11.98134520,57.68785800,11.98134533,10:24:04.196018,0.00510,0.00000,0.00000,-0.00500,-0.01859,-0.02517,0.00316,-0.02511,-0.00506,0.02800,0.97661,0.19882,0.00000,0.63679,0.62597,0.00184,0.00688,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
0.21535,57.68785774,11.98134520,57.68785800,11.98134533,10:24:04.206707,0.00538,0.00000,0.00000,-0.00521,-0.01859,-0.02135,0.00728,-0.02374,-0.00287,0.02617,0.95813,0.20946,0.00000,0.73934,0.72852,0.00224,0.00838,0.13212,0.00991,0.03706,1.30963,1.30963,A,102404.00
