Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,status,NMEA timestamp
0.29705,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.292023,0.00328,0.00000,-0.01816,0.02793,-0.02630,-0.00011,-0.00425,0.02123,-0.01452,1.02273,0.29358,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.30731,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.302270,0.00314,0.00000,-0.01882,0.02793,-0.03042,0.00004,-0.00654,0.03318,-0.02092,1.00918,0.30387,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.31773,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.312692,0.00317,0.00000,-0.01946,0.02793,-0.03195,-0.00760,-0.00287,0.01037,-0.01848,0.99796,0.31429,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.32778,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.322745,0.00299,0.00000,-0.01996,0.02793,-0.02966,-0.01111,-0.00333,-0.02037,-0.01220,1.00186,0.32434,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.33833,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.333287,0.00314,0.00000,-0.02045,0.02793,-0.02798,0.00157,-0.00471,-0.02330,-0.01183,1.00174,0.33490,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.34882,57.68783051,11.98134249,57.68783067,11.98134233,14:49:41.343793,0.00323,0.00000,-0.02113,0.02793,-0.03348,0.00172,-0.00318,0.00409,-0.02227,0.98899,0.34510,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.24997,-0.00991,0.01853,-1.06464,A,144941.10
0.38301,57.68783051,11.98134249,57.68783100,11.98134167,14:49:41.377985,0.02702,0.00000,-0.02182,0.02793,-0.02676,-0.00073,0.00278,0.02507,-0.02708,0.97996,0.35571,0.00000,-0.41924,-0.41094,-0.00050,0.00093,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.39726,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.392234,0.00723,0.00000,-0.02273,0.02793,-0.02431,-0.00149,0.00064,-0.02385,-0.00415,1.02376,0.39148,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.40353,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.398492,0.00296,0.00000,-0.02324,0.02793,-0.02981,0.00050,-0.00379,0.01019,-0.01909,1.01431,0.40010,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.41412,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.409089,0.00316,0.00000,-0.02389,0.02793,-0.02492,0.00905,-0.00532,0.02855,-0.02843,0.99033,0.41069,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.42451,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.419487,0.00315,0.00000,-0.02456,0.02793,-0.02920,-0.00057,-0.00959,0.01586,-0.02714,0.97771,0.42086,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.43492,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.429896,0.00317,0.00000,-0.02512,0.02793,-0.02752,-0.00057,-0.00944,-0.01263,-0.02147,0.98265,0.43149,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.44530,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.440268,0.00314,0.00000,-0.02565,0.02793,-0.02920,-0.00042,-0.01082,-0.01293,-0.01940,0.98430,0.44186,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.45563,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.450587,0.00296,0.00000,-0.02620,0.02793,-0.02553,0.00401,-0.00623,0.00024,-0.02348,0.98972,0.45220,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.46619,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.461162,0.00312,0.00000,-0.02679,0.02793,-0.02172,-0.00011,-0.00700,0.02050,-0.02916,0.99650,0.46277,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.47672,57.68783053,11.98134245,57.68783100,11.98134167,14:49:41.471704,0.00326,0.00000,-0.02726,0.02793,-0.01820,-0.00179,-0.00410,0.03623,-0.02532,1.00180,0.47296,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.38171,-0.04953,0.05560,-1.09603,A,144941.30
0.49961,57.68783053,11.98134245,57.68783133,11.98134133,14:49:41.494583,0.01575,0.00000,-0.02762,0.02793,-0.01759,-0.00439,-0.00074,-0.01031,-0.01787,1.01846,0.48359,0.00000,-0.52200,-0.51371,-0.00295,0.00366,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.51540,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.510431,0.00881,0.00000,-0.02823,0.02793,-0.01118,-0.00271,0.00201,-0.00476,-0.02940,0.99869,0.50826,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.52002,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.515217,0.00297,0.00000,-0.02874,0.02793,-0.00965,-0.00470,0.00721,0.02300,-0.03581,0.99149,0.51658,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.53108,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.526050,0.00363,0.00000,-0.02912,0.02793,-0.01118,-0.00974,0.00308,0.00189,-0.02446,1.00077,0.52764,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.54118,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.536156,0.00334,0.00000,-0.02941,0.02793,-0.00812,-0.00974,-0.00272,-0.03093,-0.02251,1.00882,0.53756,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.55141,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.546372,0.00299,0.00000,-0.02971,0.02793,-0.01011,-0.00683,-0.00425,-0.04727,-0.02202,1.01608,0.54798,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.56217,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.557148,0.00334,0.00000,-0.03018,0.02793,-0.00889,0.00187,-0.00746,-0.01543,-0.03385,1.00546,0.55857,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.57204,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.567223,0.00300,0.00000,-0.03058,0.02793,-0.01484,0.00004,-0.00730,-0.00213,-0.02593,0.99027,0.56861,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.58471,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.579691,0.00526,0.00000,-0.03086,0.02793,-0.00797,-0.00363,-0.00639,0.00390,-0.02135,0.99223,0.58104,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.59299,57.68783057,11.98134239,57.68783133,11.98134133,14:49:41.587960,0.00315,0.00000,-0.03099,0.02793,-0.00446,-0.00378,-0.00440,-0.01061,-0.01598,0.99869,0.58955,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.49835,-0.06934,0.09266,-1.06405,A,144941.40
0.61609,57.68783057,11.98134239,57.68783183,11.98134117,14:49:41.611402,0.01566,0.00000,-0.03123,0.02793,-0.00370,-0.00241,-0.00257,-0.03678,-0.02379,1.00705,0.59995,0.00000,-0.60455,-0.59626,-0.00627,0.00811,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.63192,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.627123,0.00783,0.00000,-0.03146,0.02793,0.00287,0.00019,-0.00028,0.00018,-0.03007,0.99839,0.62579,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.63766,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.632626,0.00316,0.00000,-0.03170,0.02793,0.00211,-0.00317,0.00049,0.01470,-0.02757,0.99229,0.63422,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.64774,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.642707,0.00300,0.00000,-0.03182,0.02793,0.00562,-0.00302,0.00003,-0.00384,-0.02172,0.98875,0.64431,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.65829,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.653264,0.00315,0.00000,-0.03172,0.02793,0.00302,-0.00088,-0.00333,-0.02702,-0.00665,0.99589,0.65486,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.66886,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.663830,0.00332,0.00000,-0.03183,0.02793,0.00699,0.00034,-0.00196,-0.02538,-0.02245,0.99589,0.66520,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.67907,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.674036,0.00314,0.00000,-0.03192,0.02793,0.00638,0.00477,-0.00119,0.00122,-0.02111,0.99040,0.67566,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.68949,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.684458,0.00316,0.00000,-0.03208,0.02793,0.00623,0.00065,-0.00669,0.01049,-0.02580,0.99674,0.68605,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.69965,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.694617,0.00298,0.00000,-0.03218,0.02793,0.00699,0.00141,-0.00303,0.00701,-0.02239,1.00418,0.69623,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.71020,57.68783064,11.98134233,57.68783183,11.98134117,14:49:41.705168,0.00313,0.00000,-0.03221,0.02793,0.00593,-0.00332,-0.00165,-0.01305,-0.01763,1.02639,0.70677,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.61480,-0.07925,0.14826,-1.03135,A,144941.50
0.73384,57.68783064,11.98134233,57.68783200,11.98134067,14:49:41.728814,0.01638,0.00000,-0.03232,0.02793,0.00806,-0.00668,-0.00578,-0.02977,-0.02501,1.03865,0.71698,0.00000,-0.66982,-0.66152,-0.00992,0.01512,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.74510,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.740075,0.00571,0.00000,-0.03236,0.02793,0.01020,0.00324,-0.00074,0.00384,-0.02836,0.98259,0.73942,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.75386,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.749207,0.00407,0.00000,-0.03253,0.02793,0.00654,0.00630,-0.00379,-0.01055,-0.02617,0.95648,0.75037,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.76340,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.758376,0.00338,0.00000,-0.03253,0.02793,0.00822,0.00416,-0.00089,-0.04191,-0.01647,0.97405,0.75995,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.77351,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.768475,0.00308,0.00000,-0.03250,0.02793,0.00531,0.01256,-0.00104,-0.04154,-0.01226,0.98082,0.77006,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.78366,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.778617,0.00298,0.00000,-0.03239,0.02793,0.01112,0.01516,-0.00287,0.00110,-0.01171,0.98558,0.78023,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.79422,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.789189,0.00315,0.00000,-0.03239,0.02793,0.00806,0.00660,-0.00471,0.03703,-0.01665,0.99729,0.79079,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.80462,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.799595,0.00314,0.00000,-0.03245,0.02793,0.00760,0.00019,-0.00746,0.00787,-0.02141,1.02968,0.80098,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.81505,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.810014,0.00317,0.00000,-0.03258,0.02793,0.01005,0.00523,-0.01188,-0.01616,-0.02794,1.03596,0.81162,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.82542,57.68783070,11.98134225,57.68783200,11.98134067,14:49:41.820385,0.00314,0.00000,-0.03285,0.02793,0.01096,0.00966,-0.00914,-0.02275,-0.03825,1.04011,0.82198,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.73253,-0.10897,0.16679,-1.09543,A,144941.60
0.84859,57.68783070,11.98134225,57.68783267,11.98134033,14:49:41.843564,0.01592,0.00000,-0.03305,0.02793,0.00577,0.00767,-0.00990,-0.00494,-0.02940,1.00375,0.83221,0.00000,-0.73490,-0.72661,-0.01487,0.02270,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.86215,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.857120,0.00760,0.00000,-0.03295,0.02793,0.00577,-0.00302,-0.00425,-0.00677,-0.01372,0.94696,0.85624,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.86794,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.863104,0.00316,0.00000,-0.03285,0.02793,0.00944,0.00279,0.00079,-0.04215,-0.01019,0.97240,0.86450,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.87832,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.873288,0.00315,0.00000,-0.03277,0.02793,0.01585,0.00431,-0.00654,-0.04532,-0.01647,0.98436,0.87488,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.88873,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.883704,0.00316,0.00000,-0.03291,0.02793,0.01417,0.00554,-0.00593,-0.00671,-0.03044,0.99387,0.88509,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.89912,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.894079,0.00315,0.00000,-0.03294,0.02793,0.01005,0.01058,-0.00959,0.02050,-0.02147,1.01626,0.89569,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.90949,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.904451,0.00306,0.00000,-0.03275,0.02793,0.00883,-0.00118,-0.01112,-0.00287,-0.00537,1.04389,0.90604,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.91965,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.914610,0.00297,0.00000,-0.03260,0.02793,0.01203,0.00172,-0.01295,-0.02416,-0.00988,1.04584,0.91622,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.93022,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.925191,0.00315,0.00000,-0.03264,0.02793,0.01845,0.00691,-0.01341,-0.02983,-0.02849,1.03279,0.92679,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.94063,57.68783080,11.98134215,57.68783267,11.98134033,14:49:41.935609,0.00316,0.00000,-0.03295,0.02793,0.01280,0.00340,-0.01219,-0.02416,-0.04075,1.00668,0.93698,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.84720,-0.12878,0.24092,-1.02939,A,144941.70
0.97531,57.68783080,11.98134215,57.68783350,11.98133933,14:49:41.970285,0.02745,0.00000,-0.03301,0.02793,0.01845,0.00050,-0.00944,0.00189,-0.02775,0.96807,0.94760,0.00000,-0.78032,-0.77203,-0.02056,0.03361,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
0.98645,57.68783094,11.98134201,57.68783350,11.98133933,14:49:41.981419,0.00530,0.00000,-0.03235,0.02793,0.02761,0.01241,-0.00394,-0.03392,-0.02763,0.97942,0.98078,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
0.99471,57.68783094,11.98134201,57.68783350,11.98133933,14:49:41.989680,0.00316,0.00000,-0.03238,0.02793,0.03051,0.01577,-0.00165,0.00116,-0.03410,0.98240,0.99128,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.00512,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.000090,0.00317,0.00000,-0.03237,0.02793,0.03479,0.00981,-0.00043,0.01549,-0.03416,0.99997,1.00168,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.01565,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.010612,0.00300,0.00000,-0.03191,0.02793,0.02960,0.00218,-0.00578,0.00836,-0.00092,1.02852,1.01221,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.02617,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.021127,0.00313,0.00000,-0.03143,0.02793,0.03968,-0.00332,-0.00929,0.00006,-0.00683,1.04164,1.02274,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.03659,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.031569,0.00316,0.00000,-0.03102,0.02793,0.04044,-0.00439,-0.00914,-0.01598,-0.01061,1.02614,1.03294,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.04702,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.041983,0.00319,0.00000,-0.03101,0.02793,0.04013,0.00157,-0.01188,-0.01043,-0.03715,1.00796,1.04358,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.05887,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.054417,0.00464,0.00000,-0.03080,0.02793,0.04670,-0.00454,-0.00700,0.00159,-0.03038,0.96752,1.05507,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.06764,57.68783094,11.98134201,57.68783350,11.98133933,14:49:42.062602,0.00297,0.00000,-0.03060,0.02793,0.04533,-0.00546,-0.00348,-0.02898,-0.02342,0.98972,1.06421,0.00000,-0.82650,-0.81821,-0.02895,0.04861,0.97400,-0.18822,0.33358,-1.07991,A,144941.90
1.09097,57.68783094,11.98134201,57.68783400,11.98133917,14:49:42.085943,0.01590,0.00000,-0.02990,0.02793,0.04975,-0.00607,-0.00272,-0.04319,0.00232,1.00491,1.07492,0.00000,-0.82650,-0.81821,-0.02895,0.04861,1.08968,-0.19812,0.38918,-1.03135,A,144942.00
