Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.05594,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.823674,0.05590,0.00000,-0.00063,-0.00543,0.00714,-0.00287,-0.00387,-0.00885,-0.02611,1.00894,0.00001,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.07386,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.840619,0.00587,0.00000,-0.00020,-0.00543,0.01676,0.00140,-0.00311,-0.00024,-0.02556,1.00034,0.06772,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.08171,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.848466,0.00325,0.00000,-0.00073,-0.00543,0.02073,-0.00043,-0.00158,0.01251,-0.02861,0.99845,0.07829,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.09198,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.858735,0.00313,0.00000,-0.00114,-0.00543,0.02439,-0.00364,-0.00113,0.00171,-0.02324,0.99900,0.08856,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.10252,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.869273,0.00310,0.00000,-0.00166,-0.00543,0.03050,-0.00043,0.00117,-0.01787,-0.03630,1.00461,0.09911,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.11311,57.68785800,11.98133917,57.68785800,11.98133917,16:14:05.879871,0.00330,0.00000,-0.00210,-0.00543,0.03081,0.00201,-0.00281,-0.02690,-0.03117,0.99991,0.10971,0.00000,0.00161,0.00000,0.00000,0.00000,0.01900,0.00000,0.00000,0.00000,0.00000,A,161405.70
0.13874,57.68785800,11.98133917,57.68785850,11.98133900,16:14:05.906461,0.01871,0.00000,-0.00256,-0.00543,0.02943,0.00201,-0.00051,-0.00665,-0.03087,0.99107,0.11961,0.00000,0.00161,0.00000,0.00000,0.00000,0.13548,-0.00991,0.05560,1.74712,1.74712,A,161405.80
0.15177,57.68785803,11.98133916,57.68785850,11.98133900,16:14:05.918573,0.00710,0.00000,-0.00240,-0.00543,0.03004,-0.00623,-0.00067,-0.01726,-0.02214,0.99015,0.14575,0.00000,0.26368,0.26207,-0.00050,0.00278,0.13548,-0.00991,0.05560,1.74712,1.74712,A,161405.80
0.15857,57.68785803,11.98133916,57.68785850,11.98133900,16:14:05.925351,0.00350,0.00000,-0.00267,-0.00543,0.03325,-0.00257,-0.00082,-0.03044,-0.02001,1.00369,0.15516,0.00000,0.26368,0.26207,-0.00050,0.00278,0.13548,-0.00991,0.05560,1.74712,1.74712,A,161405.80
0.16847,57.68785803,11.98133916,57.68785850,11.98133900,16:14:05.935247,0.00301,0.00000,-0.00302,-0.00543,0.03692,0.00232,-0.00128,-0.01080,-0.02885,1.01187,0.16506,0.00000,0.26368,0.26207,-0.00050,0.00278,0.13548,-0.00991,0.05560,1.74712,1.74712,A,161405.80
