Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.04434,57.68802000,11.98134017,57.68802,11.98134,15:48:36.293183,0.04430,0.00000,0.00064,0.07831,0.09759,-0.00398,0.04567,-0.01006,-0.00018,1.00894,0.00001,0.00000,1.00548,1.02877,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.05612,57.68803317,11.98135500,57.68802,11.98134,15:48:36.304926,0.00579,0.00000,0.00636,0.06031,0.10599,-0.01940,0.06308,-0.02562,0.05575,0.98369,0.04979,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.06449,57.68803317,11.98135500,57.68802,11.98134,15:48:36.313279,0.00377,0.00000,0.00692,0.05593,0.10553,-0.01237,0.05987,-0.06551,-0.01269,1.01748,0.06088,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.07446,57.68803317,11.98135500,57.68802,11.98134,15:48:36.323252,0.00349,0.00000,0.00662,0.05202,0.10171,-0.01024,0.05666,-0.07692,-0.06130,1.04633,0.07084,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.08452,57.68803317,11.98135500,57.68802,11.98134,15:48:36.333303,0.00315,0.00000,0.00669,0.04823,0.08659,0.00397,0.04597,-0.09498,-0.02635,1.07537,0.08092,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.09523,57.68803317,11.98135500,57.68802,11.98134,15:48:36.344022,0.00323,0.00000,0.00783,0.04472,0.08751,0.00901,0.04353,0.02470,0.04319,1.02388,0.09163,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.10521,57.68803317,11.98135500,57.68802,11.98134,15:48:36.353994,0.00298,0.00000,0.00929,0.04160,0.08674,-0.00856,0.04215,0.01677,0.07058,1.01809,0.10161,0.00000,1.00548,1.02340,0.88165,1.46407,0.01523,0.88165,1.46407,A,154836.20
0.12911,57.68803317,11.98135500,57.68802,11.98134,15:48:36.377912,0.01649,0.00000,0.01046,0.03866,0.09270,-0.02444,0.04246,0.03044,0.04240,0.95910,0.11217,0.00000,1.00548,1.02340,0.88165,1.46407,0.12716,0.85193,1.51966,A,154836.30
0.14023,57.68803337,11.98135480,57.68802,11.98134,15:48:36.389025,0.00527,0.00000,0.01225,0.03286,0.08919,-0.02917,0.03803,-0.11450,0.01903,0.93202,0.13442,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.14851,57.68803337,11.98135480,57.68802,11.98134,15:48:36.397299,0.00317,0.00000,0.01286,0.02966,0.08292,-0.01650,0.03880,-0.12212,0.01574,0.94233,0.14491,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.15883,57.68803337,11.98135480,57.68802,11.98134,15:48:36.407618,0.00309,0.00000,0.01396,0.02595,0.08583,0.01084,0.03314,-0.07070,0.04740,0.96288,0.15524,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.16932,57.68803337,11.98135480,57.68802,11.98134,15:48:36.419000,0.00328,0.00000,0.01438,0.02165,0.08048,0.01282,0.02810,0.01476,0.00903,0.98003,0.16541,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.18020,57.68803337,11.98135480,57.68802,11.98134,15:48:36.428988,0.00391,0.00000,0.01520,0.01664,0.08384,0.00855,0.02581,-0.01452,0.03068,1.06591,0.17659,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.18994,57.68803337,11.98135480,57.68802,11.98134,15:48:36.438752,0.00326,0.00000,0.01568,0.01220,0.08354,0.00198,0.02459,0.01757,0.01757,1.06994,0.18601,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.20038,57.68803337,11.98135480,57.68802,11.98134,15:48:36.449165,0.00331,0.00000,0.01615,0.00722,0.08628,-0.01222,0.02352,-0.02757,0.00787,1.10068,0.19678,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
0.21060,57.68803337,11.98135480,57.68802,11.98134,15:48:36.459391,0.00314,0.00000,0.01664,0.00263,0.08690,-0.01787,0.02230,0.04087,0.01171,1.03413,0.20699,0.00000,1.10931,1.11906,0.86976,1.48631,0.12716,0.85193,1.51966,A,154836.30
