Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,status,NMEA timestamp
0.05218,57.68801313,11.98126582,57.68801067,11.98126533,11:20:56.909072,0.05218,0.05204,0.00000,-0.00096,-0.00667,0.00954,0.00038,-0.00018,-0.03855,0.99711,0.00001,0.00000,0.03142,0.02774,0.02873,0.27428,0.01715,0.28728,2.74281,A,112056.80
0.06493,57.68801535,11.98126625,57.68801067,11.98126533,11:20:56.921039,0.06493,0.00558,0.00000,-0.00174,0.00325,0.00908,0.00908,-0.01263,-0.04441,0.99241,0.05999,0.00000,0.06255,0.06007,0.05458,0.52113,0.01715,0.28728,2.74281,A,112056.80
0.07419,57.68801735,11.98126664,57.68801067,11.98126533,11:20:56.930288,0.07419,0.00444,0.00000,-0.00262,0.00463,0.01198,0.01061,-0.00409,-0.04136,0.98613,0.06963,0.00000,0.09337,0.09113,0.07785,0.74330,0.01715,0.28728,2.74281,A,112056.80
0.08446,57.68801915,11.98126700,57.68801067,11.98126533,11:20:56.940558,0.08446,0.00448,0.00000,-0.00340,0.00234,0.00878,0.00908,0.01232,-0.03495,0.98003,0.07961,0.00000,0.12387,0.12186,0.09880,0.94325,0.01715,0.28728,2.74281,A,112056.80
0.09471,57.68802077,11.98126731,57.68801067,11.98126533,11:20:56.950808,0.09471,0.00433,0.00000,-0.00406,0.00890,0.00572,0.01367,0.01970,-0.03202,0.98417,0.09016,0.00000,0.15407,0.15227,0.11764,1.12321,0.01715,0.28728,2.74281,A,112056.80
0.10520,57.68802222,11.98126760,57.68801067,11.98126533,11:20:56.961304,0.10520,0.00443,0.00000,-0.00485,0.00814,-0.00115,0.01321,0.01696,-0.04111,1.00034,0.10037,0.00000,0.18396,0.18238,0.13461,1.28517,0.01715,0.28728,2.74281,A,112056.80
0.11595,57.68802354,11.98126785,57.68801067,11.98126533,11:20:56.972060,0.11595,0.00478,0.00000,-0.00573,0.00692,0.00099,0.01015,-0.00677,-0.04788,1.01839,0.11111,0.00000,0.21356,0.21219,0.14987,1.43093,0.01715,0.28728,2.74281,A,112056.80
0.13788,57.68802475,11.98126807,57.68801100,11.98126517,11:20:56.993990,0.13788,0.01632,0.00000,-0.00664,0.00707,0.00832,0.00679,-0.01385,-0.05148,1.01589,0.12136,0.00000,0.24285,0.24168,0.16262,1.56583,0.13504,0.27737,2.77987,A,112056.90
0.15082,57.68802584,11.98126826,57.68801100,11.98126517,11:20:57.006919,0.15082,0.00604,0.00000,-0.00752,0.00173,0.00801,0.00618,0.01257,-0.04593,0.98240,0.14623,0.00000,0.27185,0.27106,0.17410,1.68723,0.13504,0.27737,2.77987,A,112056.90
0.15984,57.68802682,11.98126844,57.68801100,11.98126517,11:20:57.015954,0.15984,0.00466,0.00000,-0.00831,0.00234,-0.00085,0.00511,0.00720,-0.03977,0.98430,0.15502,0.00000,0.30056,0.29984,0.18443,1.79649,0.13504,0.27737,2.77987,A,112056.90
0.16991,57.68802771,11.98126859,57.68801100,11.98126517,11:20:57.026014,0.16991,0.00435,0.00000,-0.00901,0.00677,-0.00039,0.00404,-0.00378,-0.03837,0.98637,0.16535,0.00000,0.32897,0.32831,0.19372,1.89483,0.13504,0.27737,2.77987,A,112056.90
0.18052,57.68802850,11.98126873,57.68801100,11.98126517,11:20:57.036630,0.18052,0.00461,0.00000,-0.00981,0.00600,-0.00253,0.00725,-0.01342,-0.04477,0.98948,0.17552,0.00000,0.35711,0.35645,0.20209,1.98334,0.13504,0.27737,2.77987,A,112056.90
0.19065,57.68802922,11.98126886,57.68801100,11.98126517,11:20:57.046754,0.19065,0.00435,0.00000,-0.01069,0.00509,-0.00451,0.00771,-0.01000,-0.05094,0.99997,0.18609,0.00000,0.38496,0.38430,0.20961,2.06299,0.13504,0.27737,2.77987,A,112056.90
0.20112,57.68802986,11.98126897,57.68801100,11.98126517,11:20:57.057221,0.20112,0.00443,0.00000,-0.01159,0.00631,-0.00451,0.00527,-0.00952,-0.05484,1.01315,0.19629,0.00000,0.41253,0.41187,0.21639,2.13468,0.13504,0.27737,2.77987,A,112056.90
0.21132,57.68803044,11.98126908,57.68801100,11.98126517,11:20:57.067679,0.21132,0.00439,0.00000,-0.01242,-0.00072,-0.00543,0.00465,-0.01739,-0.04575,1.01559,0.20677,0.00000,0.43983,0.43917,0.22249,2.19920,0.13504,0.27737,2.77987,A,112056.90
0.22171,57.68803097,11.98126917,57.68801100,11.98126517,11:20:57.077805,0.22171,0.00438,0.00000,-0.01312,-0.00041,-0.00268,0.00297,-0.02757,-0.03794,1.00845,0.21692,0.00000,0.46685,0.46620,0.22798,2.25727,0.13504,0.27737,2.77987,A,112056.90
0.23245,57.68803144,11.98126925,57.68801100,11.98126517,11:20:57.088554,0.23245,0.00448,0.00000,-0.01380,-0.00255,-0.00115,-0.00038,-0.03404,-0.03630,1.00040,0.22761,0.00000,0.49361,0.49295,0.23292,2.30953,0.13504,0.27737,2.77987,A,112056.90
0.25440,57.68803188,11.98126934,57.68801117,11.98126533,11:20:57.110504,0.25440,0.01603,0.00000,-0.01454,-0.00255,-0.00237,-0.00283,-0.02257,-0.03928,0.98289,0.23816,0.00000,0.52009,0.51944,0.23835,2.35841,0.25169,0.28728,2.79841,A,112057.00
0.26926,57.68803227,11.98126943,57.68801117,11.98126533,11:20:57.125366,0.26926,0.00617,0.00000,-0.01557,-0.00301,-0.00650,-0.00268,-0.01824,-0.05484,0.95886,0.26440,0.00000,0.54631,0.54566,0.24325,2.40241,0.25169,0.28728,2.79841,A,112057.00
0.27786,57.68803263,11.98126950,57.68801117,11.98126533,11:20:57.133962,0.27786,0.00438,0.00000,-0.01640,0.00264,-0.00802,-0.00405,-0.02898,-0.04990,0.97112,0.27327,0.00000,0.57227,0.57162,0.24765,2.44201,0.25169,0.28728,2.79841,A,112057.00
0.28834,57.68803295,11.98126957,57.68801117,11.98126533,11:20:57.144445,0.28834,0.00443,0.00000,-0.01727,-0.00285,-0.00726,-0.00405,-0.04142,-0.05155,1.00168,0.28351,0.00000,0.59797,0.59732,0.25161,2.47765,0.25169,0.28728,2.79841,A,112057.00
0.29863,57.68803324,11.98126963,57.68801117,11.98126533,11:20:57.154727,0.29863,0.00433,0.00000,-0.01807,0.00234,-0.00008,-0.00176,-0.02483,-0.05283,1.02889,0.29408,0.00000,0.62342,0.62276,0.25518,2.50973,0.25169,0.28728,2.79841,A,112057.00
0.30934,57.68803350,11.98126968,57.68801117,11.98126533,11:20:57.165444,0.30934,0.00465,0.00000,-0.01876,0.00295,0.00099,0.00420,-0.01330,-0.04685,1.04218,0.30429,0.00000,0.64860,0.64795,0.25839,2.53860,0.25169,0.28728,2.79841,A,112057.00
0.32061,57.68803373,11.98126973,57.68801117,11.98126533,11:20:57.176724,0.32061,0.00553,0.00000,-0.01941,-0.00148,0.00282,0.00252,0.00092,-0.04087,1.03133,0.31571,0.00000,0.67354,0.67288,0.26128,2.56458,0.25169,0.28728,2.79841,A,112057.00
0.33009,57.68803394,11.98126977,57.68801117,11.98126533,11:20:57.186195,0.33009,0.00461,0.00000,-0.01994,0.00280,-0.00268,0.00450,-0.00098,-0.03569,1.00449,0.32549,0.00000,0.69823,0.69757,0.26388,2.58796,0.25169,0.28728,2.79841,A,112057.00
0.34035,57.68803413,11.98126981,57.68801117,11.98126533,11:20:57.196456,0.34035,0.00445,0.00000,-0.02044,-0.00347,-0.00222,0.00313,-0.02538,-0.02977,0.98832,0.33551,0.00000,0.72267,0.72201,0.26622,2.60900,0.25169,0.28728,2.79841,A,112057.00
0.35068,57.68803430,11.98126985,57.68801117,11.98126533,11:20:57.206775,0.35068,0.00438,0.00000,-0.02082,-0.00331,-0.01184,0.00053,-0.04843,-0.02233,0.98954,0.34610,0.00000,0.74686,0.74619,0.26832,2.62794,0.25169,0.28728,2.79841,A,112057.00
0.37280,57.68803449,11.98126986,57.68801150,11.98126517,11:20:57.228907,0.37280,0.01611,0.00000,-0.02134,-0.00148,-0.00283,-0.00436,-0.03135,-0.03294,0.98003,0.35629,0.00000,0.77082,0.77010,0.26923,2.64870,0.36993,0.27737,2.83547,A,112057.10
0.38456,57.68803465,11.98126988,57.68801150,11.98126517,11:20:57.240679,0.38456,0.00593,0.00000,-0.02268,-0.01003,0.00160,-0.01199,-0.03117,-0.07302,0.97155,0.37847,0.00000,0.79453,0.79350,0.27004,2.66737,0.36993,0.27737,2.83547,A,112057.10
0.39344,57.68803481,11.98126989,57.68801150,11.98126517,11:20:57.249537,0.39344,0.00441,0.00000,-0.02344,-0.01324,-0.00359,-0.01199,-0.04307,-0.04264,0.97813,0.38863,0.00000,0.81801,0.81672,0.27078,2.68418,0.36993,0.27737,2.83547,A,112057.10
0.40414,57.68803494,11.98126990,57.68801150,11.98126517,11:20:57.260256,0.40414,0.00472,0.00000,-0.02380,-0.01354,0.00007,-0.01016,-0.03678,-0.01684,0.98789,0.39919,0.00000,0.84126,0.83963,0.27144,2.69931,0.36993,0.27737,2.83547,A,112057.10
0.41418,57.68803506,11.98126991,57.68801150,11.98126517,11:20:57.270281,0.41418,0.00436,0.00000,-0.02419,-0.01309,-0.00176,-0.00970,-0.03318,-0.01952,1.01101,0.40961,0.00000,0.86428,0.86229,0.27203,2.71293,0.36993,0.27737,2.83547,A,112057.10
0.42460,57.68803517,11.98126992,57.68801150,11.98126517,11:20:57.280701,0.42460,0.00450,0.00000,-0.02473,-0.00423,-0.00146,-0.00894,-0.03892,-0.03776,1.03840,0.41974,0.00000,0.88707,0.88469,0.27256,2.72518,0.36993,0.27737,2.83547,A,112057.10
0.43484,57.68803527,11.98126993,57.68801150,11.98126517,11:20:57.290940,0.43484,0.00435,0.00000,-0.02534,-0.00392,0.00236,-0.00802,-0.02178,-0.04447,1.05390,0.43029,0.00000,0.90964,0.90683,0.27304,2.73621,0.36993,0.27737,2.83547,A,112057.10
0.44532,57.68803536,11.98126993,57.68801150,11.98126517,11:20:57.301419,0.44532,0.00443,0.00000,-0.02625,-0.00453,0.00389,-0.00772,-0.02879,-0.06435,1.04719,0.44049,0.00000,0.93199,0.92877,0.27348,2.74614,0.36993,0.27737,2.83547,A,112057.10
0.45587,57.68803544,11.98126994,57.68801150,11.98126517,11:20:57.311979,0.45587,0.00459,0.00000,-0.02702,-0.00866,0.00740,-0.00573,-0.03508,-0.05173,1.01278,0.45106,0.00000,0.95412,0.95047,0.27387,2.75507,0.36993,0.27737,2.83547,A,112057.10
0.46611,57.68803552,11.98126995,57.68801150,11.98126517,11:20:57.322225,0.46611,0.00444,0.00000,-0.02767,-0.01003,0.00343,-0.00878,-0.02965,-0.04093,0.96715,0.46154,0.00000,0.97603,0.97200,0.27422,2.76311,0.36993,0.27737,2.83547,A,112057.10
0.48839,57.68803560,11.98126994,57.68801167,11.98126500,11:20:57.344675,0.48839,0.01648,0.00000,-0.02832,-0.00744,-0.00085,-0.00665,-0.03630,-0.04319,0.95252,0.47154,0.00000,0.99773,0.99333,0.27354,2.77220,0.48500,0.26747,2.85400,A,112057.20
0.50617,57.68803567,11.98126993,57.68801167,11.98126500,11:20:57.362279,0.50617,0.00650,0.00000,-0.02902,-0.00408,0.00175,-0.00863,-0.05252,-0.04538,0.99930,0.50156,0.00000,1.01921,1.01401,0.27293,2.78038,0.48500,0.26747,2.85400,A,112057.20
0.51633,57.68803574,11.98126992,57.68801167,11.98126500,11:20:57.372444,0.51633,0.00662,0.00000,-0.02982,-0.00866,0.00435,-0.01169,-0.06698,-0.05716,1.00699,0.50953,0.00000,1.04048,1.03512,0.27239,2.78774,0.48500,0.26747,2.85400,A,112057.20
0.52441,57.68803580,11.98126991,57.68801167,11.98126500,11:20:57.380519,0.52441,0.00447,0.00000,-0.03046,-0.01339,0.00786,-0.01016,-0.07357,-0.04349,1.01486,0.51957,0.00000,1.06155,1.05599,0.27190,2.79437,0.48500,0.26747,2.85400,A,112057.20
0.53467,57.68803585,11.98126990,57.68801167,11.98126500,11:20:57.390773,0.53467,0.00433,0.00000,-0.03093,-0.01461,0.01382,-0.01214,-0.05954,-0.03093,1.01150,0.53011,0.00000,1.08241,1.07668,0.27145,2.80033,0.48500,0.26747,2.85400,A,112057.20
0.54515,57.68803590,11.98126989,57.68801167,11.98126500,11:20:57.401257,0.54515,0.00442,0.00000,-0.03109,-0.01202,0.01122,-0.00924,-0.03294,-0.01293,0.99997,0.54033,0.00000,1.10305,1.09718,0.27105,2.80570,0.48500,0.26747,2.85400,A,112057.20
0.55759,57.68803594,11.98126989,57.68801167,11.98126500,11:20:57.413702,0.55759,0.00619,0.00000,-0.03128,-0.01110,0.00526,-0.01092,-0.03605,-0.01385,1.00510,0.55234,0.00000,1.12350,1.11750,0.27070,2.81053,0.48500,0.26747,2.85400,A,112057.20
0.56615,57.68803598,11.98126988,57.68801167,11.98126500,11:20:57.422250,0.56615,0.00436,0.00000,-0.03155,-0.00866,0.00557,-0.01245,-0.04697,-0.02348,1.01553,0.56159,0.00000,1.14374,1.13766,0.27037,2.81488,0.48500,0.26747,2.85400,A,112057.20
0.57655,57.68803602,11.98126988,57.68801167,11.98126500,11:20:57.432652,0.57655,0.00451,0.00000,-0.03225,-0.01034,0.00175,-0.01321,-0.06594,-0.05100,1.01339,0.57168,0.00000,1.16378,1.15760,0.27008,2.81879,0.48500,0.26747,2.85400,A,112057.20
0.58678,57.68803605,11.98126987,57.68801167,11.98126500,11:20:57.442873,0.58678,0.00434,0.00000,-0.03327,-0.01400,0.00404,-0.00955,-0.05685,-0.06893,0.99643,0.58222,0.00000,1.18362,1.17736,0.26982,2.82231,0.48500,0.26747,2.85400,A,112057.20
0.61945,57.68803616,11.98126984,57.68801250,11.98126467,11:20:57.475702,0.61945,0.02662,0.00000,-0.03407,-0.01354,0.00572,-0.01092,-0.05081,-0.05581,0.97874,0.59242,0.00000,1.20326,1.19697,0.26760,2.83475,0.61676,0.24765,2.94667,A,112057.40
0.63779,57.68803626,11.98126980,57.68801250,11.98126467,11:20:57.493896,0.63779,0.00674,0.00000,-0.03481,-0.01675,0.00374,0.00023,-0.06539,-0.01806,1.01388,0.63297,0.00000,1.22271,1.21642,0.26561,2.84594,0.61676,0.24765,2.94667,A,112057.40
0.64818,57.68803635,11.98126977,57.68801250,11.98126467,11:20:57.504292,0.64818,0.00673,0.00000,-0.03504,-0.01217,0.01076,0.00053,-0.05313,-0.02263,1.01797,0.64123,0.00000,1.24196,1.23567,0.26381,2.85601,0.61676,0.24765,2.94667,A,112057.40
