Time (s),x (m),y (m),latitude,longitude,status,timestamp,Speed,Course,Date,ModeRMC,NAVStatus,NSIndicator,EWIndicator,MagneticVariation,MagneticVariationEW,StrMotorSwitch
7.619516134262085,0.22784139506984502,-0.07412995118647814,57.688041000000005,11.978947166666668,A,173512.30,0.020,,040722,A,V,N,E,,,1
7.720307111740112,0.22784139506984502,-0.07412995118647814,57.688041000000005,11.978947166666668,A,173512.40,0.033,,040722,A,V,N,E,,,1
7.819676160812378,0.22784139506984502,-0.07412995118647814,57.688041000000005,11.978947166666668,A,173512.50,0.026,,040722,A,V,N,E,,,1
7.919259071350098,0.23774754267651588,-0.07412995118647814,57.688041000000005,11.978947333333334,A,173512.60,0.030,,040722,A,V,N,E,,,1
8.018702030181885,0.23774754267651588,-0.07412995118647814,57.688041000000005,11.978947333333334,A,173512.70,0.046,,040722,A,V,N,E,,,1
8.120774984359741,0.23774754267651588,-0.07412995118647814,57.688041000000005,11.978947333333334,A,173512.80,0.029,,040722,A,V,N,E,,,1
8.218804121017456,0.24765369028318673,-0.07412995118647814,57.688041000000005,11.9789475,A,173512.90,0.027,,040722,A,V,N,E,,,1
8.321038007736206,0.24765369028318673,-0.07412995118647814,57.688041000000005,11.9789475,A,173513.00,0.029,,040722,A,V,N,E,,,1
8.419220209121704,0.25755983777344227,-0.07412995118647814,57.688041000000005,11.978947666666667,A,173513.10,0.044,,040722,A,V,N,E,,,1
8.522172212600708,0.24765369028318673,-0.07412995118647814,57.688041000000005,11.9789475,A,173513.20,0.032,,040722,A,V,N,E,,,1
8.618937015533447,0.24765369028318673,-0.07412995118647814,57.688041000000005,11.9789475,A,173513.30,0.030,,040722,A,V,N,E,,,1
8.722050189971924,0.24765369028318673,-0.05559746362268925,57.68804116666667,11.9789475,A,173513.40,0.021,,040722,A,V,N,E,,,1
8.82041621208191,0.24765369028318673,-0.05559746362268925,57.68804116666667,11.9789475,A,173513.50,0.020,,040722,A,V,N,E,,,1
8.921362161636353,0.23774754267651588,-0.037064976058900356,57.68804133333333,11.978947333333334,A,173513.60,0.053,,040722,A,V,N,E,,,1
9.022406101226807,0.24765369028318673,-0.05559746362268925,57.68804116666667,11.9789475,A,173513.70,0.033,,040722,A,V,N,E,,,1
9.118496179580688,0.24765369028318673,-0.05559746362268925,57.68804116666667,11.9789475,A,173513.80,0.029,,040722,A,V,N,E,,,1
9.21931505203247,0.24765369028318673,-0.05559746362268925,57.68804116666667,11.9789475,A,173513.90,0.063,,040722,A,V,N,E,,,1
9.318371057510376,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.00,0.017,,040722,A,V,N,E,,,1
9.417181015014648,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.10,0.033,,040722,A,V,N,E,,,1
9.517930030822754,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.20,0.038,,040722,A,V,N,E,,,1
9.622106075286865,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.30,0.024,,040722,A,V,N,E,,,1
9.717130184173584,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.40,0.054,,040722,A,V,N,E,,,1
9.819960117340088,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.50,0.074,,040722,A,V,N,E,,,1
9.920363187789917,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.60,0.007,,040722,A,V,N,E,,,1
10.019248008728027,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.70,0.022,,040722,A,V,N,E,,,1
10.119285106658936,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.80,0.032,,040722,A,V,N,E,,,1
10.220405101776123,0.25755983777344227,-0.05559746362268925,57.68804116666667,11.978947666666667,A,173514.90,0.011,,040722,A,V,N,E,,,1
10.320749998092651,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.00,0.036,,040722,A,V,N,E,,,1
10.416906118392944,0.24765369028318673,-0.037064976058900356,57.68804133333333,11.9789475,A,173515.10,0.036,,040722,A,V,N,E,,,1
10.521413087844849,0.24765369028318673,-0.037064976058900356,57.68804133333333,11.9789475,A,173515.20,0.034,,040722,A,V,N,E,,,1
10.62099003791809,0.24765369028318673,-0.037064976058900356,57.68804133333333,11.9789475,A,173515.30,0.046,,040722,A,V,N,E,,,1
10.719961166381836,0.24765369028318673,-0.037064976058900356,57.68804133333333,11.9789475,A,173515.40,0.022,,040722,A,V,N,E,,,1
10.818896055221558,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.50,0.029,,040722,A,V,N,E,,,1
10.921473026275635,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.60,0.025,,040722,A,V,N,E,,,1
11.01783800125122,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.70,0.017,,040722,A,V,N,E,,,1
11.119834184646606,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.80,0.023,,040722,A,V,N,E,,,1
11.22026014328003,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173515.90,0.024,,040722,A,V,N,E,,,1
11.318708181381226,0.2674659853801131,-0.037064976058900356,57.68804133333333,11.978947833333333,A,173516.00,0.028,,040722,A,V,N,E,,,1
11.41929817199707,0.2674659853801131,-0.037064976058900356,57.68804133333333,11.978947833333333,A,173516.10,0.056,,040722,A,V,N,E,,,1
11.520796060562134,0.2674659853801131,-0.037064976058900356,57.68804133333333,11.978947833333333,A,173516.20,0.032,,040722,A,V,N,E,,,1
11.617874145507812,0.25755983777344227,-0.037064976058900356,57.68804133333333,11.978947666666667,A,173516.30,0.037,,040722,A,V,N,E,,,1
