Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,FilteredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.08144,57.67064567,11.99790083,57.67064567,11.99790083,08:54:04.082286,0.08109,0.00000,0.00000,0.00000,0.00000,-0.00264,0.00240,-0.00044,-0.00184,-0.04899,0.98612,0.00001,0.00000,0.96845,0.96845,0.08920,0.12973,0.00000,0.08920,0.12973,0.96845,0.00000,A,085403.90
0.09147,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.092215,0.00857,0.00000,0.00000,-0.00005,0.00000,-0.00124,0.00042,0.00219,0.00299,-0.05319,0.98736,0.08136,0.00019,0.36995,0.96845,0.05916,-0.07424,0.08144,0.08920,0.11119,-1.57080,0.00000,A,085404.00
0.09893,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.099666,0.00584,0.00000,0.00000,-0.00008,0.00000,-0.00261,-0.00492,0.00206,0.00296,-0.05478,0.98657,0.09068,0.00033,-0.37121,0.96845,0.05933,-0.09241,0.08144,0.08920,0.11119,-1.57080,0.00000,A,085404.00
0.11032,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.111053,0.00707,0.00000,0.00000,-0.00010,0.00000,0.00130,0.00196,0.00416,0.00349,-0.05654,0.98737,0.10074,0.00033,-0.37121,0.96845,0.05933,-0.09241,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.11940,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.120140,0.00598,0.00000,0.00000,-0.00008,0.00000,0.00130,-0.00110,0.00279,0.00272,-0.05654,0.98814,0.11109,0.00047,-0.22932,0.96845,0.05933,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.12879,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.129525,0.00521,0.00000,0.00000,-0.00007,0.00000,-0.00080,0.00056,-0.00176,0.00518,-0.05399,0.98650,0.12107,0.00047,-0.22932,0.96845,0.05934,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.13917,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.139907,0.00543,0.00000,0.00000,-0.00007,0.00000,-0.00040,-0.00203,0.00014,0.00560,-0.05417,0.98655,0.13129,0.00047,-0.22932,0.96845,0.05934,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.14910,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.149827,0.00520,0.00000,0.00000,-0.00008,0.00000,-0.00085,0.00346,-0.00132,0.00523,-0.04832,0.98434,0.14138,0.00047,-0.22932,0.96845,0.05935,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.15972,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.160488,0.00565,0.00000,0.00000,-0.00008,0.00000,0.00156,0.00132,-0.00227,0.00626,-0.04927,0.98937,0.15164,0.00047,-0.22932,0.96845,0.05935,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
0.16953,57.67064567,11.99790083,57.67064550,11.99790083,08:54:04.170263,0.00530,0.00000,0.00000,-0.00007,0.00000,-0.00082,0.00150,0.00392,0.00878,-0.04924,0.98388,0.16173,0.00047,-0.22932,0.96845,0.05936,-0.09246,0.09893,0.08920,0.11119,0.00000,0.00000,A,085404.00
