Time,lat_estimated,lon_estimated,latitude,longitude,RealTime,CalculationTime,MeasuredVelocity,FilteredVelocity,Roll,SteeringAngle,RollRate,gy,gz,ax,ay,az,imu_read_timing,v_estimated,yaw_estimated,heading_estimated,x_estimated,y_estimated,GPS_timestamp,x_GPS,y_GPS,theta_GPS,theta_GPS_noUnwrap,status,NMEA timestamp
0.07261,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.589391,0.07228,0.00000,0.00000,0.00007,-0.01661,0.00847,-0.00059,0.00354,0.02076,-0.01831,0.99730,0.00001,0.00000,-2.82982,-2.83948,-0.05947,-0.01853,0.00000,-0.05947,-0.01853,-2.83948,0.00000,A,095321.30
0.08771,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.603676,0.01239,0.00000,0.00000,0.00025,-0.01661,0.00952,0.00123,0.00103,0.01991,-0.01038,0.99723,0.07479,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.07261,-0.05947,-0.01853,0.00000,0.00000,A,095321.30
0.09972,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.615685,0.01003,0.00000,0.00000,0.00038,-0.01661,0.00625,-0.00061,0.00006,0.01751,-0.00953,0.99560,0.08952,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.07261,-0.05947,-0.01853,0.00000,0.00000,A,095321.30
0.11449,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.630450,0.01205,0.00000,0.00000,0.00049,-0.01661,0.01033,-0.00182,0.00206,0.01897,-0.01125,0.99301,0.10167,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.12702,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.642983,0.01009,0.00000,0.00000,0.00054,-0.01661,0.00478,-0.00045,0.00220,0.01996,-0.01026,0.99619,0.11685,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.14005,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.656020,0.01057,0.00000,0.00000,0.00062,-0.01661,0.00739,0.00062,0.00218,0.01834,-0.01069,0.99533,0.12963,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.15481,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.670782,0.00950,0.00000,0.00000,0.00065,-0.01661,0.00353,-0.00503,0.00100,0.01850,-0.00880,0.99663,0.14489,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.16549,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.681460,0.00884,0.00000,0.00000,0.00069,-0.01661,0.00431,-0.00108,-0.00185,0.02146,-0.01319,0.99655,0.15583,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.17610,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.692068,0.00886,0.00000,0.00000,0.00068,-0.01661,0.00136,-0.00060,0.00120,0.01993,-0.01345,0.99374,0.16642,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.18703,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.703005,0.00903,0.00000,0.00000,0.00070,-0.01661,0.00502,-0.00016,-0.00131,0.02250,-0.01490,0.99551,0.17719,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.19780,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.713769,0.00904,0.00000,0.00000,0.00073,-0.01661,0.00406,-0.00122,-0.00095,0.02150,-0.01283,0.99508,0.18806,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.09972,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.21113,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.727095,0.01159,0.00000,0.00000,0.00073,-0.01661,0.00262,-0.00015,0.00088,0.02050,-0.01692,0.99468,0.19894,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.22131,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.737300,0.00845,0.00000,0.00000,0.00070,-0.01661,0.00021,-0.00152,0.00184,0.02408,-0.01765,0.99405,0.21210,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.23276,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.748976,0.00919,0.00000,0.00000,0.00069,-0.01661,0.00184,-0.00274,0.00234,0.02481,-0.01808,0.99352,0.22304,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.24428,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.760517,0.00938,0.00000,0.00000,0.00068,-0.01661,0.00154,0.00000,-0.00047,0.02334,-0.01802,0.99403,0.23423,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.25532,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.771635,0.00879,0.00000,0.00000,0.00070,-0.01661,0.00407,0.00292,0.00302,0.02359,-0.01819,0.99676,0.24578,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
0.26605,57.67067100,11.99789933,57.67067100,11.99789933,09:53:21.782266,0.00858,0.00000,0.00000,0.00069,-0.01661,0.00176,0.00168,-0.00107,0.02311,-0.01979,0.99339,0.25672,0.00000,-0.00001,-2.83948,0.00000,-0.00001,0.19780,-0.05947,-0.01853,0.00000,0.00000,A,095321.50
