Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:39:54.222297,0.00957,0.00900,0.00004,-0.00563,-0.01591,-0.61306,-0.00043,-0.00175,0.00458,0.03703,0.99046,0.00001,0.01954
09:39:54.229837,0.01714,0.00639,0.00014,-0.00583,-0.01469,-0.54115,0.00064,0.00375,0.00616,0.03965,0.99259,0.00896,3.19414
09:39:54.240099,0.02718,0.00607,0.00031,-0.00988,-0.01530,-0.49664,-0.00028,0.00268,0.00531,0.04526,0.98759,0.01857,0.10012
09:39:54.249723,0.03703,0.00542,0.00076,-0.01449,-0.01117,-0.19453,0.00171,0.00955,0.00116,0.06271,0.99704,0.02895,0.74969
09:39:54.260327,0.04763,0.00566,0.00141,-0.01823,-0.01911,-0.37628,0.00140,0.00909,0.01800,0.08143,0.98863,0.03963,0.16117
09:39:54.272774,0.05949,0.00682,0.00071,-0.02109,-0.01927,-0.48234,-0.00349,0.01444,-0.00146,-0.00653,0.99296,0.05077,1.45543
09:39:54.281848,0.06914,0.00610,-0.00011,-0.02530,-0.03026,-1.05724,0.00079,0.00252,0.02135,-0.01031,0.99271,0.06046,1.46276
09:39:54.292560,0.07904,0.00564,-0.00024,-0.03091,-0.04202,-1.52533,-0.00089,-0.00420,-0.01202,0.04380,0.99302,0.07078,3.45055
09:39:54.302142,0.08944,0.00554,-0.00091,-0.04299,-0.03148,-1.08221,0.00476,-0.01840,0.01610,0.00177,0.99491,0.08123,1.98779
09:39:54.314646,0.10115,0.00689,-0.00226,-0.05794,-0.03561,-1.35827,0.00262,-0.02008,-0.03013,-0.03977,0.98411,0.09242,0.27350
09:39:54.322536,0.10984,0.00523,-0.00171,-0.06787,-0.05287,-1.89292,0.00064,-0.02038,0.05765,0.09126,0.99320,0.10181,4.27595
09:39:54.333738,0.12104,0.00606,-0.00195,-0.08383,-0.06218,-2.17752,0.00400,-0.01916,0.00104,0.04862,0.97960,0.11236,2.97680
09:39:54.343193,0.13050,0.00516,-0.00210,-0.10282,-0.06966,-2.33753,0.00018,-0.02145,0.04953,0.05899,0.98021,0.12272,4.42491
09:39:54.354308,0.14161,0.00590,-0.00234,-0.12473,-0.07394,-2.34969,0.00568,-0.01886,-0.01366,0.05874,0.98094,0.13368,3.98291
09:39:54.365830,0.15258,0.00652,-0.00276,-0.14862,-0.08875,-2.82186,0.00782,-0.02237,-0.00598,0.05173,1.00516,0.14347,4.10745
09:39:54.375303,0.16261,0.00618,-0.00399,-0.17284,-0.10005,-3.29101,0.00843,-0.03398,0.03886,0.00543,0.92098,0.15360,6.22711
09:39:54.385636,0.17216,0.00537,-0.00567,-0.20276,-0.11242,-3.82924,0.00491,-0.04925,0.01629,-0.01281,0.99955,0.16418,7.19414
09:39:54.396441,0.18350,0.00600,-0.00798,-0.23746,-0.12938,-4.63201,0.00873,-0.06299,-0.00311,-0.04496,1.01132,0.17489,7.50672
09:39:54.406191,0.19349,0.00576,-0.00913,-0.27462,-0.15625,-5.62029,0.00812,-0.07933,0.00634,0.04325,1.00766,0.18494,5.99756
09:39:54.416796,0.20321,0.00527,-0.01160,-0.31198,-0.17305,-6.41914,0.01286,-0.09934,0.00244,-0.03001,1.00961,0.19546,6.66667
09:39:54.427098,0.21439,0.00594,-0.01280,-0.35118,-0.19504,-7.18985,0.01774,-0.11262,0.01177,0.06417,0.98869,0.20577,6.72039
09:39:54.438364,0.22495,0.00615,-0.01608,-0.39327,-0.20909,-7.97404,0.02110,-0.12698,-0.01452,-0.05258,0.98716,0.21697,6.32723
09:39:54.448935,0.23621,0.00705,-0.01774,-0.43034,-0.23444,-8.98912,0.02584,-0.14760,0.05783,0.05466,1.02279,0.22704,5.29182
09:39:54.459107,0.24639,0.00612,-0.02239,-0.47149,-0.22879,-9.19718,0.02920,-0.17234,0.00958,-0.14750,1.01162,0.23760,5.06960
09:39:54.469346,0.25664,0.00601,-0.02479,-0.51163,-0.24178,-9.79479,0.03500,-0.20135,-0.05197,0.00677,0.91756,0.24801,3.19902
09:39:54.479632,0.26691,0.00591,-0.02667,-0.55040,-0.24544,-9.91595,0.04141,-0.22044,-0.00872,0.03672,0.87523,0.25840,2.77411
09:39:54.490036,0.27732,0.00611,-0.03005,-0.59011,-0.23109,-9.53897,0.05119,-0.23923,-0.02538,-0.06887,0.95672,0.26869,2.10012
09:39:54.500662,0.28797,0.00640,-0.03379,-0.62897,-0.22620,-9.63563,0.05699,-0.24106,-0.03093,-0.09479,0.90670,0.27884,1.00366
09:39:54.509765,0.29707,0.00531,-0.03712,-0.66845,-0.20635,-9.01697,0.05500,-0.23938,0.08479,-0.08381,0.90554,0.28908,0.19048
09:39:54.521498,0.30879,0.00660,-0.03748,-0.71017,-0.18573,-7.80473,0.05195,-0.22701,-0.07460,0.09156,0.92848,0.30014,0.00733
09:39:54.531056,0.31833,0.00578,-0.03830,-0.74843,-0.16649,-6.76836,0.05088,-0.22075,0.06997,0.03806,1.03066,0.30973,0.00000
09:39:54.540975,0.32828,0.00537,-0.03963,-0.78902,-0.12739,-4.96056,0.05103,-0.21097,-0.07899,-0.01440,1.01656,0.32028,0.00000
09:39:54.553024,0.34032,0.00705,-0.04002,-0.83085,-0.08799,-2.95648,0.04722,-0.20105,0.07723,0.02452,0.97545,0.33172,0.00000
09:39:54.562992,0.35028,0.00597,-0.04066,-0.86934,-0.05119,-1.13978,0.03775,-0.18746,-0.05813,-0.02544,1.03560,0.34163,0.00000
09:39:54.577436,0.36474,0.01021,-0.03881,-0.89784,-0.00461,1.44583,0.03179,-0.18944,0.00573,0.11370,1.01748,0.35566,0.00000
09:39:54.601566,0.38886,0.01074,-0.04911,-0.91024,0.14597,6.07279,-0.02823,-0.22044,-0.51862,-0.80630,0.59506,0.38010,0.00000
09:39:54.621894,0.40920,0.01086,-0.05472,-0.88171,0.14078,4.55612,0.01209,-0.11675,-0.08143,-0.73572,1.10837,0.40039,0.00000
09:39:54.642668,0.42997,0.00806,-0.04806,-0.80396,0.17010,6.25567,-0.03678,-0.07490,0.05752,0.20161,1.06677,0.42070,0.00000
09:39:54.650861,0.43814,0.00591,-0.04535,-0.77176,0.21210,8.21681,0.00369,-0.04512,-0.09992,0.03861,1.11099,0.42952,0.00000
09:39:54.661538,0.44884,0.00626,-0.03664,-0.73123,0.26326,11.57613,0.00446,-0.03443,-0.08936,0.36850,0.96575,0.44084,0.00000
09:39:54.673404,0.46034,0.00739,-0.03150,-0.69257,0.33305,15.09376,-0.02212,-0.03764,-0.13896,0.10565,1.09489,0.45157,0.00000
09:39:54.682315,0.46962,0.00614,-0.02495,-0.65600,0.37856,15.92947,-0.04044,-0.01702,0.24113,0.21246,1.03389,0.46069,0.00000
09:39:54.694077,0.48138,0.00754,-0.02076,-0.61490,0.38635,16.29471,-0.05388,-0.00664,0.19898,-0.00146,1.04273,0.47177,0.00000
09:39:54.705263,0.49117,0.00687,-0.01701,-0.57808,0.39963,16.61877,-0.02563,0.02497,0.28768,-0.00262,0.99900,0.48153,0.00000
09:39:54.717079,0.50318,0.00868,-0.01443,-0.53781,0.37947,16.69792,-0.02395,0.01871,-0.07558,-0.09205,1.03743,0.49229,0.00000
09:39:54.726518,0.51382,0.00868,-0.01024,-0.49895,0.35855,17.08299,-0.01891,-0.00175,-0.34325,0.02239,0.96636,0.50360,0.00000
09:39:54.734744,0.52203,0.00607,-0.00463,-0.45887,0.32144,17.22378,-0.01677,-0.01229,0.10242,0.18300,0.99509,0.51340,0.00000
09:39:54.745569,0.53231,0.00599,-0.00029,-0.41995,0.33702,18.29664,-0.03556,-0.04039,0.11645,0.07832,0.95380,0.52369,0.00000
09:39:54.755239,0.54252,0.00584,0.00266,-0.38175,0.30587,17.14310,-0.03204,-0.05536,-0.11822,0.01732,1.02175,0.53385,0.00000
09:39:54.766557,0.55384,0.00680,0.00844,-0.33955,0.28250,16.79472,-0.04380,-0.07307,0.04142,0.20862,1.01315,0.54514,0.00000
09:39:54.776536,0.56384,0.00644,0.01135,-0.30340,0.28296,16.99250,-0.03922,-0.06971,0.10211,0.04837,1.00680,0.55477,0.00000
09:39:54.787403,0.57399,0.00603,0.01289,-0.26276,0.26081,15.94093,-0.02700,-0.08391,-0.04673,-0.05649,1.09385,0.56589,0.00000
09:39:54.797039,0.58434,0.00602,0.01724,-0.22399,0.28403,17.34000,-0.02807,-0.07460,0.06576,0.15305,1.04957,0.57569,0.00000
09:39:54.807445,0.59474,0.00607,0.02470,-0.18538,0.30709,19.29933,-0.04411,-0.04222,0.29396,0.31262,0.90036,0.58585,0.00000
09:39:54.820153,0.60726,0.00821,0.03191,-0.14536,0.35535,20.22396,-0.05373,-0.00175,0.34624,0.26944,0.96959,0.59697,0.00000
09:39:54.830198,0.61750,0.00777,0.03628,-0.10497,0.36313,20.62652,-0.06717,0.03291,0.12920,0.10876,1.05335,0.60723,0.00000
09:39:54.840894,0.62818,0.00778,0.04276,-0.06385,0.35657,21.40664,-0.05602,0.06315,0.09473,0.25541,1.01046,0.61771,0.00488
09:39:54.850047,0.63734,0.00611,0.04678,-0.02210,0.34389,23.29327,-0.04334,0.08453,-0.02037,0.08863,1.00760,0.62869,0.03907
09:39:54.861258,0.64856,0.00638,0.05062,0.01959,0.28769,21.20721,-0.03052,0.07323,0.14390,0.10010,0.85931,0.63990,0.13919
09:39:54.871004,0.65829,0.00591,0.05609,0.05728,0.26051,20.68472,-0.03052,0.07674,0.04612,0.26498,0.94843,0.64969,0.12698
09:39:54.881902,0.66920,0.00646,0.06091,0.09665,0.22172,19.53588,-0.02380,0.07384,0.04477,0.25132,0.98442,0.66013,0.10745
09:39:54.893333,0.68063,0.00719,0.06552,0.13557,0.19515,18.87056,-0.00929,0.06865,-0.01519,0.25602,1.03255,0.67180,0.01709
09:39:54.902565,0.68986,0.00590,0.06869,0.17432,0.18247,18.53521,-0.00853,0.06330,0.07662,0.18068,0.94312,0.68118,0.00000
09:39:54.913297,0.70060,0.00643,0.07007,0.21346,0.14246,16.71254,-0.01845,0.07659,0.01281,0.07790,0.92842,0.69208,0.00000
09:39:54.924648,0.71125,0.00608,0.06829,0.25320,0.10901,14.58560,-0.03204,0.08178,0.10431,-0.10712,1.05255,0.70285,0.00000
09:39:54.934912,0.72220,0.00607,0.06969,0.29191,0.06137,12.44587,-0.02991,0.09079,-0.14469,0.14183,0.98497,0.71354,0.00000
09:39:54.945727,0.73303,0.00628,0.07052,0.33193,0.03235,10.97979,-0.01570,0.07858,0.06008,0.13121,1.02828,0.72425,0.00000
09:39:54.955714,0.74302,0.00591,0.07184,0.37190,0.00563,9.70158,-0.00501,0.07781,-0.07716,0.16354,0.90121,0.73527,0.00000
09:39:54.966990,0.75360,0.00590,0.07376,0.40937,0.01173,9.94595,-0.00593,0.05857,0.07668,0.21033,0.95556,0.74510,0.00000
09:39:54.977036,0.76433,0.00628,0.07572,0.44803,0.00028,9.44265,-0.00837,0.04116,-0.04636,0.21716,0.93220,0.75542,0.00000
09:39:54.986978,0.77425,0.00595,0.07775,0.48604,-0.01835,8.65315,-0.00929,0.04819,-0.08333,0.25358,1.00333,0.76562,0.00000
09:39:54.997336,0.78464,0.00598,0.07855,0.52521,0.00624,9.46156,0.00369,0.04483,-0.04898,0.15714,1.02815,0.77604,0.00000
