Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
10:02:04.613050,0.01020,0.00963,-0.00075,-0.35514,-0.14784,-2.95922,-0.00335,-0.00074,0.00311,0.02513,0.98905,0.00001,0.03175
10:02:04.621147,0.01764,0.00620,-0.00057,-0.35514,-0.17409,-4.03864,-0.00151,0.00018,0.00543,0.02611,0.98643,0.00844,0.00488
10:02:04.631255,0.02842,0.00679,0.00072,-0.35838,-0.07784,0.30609,-0.00106,-0.00074,0.00342,0.02666,0.98777,0.01856,0.09768
10:02:04.640962,0.03812,0.00613,0.00085,-0.37297,-0.19159,-4.34887,0.00185,0.00064,0.00445,0.02653,0.98747,0.02822,0.01709
10:02:04.651071,0.04823,0.00588,0.00326,-0.38595,-0.02534,3.25880,-0.00075,-0.00150,0.00281,0.02745,0.99088,0.03840,0.14896
10:02:04.661861,0.05904,0.00633,0.00392,-0.40378,-0.02534,3.55203,-0.00289,-0.00409,0.00238,0.02544,0.98850,0.04931,0.00977
10:02:04.671138,0.06832,0.00532,-0.00023,-0.40541,-0.36659,-11.64642,-0.00106,0.00018,0.00531,0.02379,0.98991,0.05933,0.01465
10:02:04.682034,0.07922,0.00568,-0.00164,-0.40216,-0.16534,-3.40647,-0.00151,-0.00150,0.00525,0.02470,0.98893,0.07006,0.32723
10:02:04.693219,0.09040,0.00576,0.00335,-0.44432,-0.12159,-0.23786,-0.00075,-0.00089,0.00598,0.03141,0.98430,0.08120,0.01709
10:02:04.704550,0.10171,0.00671,-0.00007,-0.48649,-0.14784,-1.56313,-0.00197,-0.00028,0.00207,0.02220,0.99046,0.09153,0.00488
10:02:04.714925,0.11143,0.00593,-0.00070,-0.50432,-0.19159,-3.35785,0.00047,0.00003,0.00281,0.02586,0.98710,0.10221,0.01465
10:02:04.724076,0.12104,0.00518,0.00232,-0.50595,-0.08659,1.65595,0.00001,0.00110,0.00390,0.02873,0.98838,0.11204,0.06349
10:02:04.735458,0.13262,0.00640,0.00029,-0.51243,-0.02534,3.94528,0.00139,0.00064,0.00348,0.02227,0.98674,0.12221,0.03907
10:02:04.745478,0.14266,0.00608,-0.00519,-0.51243,-0.10409,-0.38933,-0.00014,0.00003,0.00409,0.01928,0.99021,0.13278,0.01221
10:02:04.755370,0.15256,0.00526,-0.00247,-0.50432,-0.06034,1.88016,-0.00136,0.00018,0.00275,0.02806,0.98771,0.14357,0.02442
10:02:04.766470,0.16365,0.00541,0.00258,-0.49784,-0.15659,-1.34143,0.00291,0.00308,0.00482,0.03196,0.98747,0.15437,0.00000
10:02:04.777490,0.17467,0.00607,0.00041,-0.48811,-0.01659,4.10067,0.00108,-0.00364,0.00165,0.02196,0.98472,0.16479,0.00244
10:02:04.788614,0.18577,0.00622,-0.00436,-0.48162,-0.08659,0.20590,0.00398,0.00156,-0.00104,0.01989,0.98680,0.17587,0.00000
10:02:04.798042,0.19523,0.00548,0.00103,-0.46054,0.09716,8.76655,-0.00029,0.00110,0.00232,0.02940,0.99076,0.18581,0.00000
10:02:04.810169,0.20732,0.00722,0.00531,-0.42486,-0.18284,-2.66426,-0.00121,0.00079,0.00195,0.03166,0.98814,0.19749,0.00000
10:02:04.820188,0.21735,0.00671,0.00071,-0.35838,0.07091,6.60579,0.00062,0.00018,0.00000,0.01830,0.98838,0.20744,0.12943
10:02:04.829943,0.22640,0.00573,0.00459,-0.31459,-0.04284,2.06828,0.00414,0.00232,0.00122,0.02928,0.98942,0.21701,0.01954
10:02:04.839693,0.23686,0.00582,0.00657,-0.27892,-0.10409,-0.51340,0.00215,0.00110,0.00323,0.02788,0.98911,0.22720,0.00488
10:02:04.850304,0.24748,0.00595,-0.00119,-0.25297,-0.08659,-1.43369,-0.00090,0.00018,-0.00177,0.01653,0.98979,0.23753,0.02686
10:02:04.860075,0.25705,0.00516,-0.00128,-0.24486,0.02716,3.29062,0.00337,-0.00119,0.00104,0.02385,0.98832,0.24807,0.02686
10:02:04.870880,0.26804,0.00596,0.00415,-0.24324,0.12341,8.34151,0.00123,-0.00043,0.00244,0.02916,0.98979,0.25821,0.01221
10:02:04.880656,0.27784,0.00552,0.00446,-0.22216,0.00966,3.37233,-0.00503,0.00156,0.00098,0.02458,0.98747,0.26870,0.00000
