Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,MeasuredVelocity,FilteredVelocity,BalancingGainsInner,BalancingGainsOuter,Roll,SteeringAngle,RollRate,ControlInput,BalancingSetpoint,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
08:54:44.838214,0.00803,0.00801,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00071,0.00212,0.00000,0.00093,-0.00057,-0.00287,-0.07466,0.98558,0.00001,0.06593
08:54:44.844196,0.01384,0.00367,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00132,0.00396,0.00000,0.00200,-0.00179,-0.00445,-0.07619,0.98387,0.00765,0.10256
08:54:44.854456,0.02434,0.00381,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00051,-0.00154,0.00000,-0.00045,-0.00087,-0.00293,-0.07424,0.98423,0.01816,0.12210
08:54:44.864852,0.03473,0.00385,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00265,-0.00796,0.00000,-0.00121,-0.00087,-0.00409,-0.07546,0.98423,0.02831,0.15385
08:54:44.875511,0.04540,0.00415,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00143,-0.00429,0.00000,-0.00075,0.00020,-0.00268,-0.07412,0.98655,0.03921,0.13431
08:54:44.885817,0.05570,0.00381,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00021,-0.00063,0.00000,-0.00136,0.00050,-0.00390,-0.07643,0.98338,0.04951,0.16850
08:54:44.896785,0.06666,0.00419,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00525,-0.01574,0.00000,0.00032,-0.00072,-0.00262,-0.07558,0.98619,0.06023,0.16606
08:54:44.907266,0.07680,0.00396,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00555,-0.01666,0.00000,-0.00228,0.00004,-0.00439,-0.07527,0.98661,0.07061,0.17338
08:54:44.917090,0.08697,0.00378,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00280,-0.00841,0.00000,-0.00075,0.00111,-0.00439,-0.07698,0.98509,0.08056,0.15629
08:54:44.927418,0.09730,0.00375,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00326,-0.00979,0.00000,-0.00274,-0.00286,-0.00317,-0.07558,0.98369,0.09114,0.17094
08:54:44.937752,0.10764,0.00373,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00051,-0.00154,0.00000,0.00169,0.00066,-0.00049,-0.07576,0.98216,0.10147,0.15873
08:54:44.948359,0.11824,0.00384,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00040,0.00121,0.00000,-0.00320,-0.00026,-0.00451,-0.07338,0.98619,0.11183,0.16850
08:54:44.958612,0.12850,0.00374,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00235,-0.00704,0.00000,0.00597,0.00234,-0.00226,-0.07460,0.98484,0.12234,0.17094
08:54:44.968988,0.13888,0.00376,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00117,0.00350,0.00000,-0.00075,-0.00194,-0.00275,-0.07515,0.98478,0.13249,0.17338
08:54:44.979341,0.14923,0.00375,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00204,-0.00612,0.00000,0.00093,0.00066,-0.00494,-0.07436,0.98558,0.14306,0.18071
08:54:44.990358,0.16024,0.00440,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00067,-0.00200,0.00000,0.00352,-0.00194,-0.00305,-0.07619,0.98149,0.15342,0.17827
08:54:45.000187,0.17005,0.00357,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00219,-0.00658,0.00000,-0.00075,-0.00041,-0.00165,-0.07521,0.98417,0.16368,0.16606
08:54:45.010504,0.18039,0.00375,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00132,0.00396,0.00000,0.00398,-0.00240,-0.00433,-0.07430,0.98491,0.17423,0.15873
08:54:45.020890,0.19078,0.00378,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00174,-0.00521,0.00000,0.00047,0.00218,-0.00275,-0.07613,0.98222,0.18438,0.16361
08:54:45.031213,0.20110,0.00374,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00342,-0.01025,0.00000,-0.00075,-0.00270,-0.00506,-0.07698,0.98082,0.19493,0.16361
08:54:45.041807,0.21169,0.00376,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00112,-0.00337,0.00000,-0.00014,-0.00041,-0.00268,-0.07387,0.98405,0.20551,0.17582
08:54:45.052191,0.22184,0.00357,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00250,-0.00750,0.00000,0.00169,-0.00148,-0.00360,-0.07424,0.98533,0.21568,0.17338
08:54:45.063141,0.23302,0.00439,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00174,-0.00521,0.00000,-0.00091,0.00096,-0.00378,-0.07448,0.98430,0.22685,0.15873
08:54:45.072888,0.24277,0.00378,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00250,-0.00750,0.00000,0.00093,0.00066,-0.00323,-0.07625,0.98600,0.23637,0.17338
08:54:45.084141,0.25380,0.00445,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00117,0.00350,0.00000,0.00215,-0.00164,-0.00488,-0.07399,0.98173,0.24757,0.17827
08:54:45.093612,0.26350,0.00379,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00174,-0.00521,0.00000,0.00291,0.00127,-0.00409,-0.07253,0.98466,0.25732,0.17094
08:54:45.104135,0.27379,0.00357,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00021,-0.00063,0.00000,-0.00060,-0.00286,-0.00287,-0.07710,0.98369,0.26762,0.16850
08:54:45.115200,0.28508,0.00451,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00010,0.00029,0.00000,-0.00091,0.00035,-0.00634,-0.07509,0.98454,0.27846,0.16361
08:54:45.124845,0.29472,0.00379,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00540,-0.01620,0.00000,-0.00228,-0.00194,-0.00433,-0.07387,0.98332,0.28831,0.18071
08:54:45.135225,0.30511,0.00384,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00025,0.00075,0.00000,0.00276,0.00142,-0.00433,-0.07765,0.98442,0.29893,0.16117
08:54:45.145529,0.31542,0.00378,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00006,-0.00017,0.00000,-0.00335,0.00066,-0.00293,-0.07497,0.98173,0.30923,0.16850
08:54:45.155824,0.32571,0.00357,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00036,-0.00108,0.00000,-0.00060,0.00004,-0.00293,-0.07454,0.98552,0.31955,0.16606
08:54:45.166525,0.33641,0.00391,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00357,-0.01071,0.00000,0.00077,-0.00164,-0.00592,-0.07521,0.98521,0.33024,0.15629
08:54:45.177374,0.34725,0.00457,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00097,-0.00292,0.00000,0.00108,0.00035,-0.00189,-0.07497,0.98606,0.34047,0.16850
08:54:45.186954,0.35684,0.00380,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00453,0.01358,0.00000,0.00016,0.00020,-0.00165,-0.07570,0.98430,0.35066,0.19292
08:54:45.197340,0.36723,0.00375,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00082,-0.00246,0.00000,0.00016,0.00157,-0.00305,-0.07515,0.98259,0.36104,0.16117
08:54:45.208227,0.37781,0.00398,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00101,0.00304,0.00000,0.00200,-0.00011,-0.00171,-0.07594,0.98369,0.37163,0.14896
08:54:45.218051,0.38794,0.00374,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00097,-0.00292,0.00000,-0.00060,-0.00041,-0.00360,-0.07558,0.98478,0.38176,0.16850
08:54:45.228340,0.39822,0.00384,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00112,-0.00337,0.00000,0.00169,0.00127,-0.00378,-0.07442,0.98667,0.39180,0.17094
08:54:45.238665,0.40855,0.00395,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00223,0.00670,0.00000,0.00016,0.00050,-0.00390,-0.07588,0.98356,0.40236,0.17827
08:54:45.248847,0.41873,0.00377,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00097,-0.00292,0.00000,0.00062,-0.00286,-0.00458,-0.07399,0.98558,0.41232,0.16117
08:54:45.259182,0.42907,0.00375,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00112,-0.00337,0.00000,0.00459,0.00234,-0.00305,-0.07662,0.98295,0.42289,0.15629
08:54:45.269591,0.43948,0.00380,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00097,-0.00292,0.00000,-0.00167,-0.00148,-0.00287,-0.07509,0.98411,0.43329,0.17094
08:54:45.280265,0.45014,0.00384,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00204,-0.00612,0.00000,0.00291,0.00172,-0.00250,-0.07381,0.98454,0.44373,0.16117
08:54:45.290507,0.46039,0.00374,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00051,-0.00154,0.00000,-0.00091,0.00050,-0.00561,-0.07674,0.98509,0.45423,0.15873
08:54:45.300899,0.47078,0.00377,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00265,-0.00796,0.00000,0.00001,-0.00209,-0.00256,-0.07460,0.98423,0.46438,0.15629
