Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A)
10:33:34.771669,1.84658,0.00616,-1.16019,18.15405,1.68329,5.53784,-0.00212,0.01030,-0.01446,0.00323,0.98936,1.83523,0.00244
10:33:34.782739,1.85763,0.00657,-1.13043,18.20432,1.70079,5.38703,-0.00349,0.01183,-0.01598,0.01781,0.98869,1.84598,0.00000
10:33:34.792598,1.86750,0.00622,-1.10878,18.25622,1.94579,5.23135,-0.00166,0.00969,-0.02086,0.00732,0.99223,1.85615,0.01221
10:33:34.803684,1.87859,0.00695,-1.11017,18.31459,2.15579,5.05622,0.00216,0.00404,-0.02684,-0.02355,0.98808,1.86726,0.02686
10:33:34.813638,1.88854,0.00671,-1.10702,18.36000,2.15579,5.05622,0.00140,0.00450,-0.02867,-0.01555,0.99125,1.87721,0.01465
10:33:34.824207,1.89911,0.00692,-1.06550,18.41514,2.10329,4.75459,-0.00395,0.00358,-0.03239,0.02788,0.99137,1.88778,0.08303
10:33:34.834759,1.90881,0.00624,-1.04188,18.47351,2.46204,4.57946,-0.00548,0.00343,-0.03575,0.00360,0.98820,1.89836,0.10256
10:33:34.844746,1.91965,0.00614,-1.02378,18.53838,2.39204,4.57946,-0.00517,0.00389,-0.03672,0.00037,0.98991,1.90825,0.20024
10:33:34.855838,1.93074,0.00627,-0.99401,18.59351,2.42704,4.21946,-0.00120,0.00526,-0.03154,0.01019,0.98649,1.91941,0.21245
10:33:34.866729,1.94163,0.00679,-0.96274,18.63081,2.26954,4.10757,-0.00288,0.00648,-0.02891,0.01501,0.98661,1.93034,0.23687
10:33:34.877100,1.95118,0.00599,-0.94452,18.65351,2.50579,4.10757,-0.00242,0.00557,-0.02824,0.00122,0.98716,1.94001,0.14896
10:33:34.887134,1.96204,0.00649,-0.92627,18.67297,2.61954,3.98108,0.00155,0.00205,-0.01989,-0.00159,0.98936,1.95031,0.14164
10:33:34.896869,1.97178,0.00599,-0.90399,18.69568,2.23454,3.91297,-0.00288,-0.00008,-0.01434,0.00842,0.99265,1.96042,0.14652
10:33:34.908093,1.98300,0.00700,-0.87458,18.71838,2.25204,3.84486,-0.00471,-0.00314,-0.00244,0.01434,0.98924,1.97148,0.10745
10:33:34.919312,1.99420,0.00699,-0.84388,18.73784,2.16454,3.78649,-0.00548,-0.00833,0.00207,0.01659,0.99125,1.98290,0.03175
10:33:34.928714,2.00361,0.00605,-0.81444,18.75243,2.43579,3.78649,-0.00303,-0.00680,0.00293,0.01769,0.99070,1.99231,0.02442
10:33:34.939327,2.01422,0.00645,-0.79343,18.76865,2.67204,3.69405,-0.00288,-0.00833,0.00366,0.00287,0.99168,2.00274,0.02930
10:33:34.948437,2.02335,0.00538,-0.77926,18.78324,2.22579,3.69405,-0.00502,-0.01016,0.00872,0.00201,0.99143,2.01262,0.03419
10:33:34.959825,2.03473,0.00640,-0.75339,18.80108,2.25204,3.59676,-0.00242,-0.00360,0.00775,0.01135,0.98802,2.02409,0.02686
10:33:34.970545,2.04524,0.00671,-0.71824,18.81730,2.29579,3.54811,-0.00105,-0.00238,0.00671,0.02574,0.99052,2.03412,0.02930
10:33:34.980297,2.05521,0.00631,-0.69502,18.83676,2.26954,3.54811,-0.00288,0.00221,0.00482,0.01318,0.98905,2.04402,0.01954
10:33:34.992488,2.06739,0.00787,-0.66852,18.85622,1.95454,3.43135,-0.00212,0.00496,-0.00165,0.01629,0.99284,2.05603,0.01221
10:33:35.000912,2.07581,0.00606,-0.64417,18.87243,2.16454,3.43135,-0.00303,0.00434,-0.00445,0.02013,0.99357,2.06449,0.02198
10:33:35.012312,2.08722,0.00710,-0.60870,18.89189,2.15579,3.32432,-0.00257,0.00389,-0.01037,0.02623,0.99003,2.07588,0.01221
10:33:35.021490,2.09639,0.00607,-0.59049,18.91297,1.98954,3.32432,-0.00135,0.00083,-0.01464,0.01409,0.98850,2.08505,0.03175
10:33:35.032591,2.10750,0.00654,-0.57878,18.93568,1.52579,3.19297,-0.00319,0.00007,-0.02489,0.00720,0.98972,2.09685,0.00977
10:33:35.044604,2.11951,0.00820,-0.55653,18.95351,1.23704,3.13946,-0.00441,-0.00467,-0.02422,0.02513,0.98576,2.10735,0.00244
10:33:35.052949,2.12785,0.00605,-0.53129,18.96973,1.77954,3.13946,-0.00395,-0.00390,-0.02971,0.02525,0.98954,2.11654,0.02442
10:33:35.064170,2.13908,0.00630,-0.51508,18.98757,1.35079,3.03730,-0.00013,-0.00192,-0.03251,0.01665,0.98905,2.12774,0.03175
10:33:35.074145,2.14906,0.00544,-0.50307,19.00703,1.00954,2.97892,-0.00441,-0.00543,-0.03141,0.01684,0.98771,2.13858,0.02686
10:33:35.084879,2.15979,0.00598,-0.47783,19.02324,1.18454,2.93027,-0.00257,-0.00360,-0.03178,0.03056,0.99143,2.14915,0.01954
10:33:35.096171,2.17108,0.00707,-0.45588,19.03784,1.04454,2.88649,-0.00151,-0.00146,-0.02428,0.02867,0.98430,2.15975,0.02442
10:33:35.105465,2.18038,0.00613,-0.44398,19.04919,0.85204,2.85243,-0.00227,-0.00238,-0.02593,0.02031,0.98802,2.16990,0.00733
10:33:35.115825,2.19074,0.00628,-0.43296,19.05568,0.98329,2.85243,-0.00120,-0.00253,-0.02519,0.01873,0.98570,2.17937,0.01954
10:33:35.125865,2.20007,0.00542,-0.41624,19.06378,0.78204,2.80865,-0.00349,-0.00085,-0.02239,0.02714,0.98710,2.18941,0.00977
10:33:35.136491,2.21140,0.00638,-0.40154,19.07351,0.79954,2.77946,0.00048,0.00236,-0.01348,0.02452,0.98850,2.19991,0.00733
10:33:35.145696,2.22061,0.00538,-0.39263,19.08486,0.43204,2.74541,-0.00151,-0.00176,-0.00665,0.02269,0.99198,2.21014,0.00733
10:33:35.157808,2.23272,0.00701,-0.38109,19.09459,0.58079,2.71622,-0.00196,0.00068,-0.00360,0.02324,0.99162,2.22177,0.01709
10:33:35.168301,2.24319,0.00711,-0.37291,19.10432,0.25704,2.68703,-0.00578,-0.00161,-0.00104,0.02428,0.99223,2.23189,0.01221
10:33:35.177515,2.25242,0.00608,-0.36765,19.11243,0.44079,2.68703,-0.00166,-0.00085,-0.00354,0.01940,0.99149,2.24108,0.00244
10:33:35.188518,2.26271,0.00575,-0.36274,19.12054,0.11704,2.63838,-0.00288,0.00389,-0.00122,0.02220,0.99033,2.25201,0.01465
10:33:35.198631,2.27352,0.00618,-0.35840,19.13027,-0.03171,2.60919,0.00155,0.00541,-0.00055,0.02342,0.98942,2.26219,0.00977
10:33:35.209050,2.28395,0.00620,-0.35764,19.14000,0.04704,2.58000,0.00216,0.00480,-0.00049,0.01842,0.98710,2.27238,0.02198
10:33:35.220001,2.29491,0.00635,-0.35551,19.15135,0.11704,2.54595,-0.00166,0.00557,-0.00268,0.01909,0.98789,2.28350,0.02686
10:33:35.229985,2.30488,0.00596,-0.35582,19.16270,-0.40796,2.51189,-0.00151,0.00541,-0.00909,0.02251,0.98728,2.29372,0.02198
10:33:35.240525,2.31543,0.00615,-0.35415,19.17730,-0.32921,2.46811,-0.00028,0.00496,-0.00708,0.02397,0.98960,2.30407,0.02198
10:33:35.251646,2.32655,0.00690,-0.36093,19.19514,-0.42546,2.41459,-0.00196,0.00480,-0.01122,0.01580,0.98991,2.31524,0.03419
10:33:35.260599,2.33520,0.00536,-0.36321,19.21135,-0.52171,2.41459,0.00247,0.00434,-0.01208,0.02092,0.98850,2.32450,0.02930
10:33:35.273581,2.34819,0.00740,-0.36892,19.22595,-0.73171,2.32216,0.00460,0.00389,-0.01806,0.02166,0.99174,2.33671,0.05372
10:33:35.283196,2.35810,0.00676,-0.37470,19.23730,-0.80171,2.28811,0.00017,0.00160,-0.01885,0.02050,0.99040,2.34681,0.07326
10:33:35.292927,2.36784,0.00564,-0.38354,19.24865,-0.72296,2.25405,0.00369,-0.00268,-0.02196,0.01598,0.98948,2.35694,0.07082
10:33:35.304582,2.37948,0.00691,-0.39100,19.25351,-0.63546,2.23946,0.00308,-0.00024,-0.02446,0.01714,0.98631,2.36816,0.04396
10:33:35.315163,2.39005,0.00712,-0.39942,19.25351,-1.12546,2.23946,-0.00013,0.00175,-0.02275,0.02141,0.98899,2.37877,0.01465
10:33:35.325064,2.39996,0.00666,-0.40122,19.25514,-0.81046,2.23946,0.00201,-0.00100,-0.02056,0.02391,0.98918,2.38810,0.03907
10:33:35.335839,2.41074,0.00709,-0.40986,19.25676,-1.05546,2.22973,0.00674,-0.00299,-0.01903,0.02025,0.98911,2.39881,0.01221
10:33:35.345984,2.42089,0.00646,-0.42102,19.25676,-1.06421,2.22973,-0.00044,-0.00054,-0.02135,0.01690,0.98850,2.40918,0.01221
10:33:35.356915,2.43113,0.00633,-0.43498,19.25676,-1.14296,2.22973,0.00002,-0.00039,-0.01702,0.01562,0.98936,2.42048,0.00977
10:33:35.365509,2.44043,0.00527,-0.43888,19.25676,-0.80171,2.22973,-0.00151,0.00129,-0.01440,0.02098,0.99040,2.42999,0.02442
10:33:35.377096,2.45199,0.00634,-0.45023,19.25838,-0.91546,2.22486,-0.00044,0.00114,-0.01519,0.01482,0.99070,2.44070,0.00977
10:33:35.388618,2.46353,0.00719,-0.46074,19.26324,-0.96796,2.21027,0.00063,0.00312,-0.01226,0.01653,0.99186,2.45168,0.01221
10:33:35.398976,2.47387,0.00716,-0.47248,19.26811,-0.98546,2.19568,0.00231,0.00328,-0.01372,0.01415,0.98838,2.46181,0.02686
10:33:35.409183,2.48384,0.00606,-0.48022,19.27622,-0.71421,2.17135,-0.00120,0.00190,-0.00872,0.01592,0.98960,2.47251,0.00977
10:33:35.420520,2.49542,0.00728,-0.49159,19.28595,-0.94171,2.14216,-0.00151,0.00465,-0.00732,0.01513,0.98911,2.48394,0.01465
10:33:35.429674,2.50457,0.00615,-0.49724,19.29243,-0.78421,2.14216,0.00216,0.00404,-0.00842,0.01751,0.98777,2.49317,0.01221
10:33:35.440724,2.51562,0.00684,-0.50606,19.30216,-0.70546,2.09351,0.00567,0.00389,-0.00897,0.01452,0.99040,2.50432,0.01709
10:33:35.451163,2.52606,0.00626,-0.51372,19.31514,-0.74921,2.05459,-0.00120,0.00450,-0.00866,0.01562,0.98918,2.51476,0.03663
10:33:35.461041,2.53594,0.00596,-0.52333,19.32811,-0.66171,2.05459,0.00002,0.00358,-0.00958,0.01183,0.99174,2.52464,0.03175
10:33:35.473005,2.54790,0.00756,-0.53701,19.34432,-0.81921,1.96703,0.00537,0.00098,-0.00939,0.00958,0.98857,2.53547,0.07814
10:33:35.482623,2.55750,0.00603,-0.55051,19.35730,-0.77546,1.92811,0.00170,-0.00008,-0.01031,0.00897,0.98911,2.54624,0.06349
10:33:35.492929,2.56783,0.00608,-0.56071,19.36703,-0.67046,1.89892,0.00033,0.00098,-0.00994,0.01080,0.98954,2.55639,0.08791
10:33:35.503392,2.57761,0.00565,-0.57161,19.37189,-1.12546,1.88432,-0.00227,-0.00100,-0.01452,0.01555,0.99113,2.56692,0.11233
10:33:35.514564,2.58922,0.00706,-0.58045,19.37838,-0.88921,1.86486,0.00399,0.00175,-0.01458,0.01549,0.99125,2.57803,0.10989
10:33:35.524843,2.59975,0.00722,-0.58608,19.38000,-0.95921,1.86000,0.00079,0.00068,-0.01763,0.01879,0.99101,2.58809,0.08059
10:33:35.533890,2.60879,0.00602,-0.59546,19.38324,-0.89796,1.86000,0.00308,-0.00039,-0.01763,0.01299,0.98893,2.59751,0.01709
10:33:35.544451,2.61863,0.00550,-0.60773,19.38649,-0.92421,1.84054,0.00247,-0.00222,-0.01647,0.01080,0.98637,2.60794,0.01465
10:33:35.554692,2.62959,0.00625,-0.62108,19.38811,-0.93296,1.83568,0.00399,-0.00085,-0.01616,0.00939,0.99058,2.61827,0.05372
10:33:35.564900,2.63979,0.00605,-0.63147,19.38811,-1.05546,1.83568,0.00262,-0.00329,-0.01562,0.01372,0.98826,2.62839,0.05861
10:33:35.575698,2.64989,0.00562,-0.64358,19.38973,-1.06421,1.83081,0.00048,-0.00543,-0.01580,0.01257,0.99046,2.63922,0.07814
10:33:35.585196,2.66011,0.00549,-0.65236,19.38973,-0.72296,1.83081,0.00231,-0.00238,-0.01940,0.01141,0.99033,2.64935,0.02930
10:33:35.596943,2.67186,0.00687,-0.65939,19.39297,-0.68796,1.82108,0.00445,-0.00146,-0.01379,0.01421,0.98942,2.66121,0.01465
10:33:35.608001,2.68291,0.00721,-0.66877,19.39622,-1.05546,1.81135,-0.00013,-0.00039,-0.01482,0.01458,0.99076,2.67160,0.02930
10:33:35.617364,2.69227,0.00638,-0.67943,19.39946,-0.79296,1.81135,0.00216,-0.00070,-0.01494,0.00854,0.98710,2.68056,0.02198
10:33:35.627594,2.70250,0.00624,-0.68993,19.40595,-0.72296,1.78216,0.00155,0.00251,-0.01476,0.00909,0.98741,2.69106,0.02442
10:33:35.638758,2.71364,0.00703,-0.70005,19.41081,-0.70546,1.76757,0.00124,0.00175,-0.01525,0.00976,0.98881,2.70233,0.04640
10:33:35.649085,2.72399,0.00700,-0.70488,19.41730,-0.88921,1.74811,0.00170,0.00083,-0.01299,0.01708,0.98814,2.71268,0.01709
10:33:35.658542,2.73324,0.00605,-0.71281,19.42054,-0.87171,1.74811,0.00109,-0.00039,-0.01183,0.01238,0.99052,2.72214,0.05861
10:33:35.668839,2.74374,0.00606,-0.72134,19.42541,-0.78421,1.72378,0.00216,-0.00008,-0.01232,0.01122,0.98881,2.73230,0.04640
10:33:35.679265,2.75416,0.00611,-0.73277,19.43027,-0.86296,1.70919,0.00292,-0.00039,-0.01330,0.00903,0.98948,2.74285,0.01954
10:33:35.689747,2.76465,0.00609,-0.74762,19.43351,-0.87171,1.69946,-0.00120,-0.00100,-0.01055,0.00488,0.98918,2.75329,0.07814
10:33:35.700651,2.77556,0.00654,-0.76112,19.43838,-1.04671,1.68486,0.00002,-0.00008,-0.00976,0.00903,0.99204,2.76436,0.05617
10:33:35.711941,2.78685,0.00752,-0.76839,19.44162,-0.83671,1.67514,-0.00013,0.00251,-0.00891,0.01263,0.98881,2.77472,0.05372
10:33:35.721653,2.79657,0.00623,-0.77176,19.44811,-0.76671,1.65568,0.00079,-0.00222,-0.01116,0.01623,0.99247,2.78508,0.06105
10:33:35.731955,2.80686,0.00616,-0.78433,19.45459,-1.01171,1.63622,0.00048,-0.00100,-0.01275,0.00848,0.98728,2.79552,0.06349
10:33:35.742960,2.81785,0.00679,-0.79595,19.45946,-0.95921,1.62162,-0.00028,0.00037,-0.01128,0.00939,0.98820,2.80656,0.07082
10:33:35.751925,2.82684,0.00526,-0.80491,19.46108,-0.75796,1.62162,0.00277,-0.00268,-0.01189,0.00854,0.98820,2.81621,0.05617
10:33:35.763168,2.83808,0.00614,-0.81585,19.46270,-1.02046,1.61189,0.00201,-0.00039,-0.01232,0.01006,0.98911,2.82679,0.08303
10:33:35.772767,2.84768,0.00555,-0.83269,19.46270,-1.16921,1.61189,0.00231,-0.00207,-0.01183,0.00409,0.98942,2.83678,0.06838
10:33:35.784555,2.85945,0.00679,-0.83993,19.46270,-0.84546,1.61189,0.00124,-0.00131,-0.01336,0.01251,0.98881,2.84816,0.03419
10:33:35.793774,2.86868,0.00581,-0.84661,19.46432,-1.16046,1.61189,0.00323,-0.00008,-0.01592,0.01482,0.98918,2.85781,0.05617
10:33:35.806124,2.88102,0.00701,-0.85679,19.46595,-1.00296,1.60216,-0.00013,-0.00115,-0.01519,0.01104,0.98838,2.86932,0.01709
10:33:35.815963,2.89087,0.00651,-0.87339,19.46919,-0.96796,1.59243,0.00308,0.00037,-0.01305,0.00238,0.99027,2.88021,0.02198
10:33:35.825919,2.90084,0.00592,-0.88664,19.47243,-1.00296,1.58270,0.00323,-0.00161,-0.01629,0.00549,0.98759,2.89034,0.05617
10:33:35.836639,2.91155,0.00628,-0.89596,19.47730,-0.88046,1.58270,0.00216,-0.00100,-0.01806,0.00799,0.98820,2.90008,0.06349
10:33:35.846995,2.92191,0.00578,-0.90554,19.47892,-1.08171,1.56324,0.00460,-0.00283,-0.01842,0.01116,0.98905,2.91096,0.04640
10:33:35.856943,2.93185,0.00530,-0.91524,19.48216,-1.03796,1.55351,0.00079,0.00160,-0.01806,0.00952,0.98857,2.92117,0.04151
10:33:35.869468,2.94369,0.00674,-0.92538,19.48703,-0.87171,1.53892,0.00338,0.00083,-0.01763,0.00860,0.99033,2.93307,0.02442
10:33:35.879115,2.95401,0.00669,-0.93444,19.49189,-0.92421,1.53892,0.00094,0.00190,-0.01623,0.00738,0.98802,2.94211,0.04640
10:33:35.888830,2.96373,0.00598,-0.94434,19.49676,-0.86296,1.50973,0.00292,-0.00176,-0.01720,0.00683,0.98997,2.95238,0.04884
10:33:35.899900,2.97480,0.00674,-0.95894,19.49838,-1.02046,1.50486,0.00308,0.00098,-0.01372,0.00348,0.98765,2.96300,0.06105
10:33:35.910888,2.98577,0.00736,-0.97026,19.50000,-0.84546,1.50000,0.00323,-0.00222,-0.01098,0.00464,0.98936,2.97333,0.04396
10:33:35.921441,2.99635,0.00683,-0.98133,19.50000,-0.84546,1.50000,0.00048,0.00358,-0.01574,0.00555,0.98997,2.98452,0.03907
10:33:35.931167,3.00606,0.00618,-0.98899,19.50162,-0.45171,1.49514,0.00063,0.00526,-0.01348,0.00378,0.98875,2.99473,0.08791
10:33:35.942615,3.01665,0.00624,-0.99896,19.50811,-0.87171,1.47568,0.00445,0.00297,-0.01238,0.00708,0.98948,3.00617,0.08303
10:33:35.952022,3.02693,0.00615,-1.00728,19.51459,-0.86296,1.47568,0.00415,0.00328,-0.01342,0.00671,0.98777,3.01560,0.05861
10:33:35.962236,3.03713,0.00599,-1.02126,19.51784,-0.76671,1.44649,0.00155,0.00098,-0.01226,-0.00018,0.99155,3.02595,0.07326
10:33:35.972734,3.04764,0.00600,-1.03612,19.52108,-0.90671,1.43676,0.00308,-0.00115,-0.01269,0.00018,0.98808,3.03627,0.08547
10:33:35.983265,3.05816,0.00617,-1.04621,19.52108,-0.84546,1.43676,0.00201,0.00114,-0.01257,0.00494,0.99070,3.04682,0.16117
10:33:35.995073,3.06996,0.00776,-1.05203,19.52108,-0.52171,1.43676,0.00353,-0.00100,-0.00982,0.00604,0.98875,3.05781,0.16606
10:33:36.004635,3.07954,0.00698,-1.06076,19.52108,-0.49546,1.43676,0.00491,-0.00100,-0.01074,0.00165,0.99332,3.06766,0.07326
10:33:36.014249,3.08915,0.00623,-1.07002,19.52432,-0.45171,1.42703,0.00017,0.00068,-0.01507,0.00049,0.98875,3.07772,0.07814
10:33:36.024275,3.09919,0.00551,-1.07737,19.53243,-0.52171,1.40270,0.00262,0.00007,-0.01299,0.00378,0.98997,3.08853,0.07814
10:33:36.035335,3.11023,0.00620,-1.08438,19.53892,-0.37296,1.38324,0.00140,-0.00329,-0.01214,0.00201,0.99088,3.09885,0.01465
10:33:36.045768,3.12067,0.00596,-1.09240,19.54216,-0.31171,1.37351,0.00109,-0.00283,-0.01293,0.00006,0.99070,3.10931,0.06593
10:33:36.057861,3.13226,0.00659,-1.09697,19.54541,-0.31171,1.36378,0.00048,-0.00100,-0.01555,0.00433,0.98954,3.12099,0.10745
10:33:36.067315,3.14222,0.00618,-1.10095,19.54541,-0.18046,1.36378,0.00338,-0.00085,-0.01641,0.00281,0.98783,3.13085,0.05861
10:33:36.078804,3.15331,0.00659,-1.10880,19.55027,-0.30296,1.34919,0.00140,-0.00054,-0.01482,-0.00012,0.98857,3.14133,0.06349
10:33:36.088353,3.16326,0.00618,-1.11313,19.55514,-0.40796,1.34919,0.00170,-0.00436,-0.01403,0.00506,0.98899,3.15187,0.08547
10:33:36.099375,3.17426,0.00682,-1.11698,19.55676,-0.32046,1.32973,0.00033,-0.00299,-0.01708,0.00445,0.98808,3.16233,0.07082
10:33:36.109481,3.18439,0.00663,-1.12156,19.55838,-0.11046,1.32486,0.00048,0.00083,-0.01403,0.00122,0.99125,3.17392,0.07082
10:33:36.120955,3.19559,0.00761,-1.12630,19.55838,-0.11046,1.32486,-0.00166,-0.00176,-0.01562,0.00073,0.98710,3.18375,0.07814
10:33:36.129845,3.20422,0.00606,-1.12871,19.55838,-0.16296,1.32486,0.00048,0.00068,-0.01531,0.00378,0.99229,3.19282,0.02442
10:33:36.139783,3.21469,0.00617,-1.12915,19.55838,-0.00546,1.32486,0.00338,-0.00039,-0.01543,0.00439,0.98881,3.20333,0.04396
10:33:36.150979,3.22586,0.00698,-1.12860,19.55838,0.01204,1.32486,-0.00059,-0.00054,-0.01574,0.00531,0.99046,3.21449,0.05372
10:33:36.160745,3.23565,0.00608,-1.13081,19.56000,-0.17171,1.32486,0.00308,-0.00176,-0.01647,0.00421,0.99088,3.22431,0.07082
10:33:36.171270,3.24615,0.00622,-1.13104,19.56000,0.01204,1.32000,-0.00410,-0.00024,-0.01476,0.00439,0.99076,3.23476,0.09768
10:33:36.181235,3.25612,0.00600,-1.13448,19.56000,0.07329,1.32000,0.00292,0.00114,-0.01543,0.00000,0.98930,3.24478,0.07814
10:33:36.191742,3.26663,0.00630,-1.13378,19.56000,0.11704,1.32000,-0.00074,-0.00008,-0.01391,0.00415,0.98930,3.25529,0.04396
10:33:36.201790,3.27670,0.00600,-1.13142,19.56162,-0.02296,1.31514,-0.00319,-0.00238,-0.01348,0.00769,0.98576,3.26529,0.03175
10:33:36.212075,3.28699,0.00590,-1.12937,19.56324,0.16954,1.31027,-0.00227,-0.00100,-0.01177,0.00506,0.98887,3.27612,0.01465
10:33:36.223840,3.29874,0.00672,-1.12906,19.56486,0.21329,1.30541,-0.00028,-0.00238,-0.01354,0.00244,0.99143,3.28745,0.01221
10:33:36.235107,3.30986,0.00747,-1.13195,19.56649,-0.11921,1.30054,0.00216,-0.00008,-0.01202,0.00293,0.98979,3.29799,0.08059
10:33:36.244511,3.31941,0.00667,-1.12896,19.56649,0.27454,1.30054,-0.00227,-0.00146,-0.01507,0.00525,0.99168,3.30757,0.02198
10:33:36.253500,3.32841,0.00531,-1.12830,19.56811,0.27454,1.29568,-0.00151,-0.00146,-0.01342,0.00238,0.99186,3.31792,0.01221
10:33:36.264710,3.33961,0.00600,-1.12498,19.56973,0.23954,1.29081,0.00094,-0.00070,-0.01391,0.00586,0.98966,3.32825,0.02442
10:33:36.275183,3.35008,0.00627,-1.12015,19.57135,0.30954,1.28595,0.00109,-0.00100,-0.01226,0.00677,0.99009,3.33877,0.02198
10:33:36.284649,3.35956,0.00556,-1.11753,19.57297,0.05579,1.28595,0.00338,-0.00360,-0.01409,0.00738,0.99009,3.34865,0.04151
10:33:36.295621,3.37053,0.00617,-1.11630,19.57459,0.03829,1.27622,0.00094,-0.00207,-0.01287,0.00598,0.98789,3.35916,0.01954
10:33:36.306563,3.38061,0.00589,-1.11580,19.57622,0.23954,1.27135,-0.00380,-0.00283,-0.01372,0.00287,0.99259,3.36933,0.01221
10:33:36.317612,3.39250,0.00741,-1.11447,19.57622,-0.01421,1.27135,-0.00166,-0.00054,-0.01635,0.00677,0.98942,3.38081,0.02198
10:33:36.327473,3.40237,0.00692,-1.11321,19.57946,0.17829,1.26162,0.00079,-0.00008,-0.01348,0.00445,0.98863,3.39106,0.02930
10:33:36.336817,3.41173,0.00607,-1.11281,19.57946,0.13454,1.26162,0.00094,0.00053,-0.01775,0.00415,0.99143,3.40040,0.01954
10:33:36.347232,3.42212,0.00611,-1.11337,19.58108,-0.09296,1.25676,0.00124,-0.00070,-0.01238,0.00555,0.98796,3.41084,0.01221
10:33:36.357489,3.43238,0.00601,-1.11316,19.58108,-0.04921,1.25676,0.00384,-0.00039,-0.01385,0.00592,0.99162,3.42098,0.02198
10:33:36.368935,3.44356,0.00682,-1.11306,19.58270,0.13454,1.25189,0.00353,0.00266,-0.01391,0.00360,0.98905,3.43156,0.01954
10:33:36.378139,3.45304,0.00594,-1.11151,19.58432,0.16079,1.24703,0.00323,0.00098,-0.01482,0.00500,0.98826,3.44191,0.02198
10:33:36.389155,3.46339,0.00579,-1.11031,19.58595,0.18704,1.24216,-0.00349,-0.00161,-0.01781,0.00433,0.99125,3.45223,0.01709
10:33:36.399614,3.47452,0.00657,-1.10894,19.58919,0.23079,1.23243,0.00415,-0.00070,-0.01629,0.00396,0.99015,3.46279,0.02686
10:33:36.409266,3.48417,0.00602,-1.11041,19.59243,-0.03171,1.22270,0.00063,-0.00192,-0.01586,0.00384,0.99015,3.47281,0.02442
10:33:36.420789,3.49569,0.00731,-1.11125,19.59568,0.01204,1.21297,0.00124,-0.00131,-0.01580,0.00403,0.98911,3.48383,0.01465
10:33:36.430189,3.50509,0.00609,-1.11158,19.59730,-0.03171,1.20811,0.00277,-0.00008,-0.01385,0.00512,0.99009,3.49396,0.02198
10:33:36.441343,3.51624,0.00672,-1.11267,19.60054,0.01204,1.19838,0.00430,0.00205,-0.01568,0.00372,0.98911,3.50492,0.07082
10:33:36.451879,3.52677,0.00688,-1.11434,19.60054,0.02954,1.19838,0.00216,0.00037,-0.01342,0.00287,0.99094,3.51473,0.02930
10:33:36.461129,3.53603,0.00595,-1.11178,19.60054,0.14329,1.19838,-0.00227,-0.00024,-0.01165,0.00641,0.98972,3.52472,0.01954
10:33:36.472123,3.54704,0.00659,-1.10847,19.60216,0.13454,1.19351,0.00002,0.00022,-0.01092,0.00732,0.98814,3.53526,0.05372
10:33:36.481808,3.55670,0.00606,-1.10608,19.60378,0.03829,1.18865,-0.00212,-0.00024,-0.01531,0.00750,0.99076,3.54538,0.05861
10:33:36.492296,3.56721,0.00618,-1.10673,19.60378,0.16079,1.18865,-0.00044,0.00190,-0.01251,0.00256,0.98789,3.55583,0.07814
10:33:36.502609,3.57733,0.00594,-1.10667,19.60541,0.14329,1.18378,-0.00028,0.00144,-0.01580,0.00360,0.98814,3.56617,0.11722
10:33:36.513144,3.58805,0.00631,-1.10537,19.60541,-0.00546,1.18378,-0.00089,0.00160,-0.01055,0.00677,0.98838,3.57638,0.06349
10:33:36.524262,3.59917,0.00706,-1.10524,19.60703,0.10829,1.17892,0.00247,-0.00070,-0.01318,0.00409,0.98972,3.58693,0.05861
10:33:36.533530,3.60842,0.00595,-1.10545,19.60703,0.22204,1.17892,-0.00074,-0.00283,-0.01330,0.00244,0.98924,3.59708,0.04640
10:33:36.544727,3.61962,0.00678,-1.10368,19.60703,0.22204,1.17892,-0.00196,-0.00039,-0.01427,0.00445,0.98857,3.60828,0.06349
10:33:36.555353,3.62930,0.00610,-1.09989,19.60865,0.19579,1.17892,-0.00288,0.00053,-0.01415,0.00744,0.99064,3.61813,0.05372
10:33:36.564759,3.63966,0.00596,-1.10031,19.61027,0.16079,1.16919,-0.00044,-0.00222,-0.01543,0.00299,0.98875,3.62832,0.05617
10:33:36.575336,3.65023,0.00614,-1.10141,19.61189,0.16079,1.16432,0.00369,-0.00024,-0.01348,0.00213,0.98863,3.63890,0.06349
10:33:36.585529,3.66043,0.00598,-1.09979,19.61351,0.13454,1.15946,0.00063,-0.00176,-0.01574,0.00561,0.98948,3.64905,0.08059
10:33:36.596710,3.67160,0.00695,-1.09825,19.61514,-0.04046,1.15459,-0.00181,-0.00314,-0.01452,0.00762,0.98905,3.66027,0.01709
10:33:36.606071,3.68097,0.00603,-1.09824,19.61514,0.03829,1.15459,0.00140,-0.00329,-0.01421,0.00494,0.98814,3.66987,0.08059
10:33:36.617789,3.69269,0.00736,-1.09417,19.62000,0.35329,1.14000,0.00201,-0.00176,-0.01482,0.00555,0.98777,3.68108,0.06593
