Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,MeasuredVelocity,FilteredVelocity,BalancingGainsInner,BalancingGainsOuter,Roll,SteeringAngle,RollRate,ControlInput,BalancingSetpoint,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
08:58:51.013482,0.01022,0.01020,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00080,-0.00240,0.00000,-0.00185,0.00108,-0.00207,-0.07271,0.98423,0.00001,0.06838
08:58:51.034851,0.03203,0.00849,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00080,-0.00240,0.00000,0.00136,0.00031,-0.00470,-0.07412,0.98503,0.02314,0.14408
08:58:51.044151,0.04103,0.00733,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00172,-0.00515,0.00000,-0.00185,0.00428,-0.00433,-0.07454,0.98606,0.03194,0.14652
08:58:51.055422,0.05261,0.00854,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00217,-0.00652,0.00000,-0.00353,0.00169,-0.00396,-0.07576,0.98619,0.04281,0.16361
08:58:51.065124,0.06184,0.00760,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00256,0.00768,0.00000,0.00014,0.00062,-0.00329,-0.07625,0.98344,0.05265,0.16850
08:58:51.074590,0.07177,0.00693,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00363,0.01089,0.00000,-0.00062,-0.00442,-0.00390,-0.07777,0.98533,0.06259,0.16361
08:58:51.085615,0.08281,0.00761,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00332,0.00997,0.00000,0.00044,-0.00137,-0.00293,-0.07521,0.98539,0.07380,0.15385
08:58:51.095704,0.09289,0.00728,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00195,0.00585,0.00000,-0.00032,0.00031,-0.00189,-0.07503,0.98509,0.08386,0.15873
08:58:51.105350,0.10255,0.00674,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00210,0.00631,0.00000,0.00151,-0.00121,-0.00396,-0.07594,0.98430,0.09360,0.16850
08:58:51.116061,0.11305,0.00705,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00180,0.00539,0.00000,0.00167,0.00230,-0.00348,-0.07521,0.98350,0.10409,0.16117
