Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A),deltadot_computed,steering_acc
14:46:23.118576,0.00859,0.00804,0.03124,47.76162,0.69640,-745.81029,-0.00268,-0.00140,-0.00872,0.05234,0.98753,0.00001,3.10134,115.53637,-1792.69762
14:46:23.131172,0.02166,0.00951,0.06313,47.76162,1.05514,-776.20018,-0.00085,-0.00155,-0.00744,0.04990,0.99088,0.00987,3.13797,-56.94654
14:46:23.140991,0.03062,0.00819,0.08629,47.76162,0.98514,-808.33651,-0.00360,0.00196,-0.00549,0.04130,0.99509,0.01976,3.15995,-56.78715
14:46:23.149746,0.04026,0.00717,0.10473,47.76162,0.96765,-839.34444,-0.00161,0.00227,0.00110,0.03666,0.99296,0.02936,3.15751,-56.45156
14:46:23.161951,0.05177,0.00814,0.12156,47.76162,0.74890,-876.94770,0.00129,0.00334,0.00256,0.03593,0.99314,0.04082,3.15507,-57.25302
14:46:23.171568,0.06208,0.00791,0.15154,47.76162,0.82765,-910.17321,-0.00024,0.00242,0.00213,0.05118,0.98765,0.05118,3.15751,-56.12160
14:46:23.182497,0.07301,0.00866,0.19059,47.76162,0.68765,-945.26824,-0.00329,-0.00094,-0.00171,0.06381,0.98594,0.06139,3.15507,-55.97313
14:46:23.193428,0.08329,0.00888,0.23698,47.76162,0.65265,-975.91443,-0.00131,-0.00414,-0.00232,0.07326,0.98728,0.07185,3.16484,-55.07934
14:46:23.202152,0.09267,0.00801,0.27583,47.76162,1.06390,-1005.39658,-0.00283,-0.00353,-0.00372,0.06112,0.98710,0.08176,3.15507,-51.92405
14:46:23.213717,0.10354,0.00770,0.30174,47.76162,0.99390,-1035.49270,-0.00069,-0.00506,-0.00573,0.04740,0.98765,0.09194,3.15751,-51.70060
14:46:23.225714,0.11622,0.01003,0.31585,47.76162,0.92390,-1067.72826,0.00129,-0.00216,-0.00860,0.03447,0.99143,0.10282,3.15751,-51.75307
14:46:23.248450,0.13811,0.00947,0.35473,47.76162,0.65265,-1136.90249,0.00236,0.00151,-0.00677,0.05746,0.98832,0.12590,3.15995,-52.32557
14:46:23.257233,0.14775,0.00806,0.39718,47.76162,0.79265,-1168.17671,-0.00161,0.00166,-0.00311,0.06966,0.98838,0.13671,3.15995,-50.56789
14:46:23.268650,0.15916,0.00881,0.44199,47.76162,1.05514,-1200.24584,-0.00466,0.00105,-0.00287,0.06887,0.98393,0.14810,3.15507,-48.08591
14:46:23.278621,0.16886,0.00781,0.47535,47.76162,1.01140,-1225.41637,0.00221,-0.00048,-0.00201,0.05935,0.98637,0.15761,3.16484,-47.54468
14:46:23.290458,0.18097,0.00972,0.49788,47.76162,0.98514,-1252.41586,-0.00161,0.00181,-0.00262,0.04727,0.98808,0.16761,3.16484,-47.16127
14:46:23.301532,0.19137,0.00895,0.51931,47.76162,0.74890,-1285.76893,0.00144,-0.00002,-0.00262,0.04740,0.99101,0.17976,3.17216,-47.95051
14:46:23.311199,0.20060,0.00784,0.54034,47.76162,0.81015,-1312.65838,-0.00039,0.00196,-0.00165,0.04849,0.99174,0.18973,3.16239,-47.12424
14:46:23.320703,0.21121,0.00806,0.56709,47.76162,0.93265,-1340.45538,-0.00283,-0.00308,-0.00238,0.05368,0.99198,0.20011,3.17460,-45.82921
14:46:23.331597,0.22186,0.00834,0.59108,47.76162,0.74890,-1365.24108,-0.00207,-0.00231,0.00006,0.05362,0.98893,0.20969,3.15751,-46.27212
14:46:23.341962,0.23157,0.00755,0.61932,47.76162,0.87140,-1393.88333,-0.00314,-0.00033,-0.00061,0.05685,0.98881,0.22004,3.15751,-44.94234
14:46:23.353057,0.24327,0.00894,0.65179,47.76162,0.64389,-1419.24395,-0.00329,-0.00369,-0.00403,0.06466,0.98722,0.23057,3.15751,-45.42585
14:46:23.362325,0.25283,0.00832,0.68394,47.76162,0.86265,-1445.04223,0.00099,-0.00292,-0.00817,0.06234,0.98600,0.24093,3.15507,-43.47886
14:46:23.372894,0.26260,0.00759,0.71396,47.76162,0.99390,-1471.12410,-0.00008,0.00028,-0.00555,0.05856,0.98966,0.25177,3.15751,-42.05988
14:46:23.383804,0.27431,0.00877,0.73245,47.76162,0.85390,-1496.71709,-0.00192,0.00059,-0.00396,0.04764,0.98655,0.26231,3.15263,-42.39212
14:46:23.393304,0.28382,0.00810,0.75473,47.76162,0.78390,-1522.37937,-0.00085,0.00166,-0.00439,0.05319,0.98850,0.27292,3.15995,-42.25353
14:46:23.404086,0.29460,0.00843,0.78148,47.76162,0.83639,-1545.73677,-0.00039,0.00074,-0.00220,0.05880,0.98838,0.28280,3.16484,-41.34101
14:46:23.414519,0.30501,0.00835,0.80875,47.76162,0.78390,-1570.00400,-0.00008,0.00303,-0.00299,0.06027,0.99223,0.29314,3.16484,-40.99007
14:46:23.424733,0.31441,0.00699,0.83357,47.76162,0.93265,-1593.40168,-0.00360,0.00135,-0.00250,0.05612,0.99155,0.30347,3.15263,-39.59714
14:46:23.435421,0.32591,0.00789,0.85534,47.76162,1.09014,-1617.20997,0.00343,0.00303,-0.00360,0.05057,0.99302,0.31435,3.15507,-38.22758
14:46:23.446154,0.33551,0.00712,0.87359,47.76162,0.85390,-1640.38937,0.00007,0.00395,-0.00641,0.05014,0.98960,0.32470,3.17460,-39.09125
14:46:23.457368,0.34668,0.00793,0.89705,47.76162,0.77515,-1664.70871,0.00175,0.00196,-0.00232,0.05673,0.98655,0.33561,3.16484,-38.97292
14:46:23.467491,0.35798,0.00906,0.92646,47.76162,0.81890,-1688.20333,-0.00192,0.00074,-0.00104,0.06350,0.98545,0.34639,3.15995,-38.04605
14:46:23.476848,0.36736,0.00829,0.95498,47.76162,0.95015,-1707.71568,-0.00375,-0.00185,-0.00073,0.06295,0.98527,0.35570,3.17216,-36.66206
14:46:23.486869,0.37739,0.00809,0.97954,47.76162,0.66140,-1731.30934,-0.00344,-0.00170,-0.00531,0.06088,0.98783,0.36664,3.16972,-37.66488
14:46:23.496772,0.38729,0.00732,0.99953,47.76162,0.83639,-1751.95188,-0.00558,-0.00292,-0.00525,0.05490,0.98991,0.37658,3.15263,-36.24148
14:46:23.507851,0.39837,0.00768,1.01635,47.76162,0.62640,-1775.08572,0.00083,-0.00445,-0.00390,0.05350,0.99418,0.38751,3.15507,-36.99536
14:46:23.519090,0.40958,0.00846,1.03274,47.76162,0.60890,-1797.13749,0.00053,-0.00216,-0.00146,0.05368,0.99174,0.39801,3.16484,-36.70753
14:46:23.529276,0.41979,0.00831,1.05259,47.76162,0.62640,-1816.79234,-0.00237,-0.00109,-0.00586,0.05838,0.99021,0.40751,3.15751,-36.14766
14:46:23.538540,0.42905,0.00718,1.07112,47.76162,0.33765,-1839.44726,-0.00008,-0.00048,-0.00403,0.05978,0.98838,0.41812,3.15751,-37.29178
14:46:23.550202,0.44071,0.00849,1.09689,47.76162,0.57390,-1863.16515,0.00221,-0.00216,-0.00500,0.06460,0.98369,0.42982,3.17460,-35.39837
14:46:23.561276,0.45178,0.00938,1.12107,47.76162,0.52140,-1883.40627,0.00068,-0.00140,-0.00769,0.06496,0.98497,0.43986,3.15507,-35.11979
14:46:23.570548,0.46042,0.00793,1.14381,47.76162,0.25015,-1903.32665,-0.00039,-0.00109,-0.00555,0.06698,0.98570,0.44953,3.16484,-36.06964
14:46:23.579852,0.47037,0.00763,1.16010,47.76162,0.32015,-1922.31137,-0.00207,0.00105,-0.00915,0.05929,0.98625,0.45894,3.16484,-35.30639
14:46:23.590097,0.48060,0.00769,1.16936,47.76162,0.18890,-1945.37116,-0.00192,0.00181,-0.00592,0.05258,0.98802,0.47018,3.16239,-35.80687
14:46:23.601383,0.49189,0.00879,1.17667,47.76162,0.25015,-1966.51732,-0.00069,-0.00155,-0.00555,0.05014,0.98936,0.48019,3.15018,-35.30118
14:46:23.611585,0.50210,0.00859,1.19227,47.76162,0.10139,-1986.27043,-0.00039,-0.00033,-0.00525,0.06167,0.99198,0.49030,3.15995,-35.74908
14:46:23.621507,0.51202,0.00833,1.21249,47.76162,0.15389,-2008.28028,-0.00069,0.00074,-0.00317,0.06649,0.99101,0.50129,3.16972,-34.98921
14:46:23.632862,0.52268,0.00882,1.23502,47.76162,0.10139,-2026.83198,-0.00054,0.00059,-0.00323,0.07003,0.98637,0.51060,3.15995,-34.74914
14:46:23.641907,0.53169,0.00759,1.25303,47.76162,0.05764,-2046.68129,-0.00268,0.00135,-0.00384,0.06570,0.98753,0.52065,3.15751,-34.56698
14:46:23.652646,0.54314,0.00884,1.26198,47.76162,-0.06486,-2066.52147,0.00328,-0.00277,-0.00531,0.05685,0.98588,0.53055,3.15263,-35.02686
14:46:23.662558,0.55304,0.00838,1.27148,47.76162,0.10139,-2086.64421,-0.00268,0.00028,-0.00622,0.05588,0.98863,0.54092,3.15263,-33.89649
