Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:34:07.543235,0.00805,0.00748,-0.00164,0.00003,0.00003,-0.29797,-0.00147,-0.00076,-0.00335,-0.08363,0.98210,0.00001,3.10134
09:34:07.550879,0.01577,0.00493,-0.00327,0.00003,0.00079,-0.56164,-0.00025,0.00047,-0.00476,-0.08479,0.98362,0.00826,3.12332
09:34:07.561604,0.02649,0.00518,-0.00484,0.00003,0.00018,-0.87334,-0.00117,0.00123,-0.00171,-0.08253,0.98527,0.01844,3.14530
09:34:07.572948,0.03783,0.00592,-0.00641,0.00003,-0.00089,-1.20428,0.00036,0.00001,-0.00122,-0.08314,0.98405,0.02989,3.14530
09:34:07.582599,0.04749,0.00522,-0.00796,0.00003,-0.00165,-1.51722,-0.00132,-0.00289,-0.00275,-0.08229,0.98222,0.03997,3.13309
09:34:07.592950,0.05784,0.00521,-0.00945,0.00003,-0.00028,-1.73124,0.00189,-0.00091,-0.00275,-0.08180,0.98356,0.05013,3.14286
09:34:07.602754,0.06765,0.00479,-0.01099,0.00003,-0.00257,-2.10851,0.00051,0.00169,-0.00305,-0.08461,0.98265,0.06014,3.14530
09:34:07.613663,0.07855,0.00523,-0.01247,0.00003,0.00201,-2.18393,0.00235,0.00184,-0.00360,-0.08522,0.98161,0.07069,3.14774
09:34:07.623522,0.08842,0.00474,-0.01394,0.00003,0.00094,-2.49600,-0.00071,0.00001,-0.00238,-0.08510,0.98350,0.08091,3.13797
09:34:07.633878,0.09877,0.00473,-0.01538,0.00003,0.00033,-2.78417,0.00021,0.00031,-0.00262,-0.08449,0.98320,0.09108,3.15263
09:34:07.645131,0.10931,0.00491,-0.01679,0.00003,0.00048,-3.03297,0.00112,-0.00167,-0.00201,-0.08345,0.98283,0.10163,3.13553
09:34:07.654592,0.11948,0.00473,-0.01819,0.00003,-0.00135,-3.36580,-0.00132,0.00001,-0.00403,-0.08357,0.98289,0.11198,3.15507
09:34:07.665105,0.13000,0.00476,-0.01955,0.00003,-0.00074,-3.58751,0.00067,0.00123,-0.00165,-0.08265,0.98332,0.12229,3.14286
09:34:07.675480,0.14037,0.00477,-0.02089,0.00003,-0.00089,-3.83822,0.00387,-0.00060,-0.00293,-0.08253,0.98167,0.13285,3.13797
09:34:07.686107,0.15100,0.00521,-0.02225,0.00003,-0.00120,-4.09784,0.00021,-0.00152,-0.00262,-0.08455,0.98137,0.14289,3.14042
09:34:07.697036,0.16193,0.00475,-0.02355,0.00003,-0.00028,-4.29516,-0.00163,-0.00030,-0.00177,-0.08296,0.98509,0.15424,3.14042
09:34:07.707400,0.17229,0.00475,-0.02485,0.00003,-0.00150,-4.58441,-0.00422,0.00108,-0.00238,-0.08388,0.98472,0.16480,3.15263
09:34:07.717724,0.18262,0.00488,-0.02614,0.00003,-0.00211,-4.84429,-0.00010,0.00245,-0.00305,-0.08363,0.98558,0.17482,3.14530
09:34:07.728770,0.19284,0.00475,-0.02744,0.00003,-0.00318,-5.12579,-0.00315,-0.00152,-0.00275,-0.08455,0.98131,0.18532,3.15507
09:34:07.738587,0.20348,0.00502,-0.02868,0.00003,-0.00013,-5.22164,-0.00086,-0.00045,-0.00207,-0.08424,0.98472,0.19550,3.14286
09:34:07.749425,0.21369,0.00487,-0.02986,0.00003,0.00171,-5.35823,0.00112,0.00092,-0.00189,-0.08265,0.98405,0.20601,3.15018
