Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
10:23:21.484731,0.01163,0.01107,-0.00678,-1.76270,0.37413,0.00000,-0.00042,-0.00277,-0.01629,0.01226,0.98844,0.00001,0.01954
10:23:21.502952,0.02988,0.00624,-0.00518,-1.76270,0.66288,17.86371,-0.00134,-0.00170,-0.01177,0.01074,0.99046,0.02041,0.01954
10:23:21.513612,0.04053,0.00618,-0.01118,-1.74811,0.47038,17.80824,-0.00195,-0.00109,-0.01330,0.01177,0.98777,0.03078,0.00000
10:23:21.524672,0.05160,0.00669,-0.01710,-1.63459,0.79413,16.76091,-0.00256,0.00013,-0.01397,0.00762,0.98832,0.04154,0.00000
10:23:21.534990,0.06189,0.00678,-0.01187,-1.48216,0.82913,15.31321,-0.00455,0.00089,-0.01348,0.02037,0.99015,0.05186,0.00488
10:23:21.545523,0.07245,0.00652,-0.02516,-1.31027,0.63663,13.66318,0.00171,0.00227,-0.01061,0.00122,0.99290,0.06239,0.00488
10:23:21.556477,0.08340,0.00652,-0.03416,-1.13676,0.53163,11.99235,-0.00165,-0.00094,-0.01086,0.00671,0.98838,0.07370,0.00488
10:23:21.567151,0.09406,0.00682,-0.04636,-1.02000,0.68913,10.87973,-0.00256,-0.00522,-0.00988,0.00128,0.98649,0.08446,0.00000
10:23:21.577368,0.10429,0.00657,-0.03668,-0.93730,0.42663,10.87973,0.00141,-0.00476,-0.00543,0.03001,0.98936,0.09409,0.00000
10:23:21.587952,0.11488,0.00679,-0.05001,-0.86270,0.81163,9.39365,-0.00012,-0.01194,-0.01842,-0.00134,0.98936,0.10463,0.00000
10:23:21.598657,0.12557,0.00721,-0.05874,-0.76378,0.82038,8.44525,-0.00012,-0.00598,-0.01806,0.00366,0.98991,0.11511,0.00000
10:23:21.607955,0.13488,0.00631,-0.07705,-0.66649,0.93413,8.44525,0.00095,0.00120,-0.01104,-0.00854,0.99058,0.12527,0.00000
10:23:21.618217,0.14512,0.00632,-0.09941,-0.60324,0.90788,6.90064,-0.00104,0.00807,-0.01238,-0.01299,0.98869,0.13524,0.00000
10:23:21.628501,0.15542,0.00627,-0.07293,-0.51405,1.18788,6.03518,-0.00516,0.01235,-0.01049,0.03898,0.98972,0.14574,0.00000
10:23:21.637926,0.16486,0.00535,-0.06266,-0.43622,0.76788,5.27925,0.00064,0.01800,-0.01324,0.02599,0.99119,0.15604,0.00000
10:23:21.649574,0.17648,0.00612,-0.06064,-0.38432,1.43288,4.78112,-0.00104,0.01937,-0.01543,0.00799,0.98777,0.16685,0.00000
10:23:21.660019,0.18695,0.00638,-0.05844,-0.33892,0.90788,4.34470,-0.00394,0.01739,-0.01623,0.01513,0.99070,0.17726,0.00000
10:23:21.670190,0.19711,0.00614,-0.03621,-0.29514,0.67163,3.92219,-0.00302,0.01204,-0.01220,0.04099,0.98857,0.18764,0.00000
10:23:21.681283,0.20820,0.00647,-0.03642,-0.24973,1.04788,3.48180,-0.00226,0.00670,-0.01513,0.01043,0.98716,0.19859,0.00000
10:23:21.691435,0.21835,0.00626,-0.05759,-0.21081,0.70663,3.10327,0.00049,0.00731,-0.01421,-0.00878,0.98948,0.20870,0.00000
10:23:21.701672,0.22860,0.00616,-0.05822,-0.17514,0.27788,2.75609,-0.00272,0.00440,-0.01171,0.01921,0.99180,0.21963,0.00000
10:23:21.713463,0.24039,0.00773,-0.04956,-0.13946,0.25163,2.40678,0.00339,0.00089,-0.00933,0.03026,0.98985,0.23032,0.00244
10:23:21.722492,0.24922,0.00619,-0.05590,-0.12162,0.13788,2.40678,0.00095,-0.00369,-0.01068,0.01470,0.98966,0.23977,0.01221
10:23:21.732663,0.25958,0.00603,-0.06348,-0.11027,-0.07212,2.12569,0.00019,-0.00644,-0.01006,0.01543,0.98783,0.24991,0.00977
10:23:21.742582,0.26929,0.00538,-0.06111,-0.10378,-0.34337,2.06631,0.00171,-0.00384,-0.01299,0.03013,0.99125,0.26048,0.00488
10:23:21.752961,0.27989,0.00538,-0.07317,-0.10216,-0.12462,2.05542,-0.00042,-0.00491,-0.01580,0.01086,0.98960,0.27090,0.00000
10:23:21.765728,0.29195,0.00709,-0.10055,-0.10216,-0.51837,2.06170,0.00080,-0.00674,-0.01604,-0.00134,0.99027,0.28301,0.00000
10:23:21.774028,0.30096,0.00541,-0.10995,-0.10216,-0.61462,2.06170,-0.00012,-0.01010,-0.01196,0.01818,0.98899,0.29222,0.00000
10:23:21.785434,0.31235,0.00660,-0.11211,-0.10216,-0.92962,2.07170,-0.00027,-0.00949,-0.01013,0.03105,0.98924,0.30277,0.00000
10:23:21.795325,0.32224,0.00612,-0.12428,-0.10216,-0.81587,2.07170,0.00064,-0.01133,-0.00903,0.01751,0.98881,0.31266,0.00000
10:23:21.806139,0.33307,0.00676,-0.14345,-0.10216,-1.06087,2.08269,0.00171,-0.00629,-0.01440,0.01415,0.99357,0.32428,0.00000
10:23:21.817167,0.34406,0.00710,-0.14185,-0.09892,-0.71087,2.08269,-0.00287,-0.00155,-0.01415,0.03141,0.98899,0.33389,0.00000
10:23:21.826673,0.35358,0.00626,-0.14860,-0.08595,-0.61462,1.92894,-0.00180,0.00074,-0.01452,0.02105,0.98844,0.34387,0.00000
10:23:21.837435,0.36434,0.00657,-0.16478,-0.08595,-0.36962,1.93361,-0.00119,0.00547,-0.01360,0.00769,0.99021,0.35474,0.00000
10:23:21.847406,0.37431,0.00618,-0.18014,-0.08432,-0.53587,1.93361,0.00171,0.00929,-0.01116,0.00982,0.98899,0.36466,0.00000
