Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:59:14.906498,0.00946,0.00890,0.00556,-1.98000,-0.09548,16.07688,-0.00410,0.00363,-0.00293,0.03178,0.98838,0.00001,0.01221
09:59:14.914531,0.01754,0.00623,0.01214,-1.97838,-0.34923,6.82331,-0.00318,0.00301,-0.00305,0.03538,0.98869,0.00858,0.00000
09:59:14.925663,0.02867,0.00693,0.01641,-1.92162,-0.30548,8.82750,0.00140,0.00225,-0.00275,0.03337,0.98893,0.01991,0.01465
09:59:14.935063,0.03806,0.00596,0.02793,-1.85189,-0.33173,9.12059,0.00109,0.00195,-0.00067,0.04142,0.98954,0.02928,0.00000
09:59:14.944898,0.04790,0.00545,0.03132,-1.77730,-0.30548,10.08018,0.00323,0.00042,-0.00451,0.03233,0.98802,0.03985,0.00488
09:59:14.956125,0.05873,0.00592,0.04553,-1.70757,-0.19173,16.59082,0.00170,0.00332,-0.00220,0.04349,0.98918,0.05018,0.00733
09:59:14.965318,0.06833,0.00529,0.05649,-1.63297,-0.25298,15.30290,0.00109,0.00118,-0.00372,0.04063,0.98924,0.06025,0.00000
09:59:14.977397,0.08039,0.00699,0.06513,-1.52108,-0.23548,16.47582,-0.00318,0.00027,-0.00238,0.03794,0.98411,0.07105,0.00000
09:59:14.986990,0.08998,0.00596,0.06876,-1.38973,-0.09548,21.59703,-0.00043,-0.00401,-0.00262,0.03068,0.98747,0.08129,0.00000
09:59:14.998446,0.10144,0.00721,0.08761,-1.22270,-0.27923,15.79651,0.00048,-0.00615,-0.00238,0.05039,0.98527,0.09185,0.00000
09:59:15.007475,0.11047,0.00588,0.09317,-1.04595,0.21077,35.17326,-0.00211,-0.00187,-0.00128,0.02977,0.98704,0.10191,0.00000
09:59:15.017969,0.12096,0.00587,0.10698,-0.84000,0.47327,46.40370,-0.00486,0.00332,-0.00342,0.03587,0.97759,0.11226,0.00000
09:59:15.029869,0.13285,0.00694,0.09048,-0.45243,0.70952,49.44813,-0.00410,0.00607,-0.01385,-0.00226,1.01022,0.12392,0.00000
09:59:15.039177,0.14219,0.00532,0.12026,-0.00324,0.73577,51.48442,-0.00700,0.01676,-0.01598,0.05197,0.99784,0.13434,0.00000
