Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:37:12.727234,0.00869,0.00813,-0.00008,-0.07461,-0.14611,-5.48167,0.01060,0.01952,0.01000,0.11413,0.98369,0.00001,0.02442
09:37:12.735769,0.01665,0.00544,0.00012,-0.07545,-0.13924,-5.14603,0.01045,0.02501,0.01165,0.10901,0.98625,0.00792,0.00000
09:37:12.745131,0.02666,0.00489,0.00003,-0.07562,-0.13237,-4.87103,0.00892,0.03219,0.00543,0.10388,0.99058,0.01786,0.01465
09:37:12.755416,0.03694,0.00481,-0.00025,-0.07562,-0.12855,-4.76029,0.01014,0.03005,0.00244,0.09412,0.98850,0.02841,0.00733
09:37:12.765630,0.04716,0.00483,-0.00044,-0.07562,-0.12519,-4.65176,0.00877,0.02456,0.01104,0.09302,0.98417,0.03843,0.00977
09:37:12.777467,0.05839,0.00570,-0.00068,-0.07562,-0.12672,-4.76055,0.00953,0.02181,0.01281,0.09565,0.97911,0.04918,0.00977
09:37:12.786289,0.06781,0.00477,-0.00069,-0.07562,-0.11893,-4.43150,0.00571,0.01494,0.01043,0.09845,0.97716,0.05903,0.00977
09:37:12.797252,0.07878,0.00538,-0.00072,-0.07562,-0.11160,-4.12583,-0.00040,0.01478,0.00732,0.09974,0.97942,0.06986,0.00977
09:37:12.806919,0.08844,0.00468,-0.00066,-0.07562,-0.10717,-3.92835,0.00358,0.01188,0.00494,0.09699,0.98570,0.07990,0.02198
09:37:12.817885,0.09941,0.00543,-0.00072,-0.07562,-0.10015,-3.64127,0.00617,0.01371,0.00732,0.08546,0.98789,0.08998,0.01709
09:37:12.827449,0.10898,0.00480,-0.00092,-0.07562,-0.09373,-3.40643,0.00587,0.01280,0.00860,0.07436,0.99253,0.10046,0.02442
09:37:12.838087,0.11961,0.00501,-0.00122,-0.07562,-0.09557,-3.53872,0.00556,0.00959,0.01013,0.06820,0.99101,0.11084,0.01709
09:37:12.849221,0.13074,0.00577,-0.00133,-0.07562,-0.09740,-3.63520,0.00693,0.01234,0.01092,0.08601,0.98783,0.12185,0.02442
09:37:12.859090,0.14062,0.00474,-0.00103,-0.07562,-0.08976,-3.25846,0.00495,0.00684,0.01330,0.10199,0.98576,0.13209,0.02686
09:37:12.869829,0.15136,0.00528,-0.00070,-0.07562,-0.08671,-3.06885,0.00556,-0.00202,0.02281,0.10443,0.98216,0.14269,0.03663
09:37:12.879638,0.16117,0.00473,-0.00061,-0.07560,-0.08671,-3.05234,0.00663,-0.00415,0.02611,0.08534,0.98271,0.15263,0.02930
09:37:12.889976,0.17151,0.00471,-0.00058,-0.07557,-0.08457,-2.95708,0.00709,-0.00675,0.02007,0.08089,0.98301,0.16278,0.03663
09:37:12.901166,0.18269,0.00474,-0.00081,-0.07557,-0.07968,-2.79103,0.00510,-0.00324,0.01299,0.06643,0.98356,0.17396,0.05372
09:37:12.912926,0.19444,0.00613,-0.00114,-0.07557,-0.07373,-2.59935,0.00541,-0.00156,0.01025,0.05331,0.98436,0.18482,0.08303
09:37:12.922613,0.20414,0.00547,-0.00131,-0.07557,-0.07877,-2.84297,0.00678,0.00455,0.01867,0.06734,0.98460,0.19563,0.10256
09:37:12.932425,0.21395,0.00491,-0.00109,-0.07557,-0.06609,-2.26598,0.00632,0.00669,0.01995,0.07869,0.98625,0.20525,0.10012
09:37:12.942525,0.22405,0.00481,-0.00063,-0.07560,-0.06166,-1.99545,0.00480,0.00913,0.02324,0.09455,0.98857,0.21552,0.10012
09:37:12.953025,0.23455,0.00479,-0.00019,-0.07560,-0.04822,-1.34565,0.00693,0.01066,0.02129,0.08522,0.99021,0.22577,0.09280
09:37:12.963352,0.24488,0.00475,0.00004,-0.07560,-0.04334,-1.09603,0.00495,0.01402,0.01525,0.06948,0.99015,0.23634,0.11966
09:37:12.974094,0.25561,0.00530,0.00052,-0.07565,-0.03906,-0.82763,0.00510,0.00654,0.01677,0.08107,0.98606,0.24634,0.09768
09:37:12.984080,0.26542,0.00474,0.00114,-0.07571,-0.02562,-0.14377,0.00144,0.00348,0.01873,0.08314,0.98088,0.25687,0.10745
09:37:12.995627,0.27716,0.00584,0.00125,-0.07577,-0.02150,0.05030,-0.00223,-0.00614,0.01299,0.04837,0.98161,0.26865,0.07814
09:37:13.005796,0.28732,0.00550,0.00135,-0.07591,-0.02257,0.02497,0.00235,-0.00751,0.01251,0.04642,0.97801,0.27863,0.06349
09:37:13.016449,0.29797,0.00580,0.00204,-0.07611,-0.02089,0.22358,0.00602,-0.01072,0.01110,0.08479,0.98088,0.28906,0.08059
