Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A),deltadot_computed,steering_acc
10:49:05.921478,1.78269,0.01110,-0.17109,6.64541,-6.00885,-105.73176,0.00450,0.16168,-0.09540,0.00213,0.98570,1.76775,9.77534,-0.21632,-42.51292
10:49:05.945442,1.80567,0.01017,-0.50806,4.61514,-8.44135,-161.43918,0.01580,0.09784,-0.03373,-0.13835,0.95752,1.79121,5.03541,-1.51412,-41.48681
10:49:05.969682,1.83090,0.01183,-0.62473,1.48865,-3.38385,-164.35003,0.00679,0.02698,-0.23137,-0.02117,0.88566,1.81601,5.15995,-2.20464,-2.02745
10:49:05.995863,1.85707,0.01200,-0.74596,-2.37892,-2.58760,-147.69463,0.00649,0.04577,0.01391,-0.05136,1.00632,1.84177,5.43346,-2.65295,11.40946
10:49:06.021385,1.88260,0.01008,-0.79250,-6.41676,-2.73635,-123.06788,0.00771,0.02362,-0.14402,0.03501,1.00162,1.86650,4.93529,-2.78993,16.98947
10:49:06.044194,1.90541,0.00819,-0.86354,-9.93243,-3.33135,-105.23079,0.01916,-0.02082,0.12828,0.02184,0.93379,1.89146,2.75702,-2.52149,12.77571
10:49:06.054070,1.91527,0.00786,-0.94966,-11.22162,-3.34010,-99.95719,0.03703,-0.03136,-0.21191,-0.04856,0.90780,1.90120,0.18071,-2.32300,9.46921
10:49:06.065684,1.92689,0.00911,-1.03872,-12.41351,-4.95010,-102.44565,0.04604,-0.06373,0.03050,-0.03928,1.05524,1.91150,0.00488,-2.02869,-4.22198
10:49:06.075037,1.93625,0.00776,-1.19467,-13.60378,-6.01760,-110.29410,0.02939,-0.09473,-0.00262,-0.09967,0.97234,1.92207,0.00000,-1.97156,-12.95822
10:49:06.085395,1.94661,0.00776,-1.17974,-14.75189,-6.21010,-118.13495,0.03520,-0.10466,-0.07881,0.10114,1.04969,1.93261,0.00488,-1.91167,-13.01582
10:49:06.096437,1.95765,0.00796,-1.21569,-15.98270,-3.58510,-116.29667,0.03321,-0.12024,-0.10748,0.00762,1.05493,1.94358,0.00000,-1.96414,2.92449
10:49:06.109411,1.97061,0.01055,-1.24776,-17.20865,-1.56385,-107.69134,0.01504,-0.12803,0.02763,-0.01409,1.01034,1.95475,0.00000,-1.82456,12.77008
10:49:06.132286,1.99350,0.01011,-1.06436,-19.98162,3.06490,-42.16832,0.01000,-0.13276,-0.17574,0.13658,0.99894,1.97763,0.00000,-2.17664,51.35353
10:49:06.156795,2.01714,0.01122,-0.93433,-21.86595,4.58740,32.06231,0.00817,-0.14818,-0.00488,0.02751,0.98381,2.00223,0.00000,-1.33908,52.68066
10:49:06.179547,2.04076,0.01143,-0.67523,-22.22757,5.48865,99.52538,0.00893,-0.13047,-0.07997,0.15842,1.00449,2.02662,0.00000,-0.25724,47.92240
10:49:06.199271,2.06048,0.00962,-0.48809,-21.18649,7.86865,151.15223,-0.00130,-0.08297,-0.03873,0.05807,1.10800,2.04638,0.00000,0.93085,46.08020
10:49:06.209815,2.07102,0.00889,-0.91567,-20.41297,10.86990,177.12777,-0.03383,-0.06847,0.36075,-0.59414,0.85638,2.05643,0.00000,1.34923,45.16040
10:49:06.219335,2.08055,0.00807,-1.24328,-18.99730,7.49240,179.88561,-0.03200,-0.05396,0.07759,-0.48220,0.95191,2.06765,0.00000,2.20652,4.28579
10:49:06.230507,2.09151,0.00866,-1.46536,-17.29297,6.34615,166.84502,-0.02558,-0.06144,0.79995,-0.31677,0.94495,2.07700,0.00000,3.20475,-24.43382
10:49:06.239999,2.10122,0.00779,-1.45575,-15.59351,3.54615,144.95792,0.00496,-0.03227,-0.49733,-0.03434,1.09019,2.08726,0.00000,2.90340,-37.26901
10:49:06.250596,2.11154,0.00763,-1.07275,-13.91838,1.98865,122.37010,0.00924,-0.02189,0.74804,0.52765,1.17669,2.09748,0.00000,2.87304,-38.61578
10:49:06.263184,2.12361,0.00934,-0.89793,-12.36486,2.89865,106.55719,-0.01871,-0.01104,-0.52307,0.18879,1.08830,2.10877,0.00000,2.35937,-23.93861
10:49:06.273612,2.13482,0.00968,-0.91387,-11.03514,2.26865,89.98544,-0.01718,-0.02815,0.69943,-0.04032,1.09147,2.11927,0.00000,2.27085,-28.21221
10:49:06.283659,2.14454,0.00850,-0.66591,-9.85784,3.34490,81.68019,-0.02619,0.00698,-0.59011,0.26352,1.00009,2.12959,0.00000,2.00152,-14.07591
10:49:06.293054,2.15427,0.00729,-0.61174,-8.77784,4.79740,80.72756,-0.01153,0.00255,0.39644,0.01409,1.00436,2.14086,0.00000,1.67822,-1.47599
10:49:06.305057,2.16520,0.00786,-0.45093,-7.85027,3.89615,80.19399,-0.01993,0.03217,-0.32190,0.14939,0.97606,2.15187,0.00000,1.47562,-0.84619
10:49:06.315469,2.17666,0.00905,-0.27814,-7.02000,4.00990,82.09651,-0.02467,0.04195,0.40638,0.17245,0.99698,2.16199,0.00000,1.43687,3.28180
10:49:06.323745,2.18495,0.00692,0.00323,-6.17676,1.82240,79.75284,-0.02833,0.06730,-0.22082,0.33800,0.99814,2.17187,0.00000,1.49901,-4.15316
10:49:06.335589,2.19680,0.00811,0.14308,-5.25568,3.84365,85.52846,-0.01764,0.06211,0.22808,0.13786,0.97710,2.18259,0.00000,1.47799,9.23710
10:49:06.347173,2.20758,0.00854,0.30525,-4.40919,3.52865,91.27830,-0.01993,0.07280,-0.16848,0.17446,0.98911,2.19278,0.00000,1.48558,10.05744
10:49:06.356589,2.21780,0.00779,0.54746,-3.44919,2.76740,97.37225,-0.01230,0.08837,0.16793,0.27358,0.96301,2.20380,0.00000,1.52638,9.66116
10:49:06.367731,2.22894,0.00875,0.47030,-2.50378,2.23365,99.08901,-0.01413,0.09158,-0.11261,-0.08089,0.97868,2.21428,0.00000,1.58034,2.86099
10:49:06.377962,2.23917,0.00884,0.52183,-1.52595,1.06115,95.69213,-0.00512,0.09540,0.13804,0.08028,0.99186,2.22415,0.01709,1.73793,-6.01706
10:49:06.387714,2.24880,0.00834,0.57195,-0.50757,-0.36510,87.80194,-0.01581,0.10930,-0.10004,0.09589,0.99149,2.23469,0.30281,1.65773,-12.80191
10:49:06.398670,2.25988,0.00906,0.58328,0.53514,-0.79385,76.84700,-0.00313,0.12518,0.03154,0.05429,0.95593,2.24457,0.73504,1.89490,-19.83797
10:49:06.408379,2.26867,0.00775,0.66962,1.42054,-1.58135,66.42249,-0.00451,0.12884,-0.08314,0.14854,0.96215,2.25448,0.68620,1.56506,-18.36321
10:49:06.418789,2.27999,0.00799,0.65810,2.30432,-2.27260,53.04946,-0.00329,0.12579,0.02159,0.05100,0.98021,2.26566,0.71795,1.38490,-20.89395
10:49:06.430587,2.29099,0.00863,0.62158,3.02270,-2.61385,39.84564,0.00572,0.11800,-0.10376,0.02623,0.98820,2.27667,0.83516,1.14410,-20.96562
10:49:06.439892,2.30110,0.00858,0.60248,3.57405,-2.16760,30.00096,0.00343,0.10578,0.00769,0.03886,0.98497,2.28723,1.12332,0.91220,-16.23725
10:49:06.449665,2.31088,0.00814,0.58274,4.01676,-2.99885,18.76183,0.00328,0.10487,-0.03416,0.04349,0.98277,2.29658,0.95482,0.79231,-20.03637
10:49:06.459703,2.32092,0.00800,0.47120,4.34595,-2.78010,8.10224,-0.00145,0.09097,-0.01299,-0.06130,0.99046,2.30701,0.96947,0.57935,-18.69813
10:49:06.469771,2.33099,0.00771,0.38405,4.56324,-3.28760,-3.81425,-0.00329,0.08929,-0.04276,-0.03105,1.00455,2.31702,1.00366,0.38097,-20.82504
10:49:06.481429,2.34200,0.00849,0.44452,4.66703,-2.98135,-12.56485,-0.00909,0.09082,-0.04849,0.13731,0.99686,2.32734,1.42125,0.17613,-14.80466
10:49:06.490695,2.35190,0.00782,0.24164,4.65081,-2.83260,-21.85056,-0.00436,0.06898,-0.04331,-0.17196,1.00119,2.33770,1.57509,-0.02744,-15.66147
10:49:06.503197,2.36438,0.00990,0.19846,4.55514,-3.97885,-35.14963,-0.00069,0.05585,-0.04240,0.02794,0.95959,2.34879,1.70452,-0.15116,-20.94874
10:49:06.513626,2.37483,0.00969,0.17385,4.36216,-2.99885,-43.36771,-0.00222,0.03767,-0.04392,0.03508,0.97106,2.35947,2.37607,-0.31640,-13.43275
10:49:06.523326,2.38454,0.00898,0.14585,3.99243,-3.55885,-52.00320,0.00801,0.02698,-0.01019,0.04099,0.96898,2.37106,2.00000,-0.55880,-13.01403
10:49:06.533702,2.39491,0.00917,-0.02242,3.62432,-3.16510,-59.29116,0.00267,0.00652,-0.06545,-0.13030,0.97069,2.38077,2.71795,-0.66489,-12.71233
10:49:06.543570,2.40476,0.00861,-0.06012,3.11027,-3.76010,-65.54680,0.01046,0.00743,-0.02330,0.01867,0.98649,2.38974,2.41514,-0.96398,-11.66726
10:49:06.553526,2.41473,0.00840,-0.06450,2.54919,-3.23510,-70.49591,0.00099,-0.00035,0.01793,0.05722,1.00150,2.40016,2.64469,-0.95038,-8.35151
10:49:06.564504,2.42571,0.00902,-0.18606,1.88919,-2.57885,-73.03202,0.00435,-0.01104,-0.02757,-0.08693,1.01516,2.41119,2.69109,-1.11404,-4.26763
10:49:06.574687,2.43590,0.00873,-0.21587,1.14973,-2.95510,-75.60617,0.00756,-0.02219,-0.00403,0.02202,0.98667,2.42172,3.05250,-1.23102,-4.27183
10:49:06.585836,2.44678,0.00945,-0.20506,0.42162,-2.18510,-75.16592,0.00145,-0.02861,-0.04587,0.05917,0.98582,2.43233,3.97314,-1.20158,0.72428
10:49:06.595300,2.45651,0.00853,-0.20818,-0.41351,-1.83510,-70.71740,0.00511,-0.03242,0.03745,0.03691,0.96587,2.44224,2.58852,-1.47949,7.85441
10:49:06.604933,2.46613,0.00795,-0.23889,-1.12378,-1.84385,-67.96530,0.00160,-0.04922,-0.01086,0.00573,0.96996,2.45204,2.95238,-1.27040,4.90638
10:49:06.615708,2.47692,0.00773,-0.28712,-1.92973,-2.01010,-65.25852,0.00756,-0.05167,-0.05087,-0.01080,0.97393,2.46273,2.07570,-1.29611,4.33898
10:49:06.625421,2.48664,0.00716,-0.31922,-2.69027,-1.90510,-62.78433,0.01382,-0.06526,-0.07826,0.00647,0.97447,2.47392,2.11233,-1.21278,3.93393
10:49:06.638023,2.49924,0.00931,-0.36831,-3.44595,-1.42385,-59.18203,0.01702,-0.07748,-0.04758,-0.01909,0.98893,2.48545,1.50916,-1.14786,5.45666
10:49:06.648263,2.50882,0.00787,-0.37892,-4.10108,-1.10885,-54.32172,0.01993,-0.08267,-0.01013,0.01684,0.96947,2.49454,1.04274,-1.23535,9.12228
10:49:06.657809,2.51902,0.00789,-0.42269,-4.77568,-0.76760,-48.66099,0.01840,-0.09580,-0.05411,-0.02330,0.98088,2.50501,0.21734,-1.15462,9.65856
10:49:06.669336,2.53055,0.00905,-0.48798,-5.41135,-0.39135,-42.76843,0.01366,-0.10634,-0.05350,-0.05398,0.99534,2.51523,0.00000,-1.08974,10.06794
10:49:06.678234,2.53945,0.00782,-0.49301,-5.99676,-0.04135,-36.25840,0.01000,-0.10985,-0.02666,0.01055,0.98375,2.52609,0.00000,-0.94474,10.47392
10:49:06.689354,2.55057,0.00876,-0.54931,-6.53676,0.20365,-29.90012,0.00969,-0.11932,-0.03989,-0.05142,0.98875,2.53654,0.00000,-0.90440,10.61638
10:49:06.697663,2.55888,0.00689,-0.56767,-6.93243,0.18615,-25.55917,0.01030,-0.12085,-0.05185,-0.00836,0.99308,2.54614,0.00000,-0.72366,7.91199
10:49:06.711000,2.57222,0.00987,-0.60254,-7.28757,0.45740,-21.41985,0.00817,-0.12054,-0.08296,-0.03135,0.98613,2.55737,0.00000,-0.53199,6.18047
10:49:06.722056,2.58276,0.00948,-0.56095,-7.58757,1.06990,-15.25857,0.01015,-0.11672,-0.04923,0.04788,0.96008,2.56767,0.00000,-0.53439,10.93838
10:49:06.731249,2.59246,0.00781,-0.54272,-7.89568,2.66240,-2.13520,0.00649,-0.11550,0.03428,-0.00030,0.99723,2.57958,0.00000,-0.45353,19.26540
10:49:06.742596,2.60359,0.00873,-0.53868,-8.08378,2.76740,7.93425,0.01030,-0.11550,-0.01763,-0.01019,1.00357,2.58903,0.00000,-0.34904,18.61905
10:49:06.751649,2.61284,0.00774,-0.50163,-8.12270,3.11740,17.66913,0.00618,-0.10741,0.01421,0.02391,1.00034,2.59866,0.00000,-0.06923,17.25261
10:49:06.761924,2.62314,0.00768,-0.44595,-8.10649,3.27490,28.25620,0.00511,-0.09611,-0.02891,0.04117,1.00150,2.60920,0.00000,0.02757,17.94153
10:49:06.772286,2.63350,0.00768,-0.37418,-7.98973,3.43240,38.77745,0.00328,-0.08633,0.00781,0.06069,1.01638,2.61954,0.00000,0.19785,17.76952
10:49:06.783742,2.64432,0.00826,-0.29967,-7.76595,3.45865,49.06846,0.00175,-0.07687,0.00860,0.06344,1.01498,2.63023,0.00000,0.36688,16.81917
10:49:06.793430,2.65464,0.00788,-0.19182,-7.38324,3.87865,59.15800,0.00053,-0.06175,0.04892,0.09601,0.97033,2.64063,0.00000,0.64498,16.95005
10:49:06.803009,2.66423,0.00728,-0.07941,-6.95351,4.30740,70.74019,0.00175,-0.04464,0.03276,0.10370,1.00321,2.65057,0.00000,0.74106,19.90253
10:49:06.814769,2.67598,0.00882,0.01689,-6.31622,4.83240,83.41930,-0.00466,-0.03258,0.04715,0.07338,1.00467,2.66183,0.00000,1.01283,20.08977
10:49:06.824161,2.68538,0.00806,0.08961,-5.67892,4.04490,91.23156,-0.01764,-0.02082,0.00079,0.06899,1.05548,2.67137,0.00000,1.16922,14.28623
10:49:06.833836,2.69505,0.00751,-0.08841,-4.84541,3.60740,92.69277,0.00924,-0.01761,-0.45500,-0.20929,0.92354,2.68151,0.00000,1.44207,2.51982
10:49:06.845337,2.70653,0.00879,-0.02984,-3.92757,2.54865,90.24674,-0.00970,-0.00570,0.67576,0.05844,0.97490,2.69223,0.00000,1.49907,-3.98273
10:49:06.855313,2.71648,0.00771,-0.07701,-3.06162,3.23115,88.77338,-0.00634,0.02637,0.08308,-0.05722,0.86711,2.70171,0.00000,1.50056,-2.54350
10:49:06.866796,2.72639,0.00824,0.12741,-2.16486,1.67365,83.58927,-0.02574,0.03095,-0.08180,0.27243,1.10685,2.71202,0.00000,1.62697,-9.37244
10:49:06.875821,2.73703,0.00803,0.25818,-1.21784,1.87490,80.36705,-0.01871,0.03462,0.08278,0.15531,0.98533,2.72256,0.00000,1.54330,-5.23237
10:49:06.886795,2.74800,0.00864,0.42304,-0.26757,1.64740,78.28324,-0.02054,0.04622,0.17788,0.20228,0.99997,2.73386,0.00000,1.50256,-3.28539
10:49:06.897451,2.75866,0.00913,0.41455,0.49135,2.68865,79.76558,-0.02039,0.05539,0.01049,-0.00695,0.96789,2.74337,0.00000,1.39986,2.72476
10:49:06.906157,2.76737,0.00747,0.43366,1.35568,0.92990,74.89258,-0.01596,0.07463,0.04392,0.04160,0.97234,2.75397,0.00000,1.42866,-8.02964
10:49:06.917313,2.77828,0.00817,0.46048,2.17459,0.56240,69.01081,-0.01214,0.08425,0.09290,0.05453,0.96038,2.76428,0.00000,1.39279,-9.97248
10:49:06.927751,2.78897,0.00872,0.47657,2.97568,0.61490,63.35726,-0.00298,0.10639,0.00061,0.04349,0.98777,2.77470,0.00000,1.31900,-9.27905
10:49:06.937279,2.79849,0.00809,0.55169,3.68108,0.32615,58.45370,0.00007,0.10823,0.10510,0.11352,0.96874,2.78448,0.00000,1.20606,-8.35360
10:49:06.946807,2.80802,0.00739,0.61462,4.35730,-0.06760,52.50246,-0.00573,0.12686,-0.11132,0.11029,1.01547,2.79425,0.02930,1.30757,-11.46436
10:49:06.957599,2.81882,0.00780,0.62331,5.05622,-0.53135,44.96423,-0.00543,0.12594,0.09638,0.05258,1.01187,2.80491,0.43223,1.14874,-12.35131
10:49:06.967903,2.82911,0.00792,0.66810,5.61730,-1.34510,36.94063,-0.00787,0.13175,-0.14329,0.10370,1.00229,2.81498,0.63980,0.97527,-13.90109
10:49:06.978062,2.83927,0.00707,0.65889,6.15405,-2.08010,26.23142,-0.00619,0.13205,0.06045,0.05136,0.99643,2.82589,0.78144,0.86335,-17.17445
10:49:06.990005,2.85122,0.00880,0.66183,6.56270,-3.05135,14.11088,-0.00772,0.13190,-0.12859,0.07344,0.96551,2.83631,0.97924,0.68713,-20.31730
10:49:07.001081,2.86228,0.00937,0.59856,6.84811,-3.85635,0.35931,-0.00191,0.12976,0.04856,0.00701,0.94733,2.84647,1.53114,0.49261,-23.66032
10:49:07.008831,2.87005,0.00704,0.57346,7.02973,-4.64385,-15.09834,0.00160,0.12640,-0.12621,0.05911,0.96697,2.85685,1.49939,0.30645,-26.00112
10:49:07.021298,2.88249,0.00911,0.55238,7.07027,-5.01135,-29.81382,0.00572,0.11724,0.01006,0.06667,0.96362,2.86713,2.16850,0.06908,-24.99565
10:49:07.031280,2.89249,0.00834,0.57853,6.96811,-4.39885,-40.34344,0.00206,0.11418,-0.04691,0.11767,0.99137,2.87775,3.11600,-0.16869,-17.33415
10:49:07.040291,2.90151,0.00699,0.44647,6.69568,-4.07510,-48.76466,0.00893,0.10624,0.01739,-0.06985,0.99735,2.88826,2.55433,-0.45444,-14.00178
10:49:07.053127,2.91400,0.00912,0.25825,6.33568,-5.17760,-61.23137,0.00190,0.09769,-0.06393,-0.12834,1.01028,2.89842,3.25763,-0.62118,-21.44158
10:49:07.062165,2.92338,0.00834,0.09311,5.87189,-7.38260,-81.82244,0.00511,0.07921,0.01494,-0.07546,1.00857,2.90887,4.20757,-0.77712,-34.38708
10:49:07.072812,2.93403,0.00843,-0.03726,5.25405,-7.83760,-103.68560,0.00313,0.06180,-0.06698,-0.02910,0.99765,2.91960,5.26252,-1.00929,-35.60894
10:49:07.083823,2.94503,0.00829,-0.17437,4.34595,-8.03010,-124.70026,0.00633,0.03309,0.02605,-0.03331,0.98143,2.93066,5.87302,-1.41285,-32.59319
10:49:07.093932,2.95514,0.00837,-0.25188,3.35838,-8.56385,-141.86671,0.00649,0.01935,-0.03715,0.02934,0.99613,2.94066,6.08791,-1.76910,-30.65099
10:49:07.104701,2.96592,0.00898,-0.30670,2.11297,-8.08260,-158.29227,0.01305,-0.00051,-0.03038,0.05899,0.96258,2.95198,7.04518,-1.92425,-25.30299
10:49:07.113918,2.97513,0.00781,-0.24189,0.73784,-6.90135,-160.81070,0.01260,-0.00035,-0.05850,0.16378,0.97124,2.96114,6.35653,-2.63592,-4.81107
10:49:07.124262,2.98547,0.00799,-0.28492,-0.76865,-5.50135,-159.35760,0.01046,-0.01257,-0.03532,0.03312,0.92647,2.97152,5.80708,-2.54187,2.44423
10:49:07.135329,2.99654,0.00855,-0.34743,-2.42108,-4.94135,-152.78612,0.01809,-0.01899,-0.03691,0.00348,0.93983,2.98156,5.82418,-2.88748,11.44649
10:49:07.147090,3.00802,0.00968,-0.37685,-4.05081,-4.59135,-145.39857,0.01901,-0.02005,0.01470,0.03886,0.98033,2.99208,5.12821,-2.71440,12.26445
10:49:07.157045,3.01824,0.00888,-0.44046,-5.75027,-4.36385,-136.54181,0.02054,-0.02586,-0.01318,-0.00079,0.99936,3.00313,4.02686,-2.69404,13.99789
10:49:07.168718,3.02959,0.00962,-0.49130,-7.42865,-4.02260,-127.19232,0.02359,-0.04281,-0.07296,0.01177,0.96593,3.01495,3.52625,-2.48628,13.81252
10:49:07.178712,3.03991,0.00870,-0.61497,-8.96270,-4.46885,-119.56489,0.02573,-0.05884,-0.04111,-0.07235,0.94825,3.02505,2.00733,-2.66352,13.20253
10:49:07.188794,3.05000,0.00844,-0.71703,-10.31351,-3.88260,-114.35328,0.03611,-0.07610,-0.08467,-0.05557,0.98594,3.03598,1.21612,-2.16256,8.31909
10:49:07.197651,3.05887,0.00701,-0.95919,-11.60757,-3.53260,-109.03150,0.04008,-0.10054,-0.08516,-0.22411,0.95136,3.04546,0.53236,-2.39709,9.82466
10:49:07.209663,3.07088,0.00867,-1.27791,-13.01027,-2.65760,-105.30269,0.04803,-0.12299,-0.08741,-0.33367,0.97838,3.05674,0.00000,-2.17985,5.77716
10:49:07.218624,3.07983,0.00721,-1.47612,-14.18757,-2.75385,-105.58925,0.03734,-0.13169,-0.10834,-0.19459,0.98088,3.06704,0.00000,-2.00096,-0.48553
10:49:07.231325,3.09253,0.00914,-1.58434,-15.38757,-1.35385,-101.40645,0.03535,-0.13597,-0.03959,-0.11602,1.03840,3.07724,0.00000,-2.06224,7.16357
10:49:07.242022,3.10306,0.00920,-1.71695,-16.51135,-0.09385,-96.23124,0.03657,-0.13566,-0.10632,-0.15622,0.99210,3.08833,0.00000,-1.77515,8.14920
10:49:07.251388,3.11259,0.00821,-1.64401,-17.68054,1.00865,-83.94173,0.01489,-0.13841,-0.13414,0.06734,0.99162,3.09844,0.00000,-2.03002,21.27225
10:49:07.263064,3.12342,0.00884,-1.61034,-18.68108,2.87240,-66.03505,0.01382,-0.14330,-0.06039,0.00226,1.00449,3.10842,0.00000,-1.75788,29.50367
10:49:07.271154,3.13237,0.00733,-1.56792,-19.64432,3.52865,-45.98771,0.01275,-0.14452,-0.07960,-0.00024,1.02321,3.11982,0.00000,-1.56680,32.50900
10:49:07.283911,3.14513,0.00967,-1.48940,-20.39838,4.46490,-23.86538,0.01382,-0.14421,-0.07253,0.03282,0.99741,3.13070,0.00000,-1.19112,34.83816
10:49:07.293360,3.15457,0.00839,-1.43183,-20.88973,5.42740,-3.07705,0.00572,-0.13642,-0.19343,0.00531,1.24367,3.14057,0.00000,-0.89211,37.61797
10:49:07.303508,3.16472,0.00834,-1.16557,-21.17838,8.44615,30.84562,0.00694,-0.12864,0.07064,0.20947,1.01351,3.15148,0.00000,-0.46334,54.29261
10:49:07.314229,3.17544,0.00869,-1.23940,-21.24973,10.98365,65.00458,0.00160,-0.14437,0.25577,-0.22045,1.06701,3.16119,0.00000,-0.12893,61.50748
10:49:07.324695,3.18526,0.00834,-1.39371,-21.07784,12.14740,100.70099,-0.00237,-0.13704,0.01110,-0.35453,1.04755,3.17195,0.00000,0.27968,57.89597
10:49:07.334761,3.19597,0.00903,-1.20141,-20.49243,11.79740,127.77529,-0.02711,-0.13184,0.25718,0.09876,1.07872,3.18177,0.00000,1.04579,48.20290
10:49:07.343590,3.20481,0.00728,-0.88058,-19.58595,12.83865,158.54057,-0.01688,-0.13566,0.06484,0.25827,1.11984,3.19199,0.00000,1.55385,52.55534
10:49:07.354767,3.21598,0.00724,-0.75125,-18.20432,15.43740,197.42721,-0.00848,-0.13505,0.02934,-0.04209,0.98667,3.20343,0.00000,2.11840,59.45185
10:49:07.367124,3.22756,0.00771,-0.62434,-16.52919,15.13990,224.34455,-0.02558,-0.12360,0.03196,-0.01812,1.15888,3.21351,0.00000,2.91200,46.63941
10:49:07.377965,3.23916,0.00861,-0.50627,-14.46000,14.77240,248.12032,-0.00833,-0.13230,0.05276,-0.03672,1.11905,3.22437,0.00000,3.33738,38.23155
10:49:07.388727,3.24994,0.00924,-0.29357,-12.28541,13.63490,268.67481,-0.02528,-0.13963,0.06344,0.10315,1.13448,3.23542,0.00000,3.44470,32.45992
10:49:07.398164,3.25938,0.00836,-0.10985,-10.10595,14.16865,286.35204,-0.01413,-0.14177,0.15140,0.06618,0.92909,3.24541,0.00000,3.82999,30.96408
10:49:07.408767,3.26998,0.00880,0.31071,-8.11459,14.90365,311.26709,-0.02665,-0.13688,-0.26822,0.32293,0.88975,3.25502,0.00000,3.62572,45.20290
10:49:07.417220,3.27844,0.00709,0.60342,-5.75189,16.73240,345.86069,-0.04315,-0.15383,0.32855,0.15049,0.91604,3.26586,0.00000,3.82639,55.85364
10:49:07.428638,3.28986,0.00778,0.90772,-3.48000,16.43490,381.97066,-0.05827,-0.16834,-0.05893,0.19428,1.01370,3.27647,0.00000,3.75068,59.42782
10:49:07.441687,3.30289,0.01062,1.14070,-1.07514,18.35990,429.91335,-0.05399,-0.19827,0.12676,0.07320,1.03066,3.28791,0.00000,3.68214,73.18867
10:49:07.463780,3.32499,0.01368,1.71947,2.97243,22.41115,534.85039,-0.05093,-0.21477,0.11560,0.21234,0.94642,3.30727,0.00000,3.34009,86.41590
10:49:07.490019,3.35040,0.00955,2.51548,9.23351,27.53865,678.33980,-0.05735,-0.22637,0.09052,0.08619,0.98161,3.33558,0.00000,3.87339,88.61865
10:49:07.501324,3.36254,0.01036,3.02763,11.46811,27.76615,737.15914,-0.07354,-0.20408,0.03745,0.34111,0.96014,3.34574,0.00000,3.77805,99.02343
10:49:07.526821,3.38803,0.01276,3.97152,16.81622,33.42740,905.46973,-0.08835,-0.19079,0.07655,0.23552,1.00699,3.37043,0.00000,3.67503,115.45671
10:49:07.549213,3.41042,0.01061,4.80277,22.08000,33.96990,1069.25399,-0.08071,-0.17506,-0.07729,0.12163,0.94690,3.39441,0.01221,3.97242,123.36256
10:49:07.571265,3.43248,0.01085,5.32448,26.85243,33.46240,1245.55997,-0.07140,-0.14177,-0.07594,-0.15982,0.95380,3.41740,0.20269,3.63840,134.16053
10:49:07.598135,3.45935,0.01285,5.97523,32.61081,24.84365,1449.61216,-0.05827,-0.10649,-0.04502,0.13694,1.01156,3.44340,0.12943,3.89542,137.78602
10:49:07.619987,3.48120,0.00907,6.27456,37.41405,19.13865,1635.95488,-0.05353,-0.08633,-0.08375,-0.05429,0.99198,3.46765,0.00000,3.74066,144.90700
10:49:07.629345,3.48984,0.00753,6.44276,39.56270,16.23365,1699.57046,-0.04528,-0.05625,-0.06460,0.16879,1.03249,3.47668,0.00000,4.18393,123.43461
10:49:07.640053,3.50095,0.00820,6.44830,41.80865,14.87740,1767.55942,-0.04070,-0.03059,-0.08747,-0.02336,1.08928,3.48636,0.00000,3.89540,117.46459
10:49:07.649186,3.51040,0.00729,6.14700,44.02054,9.81990,1816.83048,-0.02467,-0.00616,-0.08869,-0.35484,1.03053,3.49686,0.00000,3.71735,82.48774
10:49:07.662133,3.52269,0.00894,5.99889,46.38324,4.07990,1847.01653,-0.01062,0.04134,-0.02416,-0.09248,0.96276,3.50870,0.00000,3.61411,46.04035
10:49:07.671541,3.53276,0.00850,5.82062,48.46541,-0.43510,1852.81306,-0.00100,0.07692,-0.08430,-0.07296,0.99168,3.51815,0.00000,3.86068,10.70922
10:49:07.684927,3.54614,0.01151,5.89373,50.64324,-3.20010,1861.56252,0.01153,0.10670,-0.06661,0.26925,1.00418,3.53199,0.00000,2.75136,11.02731
10:49:07.710473,3.57149,0.01307,5.91836,56.15351,-3.84760,1839.55412,0.02344,0.15007,-0.00360,0.25278,0.92214,3.55728,0.00000,3.80806,-15.18972
10:49:07.733958,3.59517,0.01135,5.89020,61.23568,-2.55260,1820.34572,0.03092,0.17344,-0.10663,0.15128,0.91122,3.58101,0.00000,3.69833,-13.95769
10:49:07.757291,3.61851,0.00934,5.71664,66.75730,-6.17510,1751.62856,0.05261,0.20459,-0.09309,0.10022,1.00821,3.60555,0.00000,3.98556,-49.53521
10:49:07.771524,3.63273,0.01315,5.74387,68.83459,-6.40260,1724.98373,0.06788,0.21207,-0.07790,0.23522,0.95282,3.61727,0.00000,3.10221,-39.68262
10:49:07.797566,3.65878,0.01311,5.45097,74.52973,-9.14135,1605.67145,0.07887,0.24308,-0.07753,0.05112,0.89292,3.64335,0.00000,3.81788,-79.88317
10:49:07.821869,3.68308,0.01285,5.11362,80.05784,-14.96010,1422.55704,0.08834,0.28141,-0.06564,0.14933,0.94452,3.66841,0.06838,3.85643,-127.56741
