Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:51:57.585181,0.00960,0.00886,0.00744,-3.78162,0.11662,42.93875,-0.00261,0.00018,0.00366,0.03154,0.98808,0.00001,0.01221
09:51:57.593119,0.01757,0.00551,0.01099,-3.75892,0.36162,53.74486,-0.00368,-0.00074,0.00165,0.02495,0.99235,0.00896,0.00000
09:51:57.604388,0.02882,0.00640,0.04363,-3.43622,0.01162,41.72539,0.00044,-0.00074,0.00299,0.06149,0.98064,0.01921,0.00000
09:51:57.614976,0.03940,0.00655,-0.07588,-3.01459,0.28287,27.39495,-0.00078,-0.01463,0.00329,-0.11492,0.97740,0.02947,0.00000
09:51:57.624821,0.04924,0.00604,-0.07194,-2.65459,0.07287,15.72691,-0.00322,-0.01540,-0.02946,0.02623,0.97222,0.04001,0.00000
09:51:57.634323,0.05877,0.00521,-0.07886,-2.40324,0.20412,17.59315,-0.00017,-0.02044,0.04142,0.01293,1.00266,0.05016,0.00000
09:51:57.646271,0.07070,0.00678,-0.03794,-2.20378,0.91287,53.13326,-0.00292,-0.00868,-0.06576,0.05923,0.99094,0.06080,0.00000
09:51:57.657231,0.08165,0.00737,-0.08006,-1.94919,1.16662,53.75562,-0.00078,0.00247,0.05813,-0.03947,0.98881,0.07187,0.00000
09:51:57.666689,0.09042,0.00538,-0.06033,-1.41568,0.89537,40.68269,-0.00292,0.02523,-0.02251,0.03526,0.98015,0.08182,0.00000
09:51:57.677718,0.10216,0.00676,-0.01935,-0.96649,1.56037,71.95958,-0.00322,0.03301,-0.00506,0.05148,0.99869,0.09284,0.00000
09:51:57.687680,0.11210,0.00587,0.03749,-0.48973,1.72662,84.72138,-0.00001,0.03851,0.02629,0.06985,0.99204,0.10300,0.00000
09:51:57.698668,0.12310,0.00591,0.04536,0.30000,2.17287,97.40743,-0.00353,0.03668,0.02977,0.00732,0.98997,0.11385,0.00000
09:51:57.708636,0.13309,0.00545,0.06605,1.16270,2.22537,95.03496,-0.00108,0.02996,0.02586,0.02239,1.00424,0.12450,0.00000
09:51:57.719804,0.14425,0.00625,0.12019,2.10649,1.93662,83.50256,-0.00750,0.02904,-0.01421,0.06692,1.00497,0.13453,0.00000
09:51:57.731061,0.15480,0.00645,0.14473,3.07784,2.40912,98.57290,-0.01284,0.02370,-0.04947,0.02324,1.00851,0.14620,0.00000
09:51:57.740839,0.16441,0.00570,0.15179,3.92432,2.70662,104.25988,-0.00246,0.02202,-0.02971,0.00476,0.96417,0.15600,0.00000
09:51:57.750515,0.17494,0.00603,0.13887,4.90541,2.98662,104.26714,-0.00124,0.02462,0.00811,-0.01976,0.96227,0.16557,0.00000
09:51:57.760973,0.18542,0.00615,0.17618,5.98865,3.31912,114.64509,0.00014,0.04203,0.05106,0.02623,0.92433,0.17663,0.00000
09:51:57.773055,0.19750,0.00711,0.27201,7.14000,4.00162,149.83501,-0.01299,0.05730,0.01580,0.08302,0.96459,0.18826,0.00000
09:51:57.782040,0.20648,0.00542,0.37681,8.35622,4.86787,193.81408,-0.01284,0.07135,-0.02714,0.10279,1.03505,0.19764,0.00000
