Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,MeasuredVelocity,FilteredVelocity,BalancingGainsInner,BalancingGainsOuter,Roll,SteeringAngle,RollRate,ControlInput,BalancingSetpoint,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
08:50:56.109824,0.03782,0.03778,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00095,0.00000,0.00000,-0.00160,0.00044,-0.00232,-0.07521,0.98253,0.00001,0.07570
08:50:56.383269,0.31130,0.26227,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00171,0.00000,0.00000,-0.00191,-0.00094,-0.00506,-0.07491,0.98369,0.04813,0.05128
08:50:56.661801,0.58983,0.26539,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00034,0.00000,0.00000,0.00222,-0.00155,-0.00403,-0.07601,0.98454,0.32628,0.05128
08:50:56.934116,0.86216,0.25817,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00195,0.00000,0.00000,-0.00130,-0.00246,-0.00201,-0.07540,0.98515,0.60436,0.04151
08:50:57.198471,1.12649,0.25774,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00165,0.00000,0.00000,-0.00145,-0.00063,-0.00128,-0.07326,0.98466,0.86783,0.06593
08:50:57.480847,1.40887,0.26656,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00385,0.00000,0.00000,0.00268,0.00380,-0.00232,-0.07527,0.98393,1.14373,0.04396
08:50:57.753997,1.68202,0.25884,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00180,0.00000,0.00000,0.00115,-0.00262,-0.00281,-0.07729,0.98417,1.42430,0.03907
08:50:58.029793,1.95782,0.26116,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,-0.00309,0.00000,0.00000,-0.00114,-0.00048,-0.00201,-0.07588,0.98515,1.69692,0.04396
08:50:58.302868,2.23092,0.25670,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00180,0.00000,0.00000,-0.00099,-0.00201,-0.00482,-0.07570,0.98680,1.97404,0.03907
08:50:58.571693,2.49973,0.26223,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00027,0.00000,0.00000,0.00161,-0.00048,-0.00262,-0.07698,0.98417,2.23595,0.07814
08:50:58.851204,2.77923,0.26473,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00042,0.00000,0.00000,0.00206,0.00166,-0.00329,-0.07454,0.98448,2.51584,0.04396
08:50:59.122071,3.05010,0.25761,0.00000,0.00000,"[5.00000,0.00000,0.00000]","[1.30000,0.00000,0.00000]",0.00000,0.00000,0.00073,0.00000,0.00000,0.00237,-0.00170,-0.00476,-0.07576,0.98301,2.79231,0.03663
