Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
10:09:35.725485,0.01060,0.01002,-0.01885,-1.47730,0.00518,11.05808,0.00072,-0.00222,-0.01482,0.00256,0.98850,0.00001,0.02198
10:09:35.743126,0.02829,0.00686,-0.03599,-1.44973,-0.09982,3.45390,0.00102,-0.00359,-0.01458,0.00634,0.98643,0.01859,0.00000
10:09:35.753236,0.03840,0.00626,-0.05754,-1.37189,0.02268,3.91484,0.00194,-0.00099,-0.01708,-0.00140,0.98838,0.03015,0.00733
10:09:35.764053,0.04850,0.00616,-0.06820,-1.31351,0.02268,1.46763,-0.00005,-0.00099,-0.01592,0.01080,0.98753,0.03951,0.02442
10:09:35.774141,0.05929,0.00653,-0.08751,-1.26973,0.19768,4.80433,-0.00020,0.00114,-0.01989,-0.00152,0.98820,0.05041,0.04884
10:09:35.784515,0.06894,0.00584,-0.10301,-1.25027,-0.02982,-7.45362,0.00224,-0.00038,-0.01873,0.00531,0.98924,0.06050,0.01221
10:09:35.795549,0.08071,0.00724,-0.11550,-1.24541,0.17143,-1.45819,-0.00188,0.00099,-0.01287,0.00610,0.98960,0.07119,0.24176
10:09:35.805480,0.09063,0.00666,-0.13148,-1.26811,-0.09107,-14.83191,-0.00112,0.00145,-0.01848,0.00500,0.99162,0.08149,0.09524
10:09:35.815136,0.10030,0.00596,-0.14965,-1.31027,0.29393,-1.85887,-0.00081,0.00343,-0.01598,-0.00213,0.98631,0.09132,0.37607
10:09:35.825937,0.11110,0.00641,-0.15700,-1.39784,0.19768,-6.26568,-0.00173,0.00069,-0.01732,0.01098,0.98753,0.10147,0.00977
10:09:35.836112,0.12100,0.00595,-0.17559,-1.48703,0.39018,-0.80743,-0.00158,-0.00099,-0.01995,-0.00445,0.98674,0.11205,0.08059
10:09:35.848594,0.13374,0.00832,-0.19039,-1.55514,0.38143,-3.13188,-0.00127,0.00099,-0.02269,-0.00037,0.99082,0.12273,0.00733
10:09:35.857201,0.14235,0.00656,-0.20410,-1.59892,0.18893,-13.03057,-0.00494,-0.00283,-0.01299,0.00299,0.98741,0.13327,0.01221
10:09:35.868279,0.15344,0.00723,-0.21625,-1.62811,0.11018,-18.12969,0.00255,-0.00130,-0.01525,0.00543,0.99009,0.14437,0.36142
10:09:35.878256,0.16340,0.00595,-0.23700,-1.70270,0.38143,-9.96465,-0.00387,-0.00267,-0.01427,-0.00769,0.98881,0.15454,0.51038
10:09:35.888654,0.17381,0.00601,-0.24424,-1.86000,0.19768,-17.26873,-0.00127,0.00114,-0.01616,0.00964,0.99125,0.16473,0.13675
10:09:35.899799,0.18495,0.00680,-0.25156,-2.02703,0.39018,-9.06873,0.00056,0.00298,-0.01043,0.00677,0.99387,0.17589,0.29304
10:09:35.909888,0.19504,0.00669,-0.24611,-2.14054,0.55643,-0.19945,-0.00219,0.00328,-0.01854,0.02037,0.98930,0.18520,0.46886
10:09:35.920131,0.20529,0.00658,-0.26160,-2.23622,0.02268,-23.90644,-0.00249,0.00405,-0.01043,0.00195,0.98869,0.19637,0.23443
10:09:35.930815,0.21555,0.00659,-0.28131,-2.27676,-0.02982,-29.15745,0.00163,0.00466,-0.02105,-0.00256,0.99027,0.20581,2.48596
10:09:35.941128,0.22557,0.00625,-0.30231,-2.53297,-0.26607,-40.10120,-0.00066,0.00008,-0.01202,-0.00128,0.98905,0.21718,0.76435
