Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
09:29:05.693636,0.03968,0.03965,0.00015,0.06227,0.00099,0.53420,0.00075,-0.00211,0.00354,0.03355,0.98686,0.00001,0.03175
09:29:05.975309,0.32129,0.26956,0.00036,0.06227,0.00037,0.52283,0.00212,-0.00134,0.00470,0.03660,0.98606,0.05232,0.01221
09:29:06.249858,0.59587,0.26000,0.00154,0.06323,0.00358,0.18082,0.00182,-0.00318,0.00384,0.03684,0.99033,0.33604,0.01954
09:29:06.526005,0.87199,0.26975,0.00247,0.06326,0.00297,0.03869,-0.00093,-0.00196,0.00518,0.03593,0.98905,0.60003,0.02686
09:29:06.814055,1.15935,0.27126,0.00202,0.05887,-0.00192,0.28422,-0.00429,0.00354,0.00866,0.03331,0.98911,0.88845,0.01954
09:29:07.090136,1.43579,0.26249,0.00168,0.05895,-0.00161,0.33425,-0.00307,-0.00302,0.00549,0.03361,0.98606,1.17441,0.02198
09:29:07.379450,1.72545,0.27413,0.00749,0.18051,0.01931,-0.43192,0.00075,0.01286,0.00366,0.06069,0.98863,1.45248,0.01465
09:29:07.655060,2.00043,0.26110,0.00696,0.18241,-0.00192,0.58331,0.00075,0.01866,0.00201,0.03227,0.98643,1.74131,0.02686
09:29:07.944454,2.29046,0.27670,-0.00835,0.17737,-0.05705,5.65448,0.00487,-0.00318,0.00518,0.03398,0.98692,2.01450,0.02442
09:29:08.216265,2.56229,0.26030,-0.05533,0.17559,-0.16593,18.79475,0.01327,0.00828,0.00238,0.01403,0.98753,2.30173,0.02442
09:29:08.488972,2.83498,0.25966,-0.09298,0.48692,-0.13585,27.38482,0.01785,0.05486,0.00592,-0.10449,0.98796,2.57475,0.02930
09:29:08.765442,3.11145,0.26892,-0.09571,0.91457,-0.00864,26.63589,-0.00231,0.03332,0.01647,-0.09559,0.96032,2.84173,0.02198
09:29:09.045132,3.39048,0.26755,-0.08581,1.15565,0.03748,25.21667,-0.00719,0.02034,-0.03782,-0.10980,0.99186,3.12585,0.02442
09:29:09.321379,3.66739,0.26412,-0.08112,1.15472,0.01717,25.21560,0.00258,-0.01998,-0.01013,-0.06460,0.98771,3.40661,0.01954
09:29:09.602143,3.94814,0.27449,-0.06300,1.14699,0.06910,19.64528,-0.00445,0.01316,-0.00079,-0.05551,0.98497,3.67278,0.00733
