Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
10:11:38.097321,0.01142,0.01087,-0.01368,1.42054,0.10080,-11.92561,-0.00055,0.00212,-0.01360,0.00744,0.99070,0.00001,0.01465
10:11:38.116462,0.03060,0.00798,-0.03001,1.37027,-0.10045,-22.58508,0.00067,0.00013,-0.01525,0.00769,0.98765,0.02121,0.36386
10:11:38.125510,0.03964,0.00666,-0.04771,1.25838,-0.07420,-23.56678,-0.00040,0.00288,-0.01677,0.00421,0.99168,0.03033,0.56899
10:11:38.136134,0.05027,0.00618,-0.05635,1.03297,0.08330,-16.47483,-0.00422,0.00120,-0.00958,0.01251,0.98552,0.04090,0.27839
10:11:38.146669,0.06042,0.00597,-0.11110,0.79297,0.13580,-21.70984,-0.00178,0.00166,-0.01159,-0.04111,0.98491,0.05125,0.10012
10:11:38.156960,0.07107,0.00629,-0.13042,0.61135,0.08330,-25.53787,-0.00147,0.00746,-0.01379,-0.00079,0.98417,0.06146,0.70085
10:11:38.167644,0.08178,0.00663,-0.14385,0.42649,0.12705,-24.34728,-0.00330,0.01174,-0.01470,0.00506,0.99119,0.07223,1.47741
10:11:38.177328,0.09145,0.00611,-0.15674,0.16541,-0.32795,-42.77703,0.00158,0.01266,-0.01989,0.01074,1.00113,0.08194,0.64713
10:11:38.187642,0.10178,0.00607,-0.15804,-0.11027,-0.69545,-55.42879,0.00036,0.00197,-0.00323,0.02812,0.97966,0.09244,2.27350
10:11:38.197775,0.11190,0.00600,-0.14733,-0.56757,-1.31670,-74.61268,0.00204,-0.00216,-0.00634,0.04984,1.00394,0.10259,1.18681
10:11:38.208857,0.12300,0.00655,-0.08928,-1.18541,-1.01920,-46.20928,-0.00758,-0.01621,0.04038,0.10211,0.98997,0.11392,2.05128
10:11:38.220356,0.13450,0.00716,-0.15435,-1.94595,-1.54420,-71.95166,-0.00254,-0.02094,-0.06191,-0.03355,1.00229,0.12479,0.12698
10:11:38.229586,0.14371,0.00614,-0.23067,-2.40811,-1.99045,-99.31839,-0.00040,-0.02400,0.01122,-0.04471,0.98527,0.13425,4.52747
10:11:38.241306,0.15466,0.00673,-0.26173,-3.24811,-2.67295,-124.73468,0.00662,-0.02537,-0.03074,0.01751,0.97374,0.14521,2.73260
10:11:38.250059,0.16419,0.00590,-0.27955,-4.19027,-2.56795,-114.54000,0.00296,-0.02552,-0.00220,0.02818,1.00046,0.15503,4.73748
10:11:38.260844,0.17498,0.00617,-0.40036,-5.42595,-3.41670,-158.85923,0.00571,-0.02613,0.03056,-0.07649,0.96032,0.16560,1.92186
10:11:38.271625,0.18523,0.00605,-0.44374,-6.64703,-4.91295,-216.16074,0.00250,-0.02644,0.01391,0.02580,1.01687,0.17595,7.09890
10:11:38.281183,0.19531,0.00594,-0.41208,-8.36270,-4.93920,-195.16399,0.00143,-0.03346,0.02745,0.11059,0.99875,0.18596,6.51038
10:11:38.293416,0.20755,0.00782,-0.60067,-10.47243,-5.22795,-220.12941,0.00724,-0.04110,0.01147,-0.14103,1.01955,0.19674,3.18681
10:11:38.302038,0.21617,0.00588,-0.63405,-12.41189,-6.83795,-273.42930,0.00800,-0.04293,-0.07472,0.05344,0.95654,0.20703,8.43468
