Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A),deltadot_computed,steering_acc
14:59:01.196593,0.00878,0.00782,-0.01534,-1.11081,0.07606,0.00000,-0.00719,-0.00256,-0.00653,0.00579,0.98826,0.00001,0.01709
14:59:01.207032,0.01925,0.00709,-0.03052,-1.11081,-0.28269,-131.66757,-0.00734,-0.00454,-0.00067,0.00970,0.98936,0.00975,0.00977
14:59:01.217154,0.02935,0.00682,-0.03089,-1.21784,0.01481,-131.34649,-0.00734,-0.00775,-0.00976,0.02300,0.98045,0.01982,9.99512
14:59:01.227561,0.03908,0.00556,-0.20920,-2.34649,1.24856,-127.96054,-0.00703,-0.01157,-0.04014,-0.18727,0.93287,0.03009,0.15629
14:59:01.238064,0.05027,0.00618,0.12641,-3.49784,-0.83394,-124.50649,-0.01528,0.03150,0.05844,0.44829,0.99967,0.04068,2.94750
14:59:01.248862,0.06085,0.00640,0.20400,-4.70432,0.42606,-120.88703,-0.00413,0.03654,-0.05826,0.10925,0.97124,0.05103,2.19292
14:59:01.258274,0.07050,0.00545,0.10308,-5.97243,0.36481,-117.08270,-0.01788,0.03822,0.05533,-0.09400,1.00022,0.06162,3.43346
14:59:01.269906,0.08209,0.00609,0.06995,-7.19838,-1.23645,-113.40486,-0.01864,0.03914,-0.01165,0.00329,1.00266,0.07253,3.21612
14:59:01.279324,0.09155,0.00592,-0.08456,-8.37081,-2.75895,-109.88757,-0.00902,0.02493,-0.09760,-0.13097,1.05133,0.08204,3.65079
14:59:01.290606,0.10213,0.00541,-0.12945,-9.62432,-3.38020,-106.12703,0.00488,-0.00515,-0.06679,0.01366,0.95868,0.09324,3.76313
14:59:01.301589,0.11381,0.00689,-0.21144,-10.83405,-3.48520,-102.49784,0.01068,-0.03814,0.04813,-0.02806,0.95325,0.10417,4.33455
14:59:01.311535,0.12307,0.00596,-0.19530,-11.85081,-4.74520,-99.44757,-0.00276,-0.06441,0.06057,0.09034,0.95569,0.11422,3.92674
14:59:01.322226,0.13445,0.00670,-0.34740,-13.01514,-6.75770,-95.95459,-0.00994,-0.11022,0.02696,-0.07027,0.97234,0.12502,3.41880
