Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time,CalculationTime,Roll,SteeringAngle,RollRate,ControlInput,gy,gz,ax,ay,az,imu_read_timing,SteerMotorCurrent
10:26:08.701636,0.01035,0.00980,-0.02043,1.40595,0.12975,0.00000,-0.00213,-0.00057,-0.01739,-0.00067,0.98911,0.00001,0.01221
10:26:08.708771,0.01751,0.00637,-0.03821,1.40595,0.24350,-7.02973,-0.00106,-0.00194,-0.01574,0.00122,0.98735,0.00830,0.01221
10:26:08.719930,0.02867,0.00690,-0.05331,1.39946,0.37475,-6.99730,0.00459,0.00035,-0.01372,0.00152,0.98765,0.01947,0.16117
10:26:08.729308,0.03805,0.00609,-0.07157,1.35892,0.05100,-6.99730,-0.00014,0.00111,-0.01141,0.00183,0.98844,0.02893,0.16850
10:26:08.740188,0.04894,0.00630,-0.08850,1.28919,0.02474,-6.44595,-0.00121,0.00019,-0.00982,0.00329,0.98875,0.03977,0.11966
10:26:08.749070,0.05783,0.00483,-0.10781,1.21297,0.19975,-6.06486,-0.00045,0.00096,-0.01098,-0.00177,0.98905,0.05011,0.09280
10:26:08.762042,0.07009,0.00659,-0.13575,1.12378,0.09475,-5.61892,-0.00213,-0.00011,-0.01336,-0.01098,0.98997,0.06186,0.12943
10:26:08.771339,0.08009,0.00623,-0.15237,1.05405,0.14725,-5.61892,-0.00167,0.00309,-0.00885,0.00134,0.99381,0.07092,0.06349
10:26:08.781454,0.09019,0.00597,-0.17112,0.99243,-0.33401,-4.96216,0.00215,-0.00164,-0.00805,0.00396,0.99174,0.08109,0.14164
10:26:08.791594,0.10035,0.00576,-0.19147,0.94865,-0.01901,-4.74324,0.00169,0.00203,-0.01122,-0.00183,0.98747,0.09165,0.22711
10:26:08.803273,0.11200,0.00704,-0.21238,0.91135,-0.12401,-4.55676,0.00276,-0.00072,-0.01147,-0.00152,0.98838,0.10250,0.40049
10:26:08.812955,0.12101,0.00554,-0.22908,0.86432,-0.27276,-4.55676,0.00062,-0.00347,-0.01214,0.00445,0.98448,0.11235,0.35653
10:26:08.823610,0.13235,0.00667,-0.23980,0.79459,0.05975,-3.97297,-0.00090,-0.00149,-0.01616,0.00726,0.98985,0.12358,0.34432
10:26:08.832903,0.14166,0.00573,-0.25780,0.74270,-0.11526,-3.97297,-0.00045,0.00050,-0.01861,0.00073,0.99125,0.13327,0.32479
10:26:08.842260,0.15102,0.00472,-0.28926,0.69730,-0.24651,-3.48649,0.00215,-0.00408,-0.01555,-0.01354,0.99021,0.14335,0.35409
10:26:08.852630,0.16139,0.00474,-0.31636,0.65514,-0.33401,-3.27568,0.00169,-0.00088,-0.01421,-0.00799,0.98582,0.15351,0.43712
10:26:08.864054,0.17281,0.00580,-0.33078,0.61297,-0.57900,-3.06486,-0.00090,-0.00821,-0.01409,0.00915,0.98735,0.16405,0.29792
10:26:08.875154,0.18303,0.00540,-0.34045,0.57405,-0.40401,-2.87027,0.00108,-0.00729,-0.01494,0.01238,0.98918,0.17477,0.29548
10:26:08.885406,0.19346,0.00563,-0.36386,0.52865,-0.28151,-2.64324,-0.00319,-0.00912,-0.01659,-0.00531,0.99009,0.18481,0.35165
10:26:08.895881,0.20464,0.00644,-0.38227,0.48324,-0.38650,-2.41622,0.00185,-0.00546,-0.01580,0.00152,0.99058,0.19549,0.30525
10:26:08.906238,0.21498,0.00642,-0.39580,0.44432,-0.29901,-2.22162,-0.00151,-0.00576,-0.01318,0.00555,0.99582,0.20542,0.43956
10:26:08.916439,0.22518,0.00627,-0.41930,0.40216,-0.32526,-2.01081,-0.00182,-0.00546,-0.01421,-0.00567,0.99174,0.21603,0.23687
10:26:08.926067,0.23481,0.00568,-0.43785,0.37459,-0.19401,-1.87297,-0.00121,-0.00286,-0.01263,-0.00201,0.98838,0.22628,0.39805
10:26:08.936844,0.24559,0.00599,-0.45539,0.34216,0.04225,-1.71081,-0.00106,0.00203,-0.01592,-0.00390,0.98619,0.23647,0.19048
10:26:08.947760,0.25580,0.00558,-0.46440,0.32108,0.13850,-1.60541,-0.00182,0.00187,-0.01818,0.00439,0.99326,0.24734,0.49817
10:26:08.959007,0.26690,0.00647,-0.47529,0.29351,0.35725,-1.46757,-0.00319,0.00279,-0.01574,-0.00030,0.98966,0.25742,0.38584
10:26:08.968235,0.27699,0.00620,-0.48290,0.26270,0.25224,-1.31351,-0.00029,0.00264,-0.01251,0.00439,0.99302,0.26783,0.35165
10:26:08.978597,0.28714,0.00599,-0.49757,0.24486,0.74225,-1.22432,0.00398,0.00050,-0.01671,-0.00964,0.99046,0.27820,0.32967
