0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.1,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.2,0
1.21,0
1.22,0
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.3,0
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0
1.37,0
1.38,0
1.39,0
1.4,0
1.41,0
1.42,0
1.43,0
1.44,0
1.45,0
1.46,0
1.47,0
1.48,0
1.49,0
1.5,0
1.51,0
1.52,0
1.53,0
1.54,0
1.55,0
1.56,0
1.57,0
1.58,0
1.59,0
1.6,0
1.61,0
1.62,0
1.63,0
1.64,0
1.65,0
1.66,0
1.67,0
1.68,0
1.69,0
1.7,0
1.71,0
1.72,0
1.73,0
1.74,0
1.75,0
1.76,0
1.77,0
1.78,0
1.79,0
1.8,0
1.81,0
1.82,0
1.83,0
1.84,0
1.85,0
1.86,0
1.87,0
1.88,0
1.89,0
1.9,0
1.91,0
1.92,0
1.93,0
1.94,0
1.95,0
1.96,0
1.97,0
1.98,0
1.99,0
2,-9.84131920866431e-07
2.01,-1.22740125392907e-05
2.02,-7.45145333823864e-05
2.03,-0.000296929431502
2.04,-0.000885509933369272
2.05,-0.00213706666876657
2.06,-0.0043983726285301
2.07,-0.00800309826045397
2.08,-0.0131924982150345
2.09,-0.0200305239068146
2.1,-0.0283455175355345
2.11,-0.0377327633126232
2.12,-0.047619378841211
2.13,-0.0573648783036108
2.14,-0.0663736204732126
2.15,-0.0741935701123399
2.16,-0.0805595615924905
2.17,-0.0853588350115302
2.18,-0.0885510934574432
2.19,-0.09010348234671
2.2,-0.0899829167708589
2.21,-0.0882043890219082
2.22,-0.0848931281729101
2.23,-0.0803183812480966
2.24,-0.0748894248329203
2.25,-0.0691226133626979
2.26,-0.0635871749918849
2.27,-0.0588410744401744
2.28,-0.0553742898063009
2.29,-0.0535715781543798
2.3,-0.0536917547499215
2.31,-0.0558519280616381
2.32,-0.0600109269887699
2.33,-0.0659559123854378
2.34,-0.0733052586405856
2.35,-0.0815442112480491
2.36,-0.090091036982117
2.37,-0.0983633538307633
2.38,-0.105812117677731
2.39,-0.111916269500547
2.4,-0.116162881625989
2.41,-0.118050313031165
2.42,-0.117125819946855
2.43,-0.113034044657635
2.44,-0.105555630131194
2.45,-0.0946381351223142
2.46,-0.0804216807247141
2.47,-0.063251932828754
2.48,-0.0436801405927587
2.49,-0.0224558094787731
2.5,-0.00050702309600937
2.51,0.0211009179443262
2.52,0.0412282108152966
2.53,0.0587440367431047
2.54,0.0726373182223042
2.55,0.0821422365992288
2.56,0.0868360620436175
2.57,0.0866804355673215
2.58,0.0820155422492587
2.59,0.0735190825186188
2.6,0.0621287512347135
2.61,0.0489429443931872
2.62,0.0351249811032138
2.63,0.0218121312645633
2.64,0.0100207483696821
2.65,0.000560319317024884
2.66,-0.0060248329202396
2.67,-0.00948249135267502
2.68,-0.00984741349196294
2.69,-0.00740020223704233
2.7,-0.00259723911276655
2.71,0.0040056186522181
2.72,0.0118123189762039
2.73,0.0202248482604227
2.74,0.0286793006766584
2.75,0.0366989202626021
2.76,0.0439536481682347
2.77,0.0502878704711117
2.78,0.0556931333957345
2.79,0.0602488039351227
2.8,0.0640724068076288
2.81,0.0672924816177802
2.82,0.0700208129508957
2.83,0.0722987733632679
2.84,0.0740268518359229
2.85,0.0749212548232602
2.86,0.0745367510809351
2.87,0.0723545292428389
2.88,0.0678995050285172
2.89,0.0608522183986712
2.9,0.051140836219468
2.91,0.0390076238511908
2.92,0.0250389646240923
2.93,0.0101411380392904
2.94,-0.00455280509525627
2.95,-0.0178347938210267
2.96,-0.0285928487473157
2.97,-0.0359591239493585
2.98,-0.039406553904576
2.99,-0.038779432564835
3,-0.034262133781414
3.01,-0.0263101987929008
3.02,-0.015569030363639
3.03,-0.00279215311688224
3.04,0.011232646501982
3.05,0.0257362925406727
3.06,0.0399930205314223
3.07,0.0533251099668303
3.08,0.0651073426928217
3.09,0.0747866815309323
3.1,0.081914237085117
3.11,0.0861706091002323
3.12,0.0873724242254618
3.13,0.0854667784286346
3.14,0.0805274696979818
3.15,0.072760050671015
3.16,0.0625120930175357
3.17,0.0502830451691957
3.18,0.0367291744552187
3.19,0.0226459770053306
3.2,0.00890296883575004
3.21,-0.00366647177861821
3.22,-0.0143810546795455
3.23,-0.0227912889647725
3.24,-0.0287065906015306
3.25,-0.0321800259133166
3.26,-0.0334685418348125
3.27,-0.0329761671174628
3.28,-0.0311864285360615
3.29,-0.0285993652206808
3.3,-0.0256809167579258
3.31,-0.0228181003623092
3.32,-0.0202760186242983
3.33,-0.0181630856003404
3.34,-0.0164187176302565
3.35,-0.0148390279714623
3.36,-0.0131367215227254
3.37,-0.0110054411915119
3.38,-0.00816668660181007
3.39,-0.004410016407658
3.4,0.000358549662964602
3.41,0.00607055097569809
3.42,0.0124729010038988
3.43,0.0191425971723412
3.44,0.0255419809498057
3.45,0.0310999573557403
3.46,0.0352854168272881
3.47,0.0376507851610686
3.48,0.0378592445422404
3.49,0.0357223948419132
3.5,0.0312494319205788
3.51,0.0246780225554507
3.52,0.0164551059769198
3.53,0.00716609351722654
3.54,-0.00254988455048061
3.55,-0.0120529519762866
3.56,-0.0207160990602623
3.57,-0.0279367820518255
3.58,-0.0331855222007309
3.59,-0.0360831758143851
3.6,-0.0364527206293829
3.61,-0.0343038666665638
3.62,-0.0297651756243577
3.63,-0.0230157359142781
3.64,-0.0142575293459185
3.65,-0.00372604425333548
3.66,0.00829856869693845
3.67,0.0215083156672876
3.68,0.0355985279524246
3.69,0.0502725510717401
3.7,0.0652019664127646
3.71,0.0799738152209372
3.72,0.094065905388332
3.73,0.106856270688326
3.74,0.117660188619341
3.75,0.125803942495157
3.76,0.130728020993976
3.77,0.132074864453787
3.78,0.129728409423315
3.79,0.123819416436886
3.8,0.114720270955277
3.81,0.103031563558459
3.82,0.0895529767573932
3.83,0.0752335527036815
3.84,0.0611007872669716
3.85,0.0481732910053684
3.86,0.0373732867119368
3.87,0.0294659284471316
3.88,0.025037948952846
3.89,0.0244983418847745
